Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (kPa absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
226042,14.24,7,1,42,0.77,1023,13.12,20224,41.32,1.01,0.6360,3.07,2.5420,33.33,13.50,29,12.29,7.06,0.0000
226145,14.32,7,1,42,0.77,963,13.10,20480,41.32,1.01,0.6787,3.07,2.5415,33.33,13.50,29,12.27,7.06,0.0000
226250,14.24,7,1,42,0.77,965,13.12,20352,41.32,1.01,0.6335,3.07,2.5423,33.33,13.50,29,12.33,7.06,0.0000
226354,14.32,7,1,42,0.77,974,13.11,20480,41.32,1.01,0.6525,3.33,2.5417,33.33,14.00,29,12.35,7.06,0.0000
226457,14.32,7,1,42,0.77,965,13.12,20416,41.16,1.01,0.6408,3.07,2.5413,33.33,13.50,29,12.39,7.06,0.0000
226562,14.40,7,1,42,0.77,972,13.12,20416,41.24,1.01,0.6598,3.07,2.5393,33.33,14.00,29,12.34,7.06,0.0000
226665,14.24,7,1,42,0.77,978,13.11,20480,41.00,1.01,0.6382,3.07,2.5343,33.33,14.00,29,12.39,7.06,0.0000
226770,14.40,7,1,42,0.76,986,13.13,20352,41.00,1.01,0.6598,3.07,2.5293,33.33,14.00,29,12.46,7.06,0.0000
226873,14.24,7,1,42,0.76,986,13.10,20160,40.76,1.01,0.6360,3.07,2.5257,33.33,14.00,29,12.35,7.06,0.0000
226978,14.32,7,1,42,0.76,985,12.92,18624,40.76,1.01,0.6455,3.07,2.5168,33.33,14.00,29,12.35,7.06,0.0000
227081,14.32,7,1,42,0.76,974,13.12,20544,40.68,1.01,0.6502,3.07,2.5100,33.33,14.00,29,12.21,7.06,0.0000
227186,14.32,7,1,42,0.76,976,13.06,20416,40.68,1.01,0.6360,3.07,2.5053,33.33,14.00,29,12.28,7.06,0.0000
227289,14.32,7,1,42,0.76,980,13.12,20416,40.68,1.01,0.6478,3.07,2.5017,33.33,14.00,29,12.21,7.06,0.0000
227394,14.24,7,1,42,0.75,968,13.10,20416,40.68,1.01,0.6360,3.07,2.5005,33.33,14.00,29,12.24,7.06,0.0000
227497,14.32,7,1,42,0.75,966,13.13,20352,40.68,1.01,0.6598,3.07,2.5005,33.33,14.00,29,12.21,7.06,0.0000
227600,14.32,7,1,42,0.75,1020,13.35,22080,40.76,1.01,0.6360,3.07,2.4995,33.33,14.00,29,12.18,7.06,0.0000
227705,14.24,7,1,42,0.76,900,13.25,20352,40.92,1.01,0.6525,3.07,2.5038,33.33,14.00,29,12.12,7.06,0.0000
227809,14.24,7,1,42,0.76,964,13.12,20480,41.00,1.01,0.6382,3.07,2.5068,33.33,14.00,29,12.23,7.06,0.0000
227913,14.32,7,1,42,0.76,976,13.11,20416,41.00,1.01,0.6620,3.07,2.5115,33.33,14.00,29,12.28,7.06,0.0000
228017,14.32,7,1,42,0.76,972,13.12,20416,41.00,1.01,0.6408,3.07,2.5143,33.33,14.00,29,12.39,7.06,0.0000
228120,14.40,7,1,42,0.76,979,13.14,20416,41.00,1.01,0.6620,3.07,2.5148,33.33,14.00,29,12.37,7.06,0.0000
228224,14.24,7,1,42,0.76,984,13.12,20352,40.84,1.01,0.6408,3.07,2.5137,33.33,14.00,29,12.30,7.06,0.0000
228329,14.32,7,1,42,0.76,988,13.11,20416,40.68,1.01,0.6645,3.07,2.5103,33.33,14.00,29,12.30,7.06,0.0000
228433,14.32,7,1,42,0.76,971,13.12,20416,40.68,1.01,0.6312,3.07,2.5055,33.33,14.00,29,12.28,7.06,0.0000
228536,14.40,7,1,42,0.76,984,13.11,20352,40.68,1.01,0.6550,3.07,2.5017,33.33,14.00,29,12.27,7.06,0.0000
228641,14.40,7,1,42,0.75,972,13.08,20352,40.76,1.01,0.6693,3.07,2.4992,33.33,14.00,29,12.18,7.06,0.0000
228744,14.32,7,1,42,0.75,974,13.12,20416,41.00,1.01,0.6382,3.07,2.5013,33.33,14.00,29,12.79,8.24,0.0000
228849,14.32,7,1,42,0.76,993,13.12,20608,42.75,1.05,0.6668,3.33,2.6288,33.33,13.50,29,13.58,8.24,0.0372
228952,14.32,7,1,42,0.78,1012,13.12,20160,44.10,1.07,0.6335,3.33,2.7325,33.33,13.50,29,14.16,8.24,0.0578
229057,14.32,7,1,42,0.79,1037,12.96,21888,44.97,1.07,0.6550,3.58,2.7847,33.33,13.00,29,14.61,8.24,0.0557
229160,14.40,7,1,42,0.81,1070,13.02,20352,45.21,1.07,0.6502,3.58,2.8443,33.33,13.00,29,15.08,8.24,0.0539
229265,14.24,7,1,42,0.82,1093,13.12,20480,44.97,1.05,0.6478,3.58,2.8453,33.33,13.00,29,15.33,8.24,0.0406
229369,14.32,7,1,42,0.83,1120,13.52,23552,44.33,1.04,0.6478,3.58,2.8073,33.33,12.50,29,15.57,8.24,0.0221
229475,14.32,7,1,42,0.83,1144,13.59,23424,43.62,1.03,0.6335,3.33,2.7913,33.33,13.00,29,15.51,8.24,0.0190
229579,14.32,7,1,42,0.82,1149,13.57,23552,42.75,1.01,0.6382,3.33,2.7055,33.33,13.00,29,15.16,8.24,-0.0031
229682,14.32,7,1,42,0.81,1162,13.59,23360,42.19,1.00,0.6335,3.33,2.6705,33.33,13.00,29,15.18,8.24,-0.0099
229789,14.32,7,1,42,0.80,1171,14.11,27136,41.71,1.00,0.6525,3.33,2.6208,33.33,13.50,29,15.23,8.24,-0.0164
229891,14.24,7,1,42,0.79,1170,14.10,28544,41.32,0.99,0.6478,3.33,2.5718,33.33,13.50,29,14.92,8.24,-0.0178
229995,14.32,7,1,42,0.78,1170,13.58,23552,41.26,1.00,0.6620,3.07,2.5460,33.33,14.00,29,14.57,8.24,-0.0162
230100,14.40,7,1,42,0.77,1172,13.58,23488,40.68,1.00,0.6455,3.07,2.5377,33.33,14.00,29,14.61,8.24,-0.0099
230204,14.40,7,1,42,0.77,1162,13.59,23424,40.68,1.00,0.6478,3.07,2.5110,33.33,14.00,29,14.49,8.24,-0.0118
230309,14.40,7,1,42,0.76,1160,13.57,23424,40.76,1.00,0.6525,3.07,2.4975,33.33,14.00,29,14.45,8.24,-0.0113
230413,14.40,7,1,42,0.76,1092,13.60,23360,40.68,1.01,0.6525,3.07,2.4910,33.33,14.00,29,14.43,8.24,-0.0096
230518,14.40,7,1,42,0.76,1092,13.57,20480,40.68,1.01,0.6525,3.07,2.5075,33.33,14.50,29,14.43,8.24,0.0000
230621,14.40,7,1,42,0.76,1091,13.13,20352,40.68,1.01,0.6525,3.07,2.5040,33.33,14.50,29,14.40,8.24,0.0000
230726,14.40,7,1,42,0.75,1094,13.12,20480,40.68,1.01,0.6525,3.07,2.5000,33.33,14.50,29,14.43,8.24,0.0000
230829,14.40,7,1,42,0.75,1092,13.12,20352,40.68,1.01,0.6478,3.07,2.4988,33.33,14.50,29,14.40,8.24,0.0000
230934,14.40,7,1,42,0.75,1151,13.12,20480,40.68,1.01,0.6430,3.07,2.4965,33.33,14.50,29,14.35,8.24,0.0000
231037,14.40,7,1,42,0.75,1144,13.12,20480,40.68,1.01,0.6408,3.07,2.4962,33.33,14.50,29,14.40,8.24,0.0000
231140,14.40,7,1,42,0.75,1089,13.11,18752,40.68,1.01,0.6408,3.07,2.4985,33.33,14.50,29,14.38,8.24,0.0000
231245,14.40,7,1,42,0.75,1148,12.86,18880,40.76,1.01,0.6430,3.07,2.4988,33.33,14.50,29,14.32,8.24,0.0000
231349,14.40,7,1,42,0.75,1145,13.12,20352,40.84,1.01,0.6620,3.07,2.5005,33.33,14.50,29,14.41,8.24,0.0000
231453,14.32,7,1,42,0.76,1148,13.11,20480,40.84,1.01,0.6478,3.07,2.5050,33.33,14.00,29,14.45,8.24,0.0000
231557,14.32,7,1,42,0.76,1090,13.12,20416,40.84,1.01,0.6478,3.07,2.5068,33.33,14.00,29,14.52,8.24,0.0000
231661,14.40,7,1,42,0.76,1152,13.58,23488,40.84,1.01,0.6430,3.07,2.5042,33.33,14.50,29,14.36,8.24,0.0000
231765,14.32,7,1,42,0.76,1159,13.56,23552,40.95,1.01,0.6478,3.07,2.5028,33.33,14.50,29,14.46,8.24,0.0000
231868,14.32,7,1,42,0.75,1165,13.58,23424,40.76,1.01,0.6573,3.07,2.5017,33.33,14.50,29,14.52,8.24,0.0000
231973,14.32,7,1,42,0.75,1163,13.81,24192,40.68,1.01,0.6620,3.07,2.4985,33.33,14.50,29,14.50,8.24,0.0000
232076,14.40,7,1,42,0.75,1089,13.59,23424,40.60,1.01,0.6693,3.07,2.4952,33.33,14.50,29,14.37,8.24,0.0000
232181,14.40,7,1,42,0.75,1151,13.57,23552,40.68,1.01,0.6620,3.07,2.4940,33.33,14.50,29,14.35,8.24,0.0000
232284,14.40,7,1,42,0.75,1157,13.57,23488,40.68,1.01,0.6645,3.07,2.4933,33.33,14.50,29,14.45,8.24,0.0000
232388,14.40,7,1,42,0.75,1159,13.58,23488,40.68,1.01,0.6715,3.07,2.4925,33.33,14.50,29,14.47,8.24,0.0000
232494,14.40,7,1,42,0.75,1168,13.55,23488,40.68,1.01,0.6408,3.07,2.4920,33.33,14.50,29,14.56,8.24,0.0000
232599,14.40,7,1,42,0.75,1168,13.60,23360,40.60,1.01,0.6408,3.07,2.4918,33.33,14.50,29,14.56,8.24,0.0000
232701,14.40,7,1,42,0.75,1166,13.57,23552,40.52,1.01,0.6502,3.07,2.4878,33.33,14.50,29,14.40,8.24,0.0000
232805,14.40,7,1,42,0.75,1161,13.60,23360,40.36,1.01,0.6668,3.07,2.4828,33.33,14.50,29,14.47,8.24,0.0000
232910,14.40,7,1,42,0.75,1156,13.58,23488,40.36,1.01,0.6645,3.07,2.4815,33.33,14.50,29,14.29,8.24,0.0000
233013,14.40,7,1,42,0.75,1154,13.59,23424,40.36,1.01,0.6693,3.07,2.4798,33.33,14.50,29,14.40,8.24,0.0000
233116,14.40,7,1,42,0.75,1153,13.59,23424,40.36,1.01,0.6645,3.07,2.4795,33.33,14.50,29,14.39,8.24,0.0000
233221,14.40,7,1,42,0.75,1160,13.56,23360,40.36,1.01,0.6715,3.07,2.4780,33.33,14.50,29,14.46,8.24,0.0000
233324,14.40,7,1,42,0.75,1167,13.36,21824,40.36,1.01,0.6382,3.07,2.4770,33.33,14.50,29,14.54,8.24,0.0000
233429,14.40,7,1,42,0.75,1170,13.36,23552,40.36,1.01,0.6430,3.07,2.4752,33.33,14.50,29,14.45,8.24,0.0000
233532,14.40,7,1,42,0.75,1165,13.59,23360,40.36,1.01,0.6430,3.07,2.4710,33.33,14.50,29,14.39,8.24,0.0000
233637,14.32,7,1,42,0.75,1164,13.57,23552,40.28,1.01,0.6598,3.07,2.4685,33.33,14.50,29,14.26,8.24,0.0000
233741,14.32,7,1,42,0.74,1160,13.58,23424,40.36,1.01,0.6693,3.07,2.4670,33.33,14.50,29,14.20,8.24,0.0000
233844,14.32,7,1,42,0.74,1162,13.58,23424,40.28,1.01,0.6335,3.07,2.4660,33.33,14.50,29,14.37,8.24,0.0000
233949,14.40,7,1,42,0.74,1164,13.56,23488,40.36,1.01,0.6312,3.07,2.4640,33.33,14.50,29,14.38,8.24,0.0000
234054,14.40,7,1,42,0.74,1169,13.59,24960,40.28,1.01,0.6408,3.07,2.4638,33.33,14.50,29,14.30,8.24,0.0000
234157,14.40,7,1,42,0.74,1162,13.56,23488,40.02,1.01,0.6408,3.07,2.4625,33.33,14.50,29,14.43,8.24,0.0000
234262,14.40,7,1,42,0.74,1159,13.59,23424,40.02,1.01,0.6360,3.07,2.4630,33.33,14.50,29,14.43,8.24,0.0000
234366,14.40,7,1,42,0.74,1154,13.56,23552,40.36,1.01,0.6360,3.07,2.4642,33.33,14.50,29,14.36,8.24,0.0000
234470,14.40,7,1,42,0.74,1158,13.57,23424,40.44,1.01,0.6335,3.07,2.4650,33.33,14.50,29,14.35,8.24,0.0000
234574,14.40,7,1,42,0.74,1158,13.57,23424,40.44,1.01,0.6335,3.07,2.4672,33.33,14.50,29,14.38,8.24,0.0000
234678,14.40,7,1,42,0.75,1162,13.57,23424,40.36,1.01,0.6335,3.07,2.4697,33.33,14.50,29,14.41,8.24,0.0000
234781,14.40,7,1,42,0.75,1168,13.60,23488,40.36,1.01,0.6312,3.07,2.4700,33.33,14.50,29,14.45,8.24,0.0000
234886,14.40,7,1,42,0.75,1166,13.56,23616,40.36,1.01,0.6455,3.07,2.4693,33.33,14.50,29,14.51,8.24,0.0000
234989,14.40,7,1,42,0.75,1161,13.59,23424,40.36,1.01,0.6408,3.07,2.4697,33.33,14.50,29,14.39,8.24,0.0000
235094,14.40,7,1,42,0.75,1165,13.56,23552,40.36,1.01,0.6382,3.07,2.4690,33.33,14.50,29,14.46,8.24,0.0000
235198,14.40,7,1,42,0.75,1166,13.58,23488,40.36,1.01,0.6312,3.07,2.4682,33.33,14.50,29,14.46,8.24,0.0000
235301,14.32,7,1,42,0.74,1163,13.58,23488,40.36,1.01,0.6312,3.07,2.4670,33.33,14.50,29,14.31,8.24,0.0000
235406,14.32,7,1,42,0.74,1160,13.52,21952,40.28,1.01,0.6382,3.07,2.4657,33.33,14.50,29,14.35,8.24,0.0000
235510,14.32,7,1,42,0.74,1158,13.35,22336,40.28,1.01,0.6430,3.07,2.4638,33.33,14.50,29,14.37,8.24,0.0000
235613,14.40,7,1,42,0.74,1152,13.55,23552,40.36,1.01,0.6455,3.07,2.4647,33.33,14.50,29,14.31,8.24,0.0000
235717,14.32,7,1,42,0.74,1216,13.59,23360,40.36,1.01,0.6382,3.07,2.4653,33.33,14.50,29,14.44,8.24,0.0000
235821,14.32,7,1,42,0.75,1154,13.55,23552,40.44,1.01,0.6408,3.07,2.4708,33.33,14.50,29,14.35,8.24,0.0000
235925,14.32,7,1,42,0.75,1152,13.57,23424,40.44,1.01,0.6455,3.07,2.4730,33.33,14.50,29,14.37,8.24,0.0000
236030,14.32,7,1,42,0.75,1158,13.57,23552,40.44,1.01,0.6455,3.07,2.4750,33.33,14.50,29,14.38,8.24,0.0000
236133,14.32,7,1,42,0.75,1160,13.56,23552,40.36,1.01,0.6455,3.07,2.4760,33.33,14.50,29,14.40,8.24,0.0000
236237,14.32,7,1,42,0.75,1166,13.84,23424,40.36,1.01,0.6382,3.07,2.4733,33.33,14.50,29,14.62,8.24,0.0000
236341,14.32,7,1,42,0.75,1168,13.56,23552,40.36,1.01,0.6360,3.07,2.4722,33.33,14.50,29,14.52,8.24,0.0000
236444,14.32,7,1,42,0.75,1164,13.59,23360,40.20,1.01,0.6312,3.07,2.4680,33.33,14.50,29,14.32,8.24,0.0000
236549,14.32,7,1,42,0.74,1167,13.57,23488,40.28,1.01,0.6312,3.07,2.4653,33.33,14.50,29,14.31,8.24,0.0000
236653,14.32,7,1,42,0.74,1172,13.59,23360,40.20,1.01,0.6430,3.07,2.4635,33.33,14.50,29,14.50,8.24,0.0000
236756,14.40,7,1,42,0.74,1165,13.58,23488,40.12,1.01,0.6478,3.07,2.4605,33.33,14.50,29,14.34,8.24,0.0000
236860,14.40,7,1,42,0.74,1161,13.57,23488,40.20,1.01,0.6455,3.07,2.4590,33.33,14.50,29,14.31,8.24,0.0000
236965,14.32,7,1,42,0.74,1166,13.59,23488,40.20,1.01,0.6455,3.07,2.4590,33.33,14.50,29,14.30,8.24,0.0000
237070,14.32,7,1,42,0.74,1163,13.57,23552,40.47,1.01,0.6550,3.07,2.4592,33.33,14.50,29,14.42,8.63,0.0000
237173,14.32,7,1,42,0.74,1169,13.60,23424,40.79,1.01,0.6693,3.07,2.4668,33.33,14.50,29,14.74,8.63,0.0000
237278,14.08,7,1,42,0.75,1181,13.57,23616,41.00,1.01,0.6455,3.07,2.4645,33.33,14.50,29,15.08,8.63,0.0000
237381,14.48,7,1,43,0.75,1195,13.59,23424,41.32,1.02,0.6502,3.07,2.5080,33.33,14.50,29,15.40,8.63,0.0039
237485,14.40,7,1,43,0.76,1210,13.58,23360,41.71,1.02,0.6430,3.07,2.5337,33.33,14.00,29,15.57,8.63,0.0061
237590,14.32,7,1,43,0.77,1226,13.33,21824,42.03,1.02,0.6335,3.07,2.5577,33.33,14.50,29,15.88,8.63,0.0072
237694,14.40,7,1,43,0.77,1241,13.58,23488,41.95,1.02,0.6455,3.33,2.5730,33.33,14.50,29,16.05,8.63,0.0078
237799,14.32,7,1,43,0.77,1255,13.58,23488,41.79,1.02,0.6430,3.33,2.5735,33.33,14.50,29,16.04,8.63,0.0072
237902,14.48,7,1,43,0.77,1274,13.59,26752,41.47,1.02,0.6620,3.33,2.5633,33.33,14.50,29,16.10,8.63,0.0058
238006,14.32,7,1,43,0.77,1342,14.10,27072,41.32,1.02,0.6455,3.07,2.5463,33.33,15.00,29,15.99,8.63,0.0040
238110,14.32,7,1,43,0.76,1281,14.12,26816,41.00,1.01,0.6408,3.07,2.5228,33.33,15.00,29,16.03,9.02,0.0000
238214,14.40,7,1,43,0.76,1295,14.16,27008,41.16,1.01,0.6645,3.07,2.5110,33.33,15.00,29,16.20,9.02,0.0000
238317,14.40,7,1,43,0.76,1313,14.11,27008,41.08,1.01,0.6455,3.07,2.5048,33.33,15.50,29,16.38,9.02,0.0000
238422,14.32,7,1,43,0.76,1322,14.36,23552,41.00,1.01,0.6430,3.07,2.4990,33.33,15.50,29,16.37,9.02,0.0000
238525,14.40,7,1,43,0.75,1325,13.57,23424,40.92,1.01,0.6455,3.07,2.4845,33.33,15.50,29,16.45,9.02,0.0000
238630,14.40,7,1,43,0.75,1334,13.93,26880,40.68,1.01,0.6620,3.07,2.4712,33.33,16.00,29,16.28,9.02,0.0000
238733,14.40,7,1,43,0.74,1334,14.11,27008,40.44,1.01,0.6408,3.07,2.4575,33.33,16.00,29,16.23,8.63,0.0000
238837,14.40,7,1,43,0.74,1328,13.57,23232,40.20,1.01,0.6478,3.07,2.4417,33.33,16.00,29,16.16,8.63,0.0000
238941,14.40,7,1,43,0.73,1336,13.56,23552,40.04,1.01,0.6408,3.07,2.4285,33.33,16.00,29,15.97,9.02,0.0000
239045,14.32,7,1,43,0.73,1337,13.58,23424,39.89,1.01,0.6645,3.07,2.4148,33.33,16.50,29,15.89,9.02,0.0000
239150,14.40,7,1,43,0.73,1335,13.58,23488,39.81,1.01,0.6478,3.07,2.4025,33.33,16.50,29,16.05,9.02,0.0000
239253,14.40,7,1,43,0.72,1324,13.57,23552,39.89,1.01,0.6382,3.07,2.3945,33.33,16.50,29,15.97,9.02,0.0000
239357,14.40,7,1,43,0.72,1336,13.59,23424,40.20,1.01,0.6598,3.07,2.3950,33.33,16.50,29,16.10,9.02,0.0000
239462,14.40,7,1,43,0.72,1328,13.56,23616,40.12,1.01,0.6478,3.07,2.3980,33.33,16.50,29,16.18,8.63,0.0000
239565,14.48,7,1,43,0.72,1340,13.60,23360,39.97,1.01,0.6430,3.07,2.3958,33.33,16.50,29,16.01,9.02,0.0000
239670,14.32,7,1,43,0.72,1341,13.34,22016,39.81,1.01,0.6455,3.07,2.3890,33.33,16.50,29,15.90,8.63,0.0000
239775,14.32,7,1,43,0.72,1338,13.29,23424,39.65,1.01,0.6668,3.07,2.3818,33.33,16.50,29,15.94,9.02,0.0000
239878,14.32,7,1,43,0.72,1335,13.58,23616,39.57,1.01,0.6382,3.07,2.3720,33.33,16.50,29,15.90,9.02,0.0000
239982,14.32,7,1,43,0.72,1344,13.58,23488,39.57,1.01,0.6620,3.07,2.3675,33.33,17.00,29,15.86,9.02,0.0000
240086,14.32,7,1,43,0.72,1400,13.59,23488,39.81,1.01,0.6430,3.07,2.3687,33.33,16.50,29,15.95,9.02,0.0000
240190,14.16,7,1,43,0.72,1340,13.57,23552,39.89,1.01,0.6455,3.07,2.3718,33.33,16.50,29,16.03,9.02,0.0000
240294,14.40,7,1,43,0.72,1342,13.59,23360,39.89,1.01,0.6455,3.07,2.3735,33.33,16.50,29,16.08,9.02,0.0000
240397,14.24,7,1,43,0.72,1407,13.57,24512,39.89,1.01,0.6478,3.07,2.3760,33.33,16.50,29,16.12,9.02,0.0000
240502,14.32,7,1,43,0.72,1347,13.96,28672,39.81,1.01,0.6478,3.07,2.3742,33.33,16.50,29,16.00,9.02,0.0000
240606,14.16,7,1,43,0.72,1356,13.72,23552,39.57,1.01,0.6430,3.07,2.3835,33.33,17.00,29,15.98,9.02,0.0000
240709,14.40,7,1,43,0.71,1349,14.04,27008,39.41,1.01,0.6455,3.07,2.3607,33.33,17.00,29,16.04,9.02,0.0000
240813,14.32,7,1,43,0.71,1354,14.13,26944,39.41,1.01,0.6550,3.07,2.3550,33.33,17.00,29,15.85,9.02,0.0000
240918,14.32,7,1,43,0.71,1354,13.56,23552,39.25,1.01,0.6408,3.07,2.3470,33.33,17.00,29,15.68,9.02,0.0000
241021,14.32,7,1,43,0.71,1344,14.07,26880,39.25,1.01,0.6620,3.07,2.3415,33.33,17.00,29,15.83,9.02,0.0000
241126,14.32,7,1,43,0.71,1351,14.11,27136,39.41,1.01,0.6408,3.07,2.3390,33.33,17.00,29,15.86,9.02,0.0000
241229,14.24,7,1,43,0.71,1356,14.07,26880,39.25,1.01,0.6430,3.07,2.3350,33.33,17.00,29,15.83,9.02,0.0000
241333,14.40,7,1,43,0.70,1355,14.12,27136,39.25,1.01,0.6408,3.07,2.3305,33.33,17.00,29,15.94,9.02,0.0000
241437,14.40,7,1,43,0.70,1364,14.11,25408,39.25,1.01,0.6478,3.07,2.3290,33.33,17.50,29,15.80,9.02,0.0000
241541,14.40,7,1,43,0.70,1376,13.59,23552,39.41,1.01,0.6408,3.07,2.3250,33.33,17.50,29,16.16,9.41,0.0000
241644,14.40,7,1,43,0.70,1374,13.58,26752,39.57,1.01,0.6408,3.07,2.3317,33.33,17.50,29,16.24,8.63,0.0000
241749,14.32,7,1,43,0.70,1376,14.09,25408,39.09,1.01,0.6502,3.07,2.3277,33.33,17.50,29,15.94,8.63,0.0000
241852,14.32,7,1,43,0.70,1382,13.87,25408,38.93,1.01,0.6408,3.07,2.3142,33.33,17.50,29,16.01,9.02,0.0000
241957,14.16,7,1,43,0.70,1369,14.07,26880,39.01,1.01,0.6525,3.07,2.3087,33.33,17.50,29,15.85,9.02,0.0000
242060,14.32,7,1,43,0.70,1377,14.12,27136,39.25,1.01,0.6430,3.07,2.3087,33.33,17.50,29,16.02,9.02,0.0000
242165,14.40,7,1,43,0.70,1376,14.11,26944,39.25,1.01,0.6573,3.07,2.3125,33.33,17.50,29,16.12,9.02,0.0000
242268,14.40,7,1,43,0.70,1370,14.18,26944,38.93,1.01,0.6525,3.07,2.3077,33.33,17.50,29,15.90,9.02,0.0000
242372,14.40,7,1,43,0.70,1382,14.10,27008,38.85,1.01,0.6430,3.07,2.3045,33.33,18.00,29,15.75,9.02,0.0000
242476,14.32,7,1,43,0.69,1377,14.13,26880,38.85,1.01,0.6668,2.82,2.2940,33.33,18.00,29,15.80,9.02,0.0000
242581,14.40,7,1,43,0.69,1387,14.12,27200,38.85,1.01,0.6478,2.82,2.2900,33.33,18.00,29,15.96,9.02,0.0000
242685,14.32,7,1,43,0.69,1388,14.37,28480,39.01,1.01,0.6502,2.82,2.2908,33.33,18.00,29,16.05,9.02,0.0000
242788,14.32,7,1,43,0.69,1389,14.17,27072,39.01,1.01,0.6502,2.82,2.2905,33.33,18.00,29,16.07,9.02,0.0000
242892,14.40,7,1,43,0.69,1401,14.10,26880,38.85,1.01,0.6478,2.82,2.2895,33.33,18.00,29,16.06,9.02,0.0000
242995,14.24,7,1,43,0.69,1399,14.07,27072,38.85,1.01,0.6478,2.82,2.3030,33.33,18.00,29,15.95,9.02,0.0000
243100,14.40,7,1,43,0.69,1348,14.09,27072,38.77,1.01,0.6455,2.82,2.2793,33.33,18.50,29,16.01,9.02,0.0000
243203,14.40,7,1,43,0.69,1407,14.13,26880,38.54,1.01,0.6430,2.82,2.2725,33.33,18.50,29,15.90,9.02,0.0000
243308,14.24,7,1,43,0.68,1348,14.11,27072,38.22,1.01,0.6455,2.82,2.2588,33.33,18.50,29,15.84,9.02,0.0000
243411,14.32,7,1,43,0.68,1472,14.12,26944,38.14,1.01,0.6430,2.82,2.2477,33.33,18.50,29,15.75,9.02,0.0000
243516,14.40,7,1,43,0.68,1408,14.16,27008,37.87,1.01,0.6455,2.82,2.2382,33.33,19.00,29,15.56,9.02,0.0000
243620,14.32,7,1,43,0.67,1471,14.12,26944,37.90,1.01,0.6478,2.82,2.2268,33.33,19.00,29,15.78,9.02,0.0000
243726,14.40,7,1,43,0.67,1408,14.12,27008,37.98,1.01,0.6645,2.82,2.2393,33.33,19.00,29,15.72,9.02,0.0000
243829,14.40,7,1,43,0.67,1412,14.10,26816,37.98,1.01,0.6430,2.82,2.2197,33.33,19.00,29,15.75,9.02,0.0000
243934,14.24,7,1,43,0.67,1416,13.95,25408,38.06,1.01,0.6525,2.82,2.2168,33.33,19.00,29,15.77,9.02,0.0000
244037,14.40,7,1,43,0.67,1424,13.85,27072,37.98,1.01,0.6430,2.82,2.2115,33.33,19.50,29,15.62,9.02,0.0000
244142,14.40,7,1,43,0.67,1422,14.18,26880,37.98,1.01,0.6430,2.82,2.2067,33.33,19.50,29,15.81,9.02,0.0000
244246,14.24,7,1,43,0.67,1428,14.11,27008,37.82,1.01,0.6455,2.82,2.2037,33.33,19.50,29,15.83,9.02,0.0000
244351,14.40,7,1,43,0.66,1427,14.11,26880,37.90,1.01,0.6715,2.82,2.1985,33.33,19.50,29,15.74,9.02,0.0000
244454,14.32,7,1,43,0.66,1435,14.12,27072,37.66,1.01,0.6455,2.82,2.1940,33.33,19.50,29,15.73,9.41,0.0000
244558,14.40,7,1,43,0.66,1431,14.11,26944,37.98,1.01,0.6360,2.82,2.1935,33.33,19.50,29,15.97,9.41,0.0000
244662,14.32,7,1,43,0.66,1443,14.13,27008,37.90,1.01,0.6502,2.82,2.1980,33.33,19.50,29,15.81,9.02,0.0000
244766,14.40,7,1,43,0.66,1440,14.34,28672,37.85,1.01,0.6525,2.82,2.1913,33.33,20.00,29,16.01,9.02,0.0000
244869,14.32,7,1,43,0.66,1442,14.37,26944,37.42,1.01,0.6408,2.82,2.1818,33.33,20.00,29,15.65,9.02,0.0000
244974,14.40,7,1,43,0.66,1438,14.11,27008,37.34,1.01,0.6455,2.82,2.1735,33.33,20.00,29,15.87,9.41,0.0000
245077,14.32,7,1,43,0.66,1441,14.07,26944,37.42,1.01,0.6550,2.82,2.1683,33.33,20.00,29,15.80,9.02,0.0000
245182,14.40,7,1,43,0.66,1440,14.18,26880,37.58,1.01,0.6478,2.82,2.1690,33.33,20.00,29,15.83,9.02,0.0000
245286,14.32,7,1,43,0.66,1444,14.07,27008,37.58,1.01,0.6360,2.82,2.1707,33.33,20.00,29,15.64,9.02,0.0000
245390,14.40,7,1,43,0.66,1440,14.18,26880,37.58,1.01,0.6430,2.82,2.1717,33.33,20.00,29,15.87,9.02,0.0000
245494,14.32,7,1,43,0.66,1445,14.10,27008,37.50,1.01,0.6693,2.82,2.1723,33.33,20.00,29,15.80,9.02,0.0000
245597,14.40,7,1,43,0.66,1438,14.13,26880,37.40,1.01,0.6455,2.82,2.1710,33.33,20.00,29,15.86,9.02,0.0000
