Time (msec),AVCS Normal Output Duty Bank 0 (D2WD610H diagnostic)* (%),AVCS Normal Output Duty Bank 1 (D2WD610H diagnostic)* (%),Accelerator Pedal Angle (%),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Intake OCV Current Left (mA),Intake OCV Current Right (mA),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
761449,47.75,38.99,71.37,67,2678,12.59,0.00,0.00,8.45,1.0000,16.50,0,576,672,19,0,0,105.645,84.71,48
761553,47.73,38.95,88.63,67,2760,12.58,0.00,0.00,8.45,1.0000,16.50,0,576,672,19,0,0,105.010,100.00,48
761657,47.71,38.92,91.37,67,2719,12.34,0.00,0.00,8.45,1.0000,16.50,0,576,672,18,0,0,105.328,100.00,49
761761,47.69,38.90,95.69,67,2783,11.57,0.00,0.00,8.70,1.0000,16.50,0,576,672,18,0,0,106.281,100.00,49
761865,47.67,38.87,95.69,67,2774,11.56,0.00,0.00,8.70,1.0000,16.50,0,576,672,18,0,0,106.281,100.00,50
761969,47.65,38.84,95.69,67,2835,12.10,0.00,0.00,8.96,1.0000,16.00,0,576,672,18,0,0,107.234,100.00,50
762074,47.64,38.83,95.69,67,2831,12.10,0.00,0.00,9.22,1.0000,16.00,0,576,672,18,0,0,107.234,100.00,50
762179,47.62,38.80,96.08,67,2892,12.11,0.00,0.00,9.22,1.0000,16.00,0,576,672,18,0,0,108.187,100.00,51
762283,47.60,39.28,95.69,67,2897,12.10,0.00,0.00,9.47,1.0000,16.00,0,576,672,17,0,0,108.822,100.00,51
762387,47.59,38.79,95.69,67,2915,11.62,0.00,0.00,9.73,1.0000,16.00,0,576,672,17,0,0,109.775,100.00,52
762492,47.58,38.76,95.69,67,2968,12.10,0.00,0.00,9.98,1.0000,16.00,0,576,672,17,0,0,110.410,100.00,52
762597,47.58,39.41,95.69,67,2941,11.56,0.00,0.00,10.24,1.0000,15.50,0,576,672,18,0,0,111.681,100.00,53
762700,47.57,38.76,95.69,67,3032,11.57,0.00,0.00,10.24,1.0000,15.50,0,576,672,17,0,0,111.681,100.00,53
762805,47.57,38.74,95.69,67,3045,11.57,0.00,0.00,10.50,1.0000,15.50,0,576,672,18,0,0,111.363,100.00,54
762910,47.57,39.30,95.69,67,3050,11.56,0.00,0.00,10.75,1.0000,15.50,0,576,672,17,0,0,112.634,100.00,54
763013,47.56,38.80,95.69,67,3023,11.56,0.00,0.00,11.01,1.0000,15.00,0,576,672,17,0,0,114.223,100.00,54
763117,47.56,38.77,95.29,67,3111,11.56,0.00,0.00,11.01,1.0000,15.00,0,576,672,18,0,0,114.858,100.00,54
763221,47.55,39.28,95.29,67,3037,11.57,0.00,0.00,11.26,1.0000,15.00,0,576,672,18,0,0,115.176,100.00,55
763326,47.55,38.79,95.29,67,3110,11.55,0.00,0.00,11.26,1.0000,15.00,0,576,672,17,0,0,115.176,100.00,55
763431,47.54,38.77,95.29,67,3140,11.33,0.00,0.00,11.52,1.0000,15.00,0,576,672,18,0,0,117.082,100.00,55
763535,47.54,38.77,95.29,67,3095,11.56,0.00,0.00,11.52,1.0000,14.50,0,576,672,17,0,0,118.035,100.00,55
763640,47.53,39.24,95.29,67,3132,11.56,0.00,0.00,11.52,1.0000,14.50,0,576,672,17,0,0,119.305,100.00,56
763743,47.53,39.27,95.29,67,3184,11.83,0.00,0.00,11.78,1.0000,15.00,0,576,672,17,0,0,118.670,100.00,56
763848,47.55,40.07,94.90,67,3178,11.57,0.00,0.00,12.03,1.0000,14.50,0,576,672,17,0,1,120.576,100.00,56
763951,47.61,40.19,94.12,67,3118,11.70,0.00,0.00,11.52,1.0000,14.50,0,576,640,17,0,0,117.717,100.00,56
764056,47.67,40.38,94.12,67,3047,13.14,0.00,0.00,11.26,1.0000,14.50,0,576,640,17,0,0,113.905,100.00,56
764161,47.72,40.29,94.12,67,3220,15.41,0.00,0.00,11.01,1.0000,15.00,0,576,672,17,0,0,112.634,100.00,56
764264,47.75,40.26,94.12,68,3069,15.56,0.00,0.00,10.24,1.0000,15.00,0,576,672,17,0,0,110.728,100.00,56
764369,47.79,40.37,94.12,68,3199,16.12,0.00,0.00,9.73,1.0000,15.50,0,576,640,17,0,0,109.140,100.00,56
764472,47.81,40.17,94.12,68,3110,16.57,0.00,0.00,9.47,1.0000,16.00,0,576,672,17,0,0,108.822,100.00,56
764576,47.84,40.00,94.12,68,3152,16.60,0.00,0.00,9.22,1.0000,16.50,0,576,672,17,0,0,108.187,100.00,56
764680,47.86,40.03,95.29,68,3140,16.56,0.00,0.00,9.22,1.0000,16.50,0,576,672,17,0,0,108.187,100.00,56
764784,47.88,39.49,100.00,68,3150,15.60,0.00,0.00,9.22,1.0000,16.50,0,576,640,17,0,0,108.187,100.00,56
764888,47.90,40.13,100.00,68,3162,13.57,0.00,0.00,9.22,1.0000,16.50,0,576,672,17,0,0,108.187,100.00,56
764992,47.92,40.15,100.00,68,3148,13.12,0.00,0.00,9.22,1.0000,16.50,0,576,672,18,0,0,108.822,100.00,56
765097,47.93,40.36,100.00,68,3145,13.59,0.00,0.00,9.47,1.0000,16.50,0,576,640,17,0,0,108.822,100.00,56
765201,47.95,39.62,100.00,68,3179,13.11,0.00,0.00,9.47,1.0000,16.50,0,576,672,17,0,0,109.457,100.00,56
765304,47.96,40.16,100.00,68,3108,13.12,0.00,0.00,9.47,1.0000,16.50,0,576,672,18,0,0,109.457,100.00,56
765409,47.97,40.24,100.00,68,3152,13.07,0.00,0.00,9.47,1.0000,16.50,0,576,672,17,0,0,108.822,100.00,56
765512,47.98,40.32,100.00,68,3156,13.35,0.00,0.00,9.47,1.0000,16.50,0,576,672,17,0,0,108.822,100.00,56
765617,47.99,39.70,100.00,68,3155,13.09,0.00,0.00,9.47,1.0000,16.50,0,576,672,18,0,0,109.457,100.00,56
765721,48.00,40.48,58.82,68,3203,14.12,0.00,0.00,8.96,1.0000,16.00,0,576,672,18,0,0,108.187,65.10,56
765824,48.01,41.01,3.53,68,3114,13.56,0.00,0.00,4.35,1.0000,17.50,0,576,672,17,0,0,71.971,14.51,56
765929,44.00,31.11,0.00,68,3152,14.65,0.00,0.00,0.77,1.0000,22.00,1,448,672,17,0,0,45.922,9.41,56
766032,43.85,32.65,0.00,68,2978,16.01,0.00,0.00,0.77,1.0000,33.50,1,448,608,14,0,0,34.803,9.02,56
766137,43.81,34.54,0.00,68,2770,16.13,0.00,0.00,0.77,1.0000,29.50,63,480,608,7,0,0,26.861,8.63,56
766241,43.77,36.34,0.00,68,2652,15.13,0.00,0.00,0.77,1.0000,30.50,63,512,608,4,0,0,24.955,9.41,56
766345,43.74,38.37,0.00,68,2552,14.37,0.00,0.00,0.77,1.0000,30.50,63,544,608,2,0,0,23.049,8.24,57
766450,43.71,42.49,0.00,68,2491,13.11,0.00,0.00,1.79,1.0000,28.00,63,576,608,1,0,0,21.143,7.84,57
766554,46.15,38.96,2.75,68,2418,12.11,0.00,0.00,1.79,1.0000,27.50,42,576,640,1,0,0,23.049,9.41,57
766658,46.14,38.33,7.45,68,2316,12.08,0.00,0.00,2.56,1.0000,29.00,0,576,640,4,0,0,37.027,16.08,57
766763,47.74,43.49,15.69,68,2462,12.57,0.00,0.00,4.10,1.0000,17.00,0,640,640,4,0,0,66.571,23.92,57
766867,47.74,43.54,16.08,68,2523,12.56,0.00,0.00,5.38,1.0000,27.50,0,640,672,10,0,0,77.372,24.71,57
766972,47.71,40.29,16.08,68,2438,13.13,0.00,0.00,5.89,1.0000,23.50,0,640,672,19,0,0,79.596,24.71,57
767076,47.68,35.15,16.08,68,2484,15.57,0.00,0.00,5.89,1.0000,21.50,0,512,672,26,0,0,78.960,24.31,57
767179,47.63,35.48,21.18,68,2450,14.60,0.00,0.00,6.40,1.0000,20.00,0,512,672,26,0,0,85.632,29.41,58
767284,47.60,36.66,22.35,68,2497,15.58,0.00,0.00,6.91,1.0000,19.00,0,512,672,24,0,0,91.032,32.55,58
767387,47.57,37.55,25.88,68,2498,15.60,0.00,0.00,6.91,1.0000,18.00,0,544,672,22,0,0,92.303,34.90,58
767491,47.54,38.48,29.02,68,2481,14.58,0.00,0.00,7.17,1.0000,17.50,0,576,672,21,0,0,95.797,38.43,58
767596,47.51,39.42,30.98,68,2528,13.89,0.00,0.00,7.42,1.0000,17.50,0,576,672,20,0,0,95.797,40.78,58
767699,47.50,39.42,33.33,68,2510,13.11,0.00,0.00,7.42,1.0000,17.50,0,576,672,20,0,0,97.386,42.75,59
767804,47.48,38.39,40.39,68,2529,13.12,0.00,0.00,7.68,1.0000,17.00,0,576,672,20,0,0,100.245,51.37,59
767910,47.47,38.53,45.10,68,2554,13.10,0.00,0.00,7.68,1.0000,17.00,0,576,672,20,0,0,101.833,56.47,59
768013,47.45,38.56,54.90,68,2558,12.60,0.00,0.00,7.94,1.0000,17.00,0,576,672,19,0,0,102.468,65.49,60
768117,47.45,38.43,54.90,68,2572,12.57,0.00,0.00,7.94,1.0000,17.00,0,576,672,19,0,0,103.104,66.67,59
768221,47.44,38.55,60.00,68,2549,12.69,0.00,0.00,8.19,1.0000,16.50,0,576,672,19,0,0,104.057,70.98,60
768324,47.43,38.55,70.98,68,2580,12.56,0.00,0.00,8.19,1.0000,16.50,0,576,672,19,0,0,104.057,82.75,60
768429,47.43,39.24,73.73,68,2569,12.60,0.00,0.00,8.19,1.0000,16.50,0,576,672,19,0,0,105.645,85.49,60
768534,47.42,38.35,73.73,68,2626,12.10,0.00,0.00,8.45,1.0000,16.50,0,544,672,19,0,0,105.010,85.49,60
768638,47.42,39.17,73.73,68,2600,12.11,0.00,0.00,8.45,1.0000,16.00,0,576,672,18,0,0,106.281,85.49,61
768742,47.42,39.18,73.73,68,2628,12.09,0.00,0.00,8.70,1.0000,16.00,0,576,672,18,0,0,105.645,85.49,61
768847,47.41,38.28,73.73,68,2626,12.12,0.00,0.00,8.70,1.0000,16.00,0,576,672,18,0,0,105.963,85.49,61
768951,47.41,39.13,74.51,68,2657,12.09,0.00,0.00,8.70,1.0000,16.00,0,576,672,19,0,0,106.598,86.27,61
769056,47.41,39.15,75.29,68,2652,12.11,0.00,0.00,8.70,1.0000,16.00,0,576,672,18,0,0,107.234,87.45,62
769161,47.42,38.37,75.29,68,2647,12.12,0.00,0.00,8.70,1.0000,16.00,0,576,672,19,0,0,108.187,87.45,62
769264,47.42,39.10,75.69,68,2687,12.12,0.00,0.00,8.96,1.0000,16.00,0,576,672,19,0,0,107.551,87.84,62
769369,47.41,39.11,75.69,68,2661,12.10,0.00,0.00,8.96,1.0000,16.00,0,576,672,18,0,0,107.551,87.84,62
769472,47.42,39.11,75.69,68,2666,12.11,0.00,0.00,8.96,1.0000,16.00,0,576,672,18,0,0,107.551,87.84,62
769576,47.41,39.10,75.69,68,2679,11.70,0.00,0.00,8.96,1.0000,16.00,0,576,672,18,0,0,107.551,87.84,62
769680,47.41,39.08,79.22,68,2677,12.03,0.00,0.00,9.22,1.0000,16.00,0,576,672,18,0,0,107.551,91.37,63
769785,47.42,39.09,81.18,68,2713,11.85,0.00,0.00,9.22,1.0000,15.50,0,576,672,18,0,0,108.187,95.29,63
769888,47.42,39.09,86.67,68,2677,11.56,0.00,0.00,9.22,1.0000,15.50,0,576,672,18,0,0,108.187,98.82,63
769992,47.42,38.33,86.27,68,2684,11.55,0.00,0.00,9.22,1.0000,15.50,0,576,672,18,0,0,108.504,98.82,63
770096,47.43,39.07,94.12,68,2710,11.81,0.00,0.00,9.47,1.0000,15.50,0,576,672,19,0,0,109.140,100.00,63
770200,47.43,39.08,100.00,68,2695,11.55,0.00,0.00,9.47,1.0000,15.50,0,576,672,18,0,0,109.140,100.00,63
770303,47.43,39.09,100.00,68,2688,11.57,0.00,0.00,9.47,1.0000,15.50,0,576,672,18,0,0,109.457,100.00,62
770408,47.43,39.09,100.00,68,2703,11.57,0.00,0.00,9.47,1.0000,15.50,0,576,672,18,0,0,109.775,100.00,63
770511,47.43,39.09,100.00,68,2692,11.57,0.00,0.00,9.47,1.0000,15.50,0,576,672,18,0,0,110.093,100.00,63
770616,47.43,39.08,100.00,68,2674,11.57,0.00,0.00,9.47,1.0000,15.50,0,576,672,18,0,0,110.093,100.00,63
770719,47.43,39.08,100.00,68,2702,11.57,0.00,0.00,9.73,1.0000,15.50,0,576,672,19,0,0,110.410,100.00,63
770823,47.43,39.08,100.00,68,2708,11.56,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,110.410,100.00,63
770928,47.43,38.34,100.00,68,2699,11.57,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,110.410,100.00,63
771032,47.43,38.40,100.00,68,2693,11.55,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,111.046,100.00,63
771135,47.44,39.07,100.00,68,2724,11.57,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,111.046,100.00,63
771240,47.44,39.08,100.00,68,2696,11.57,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,111.999,100.00,63
771345,47.44,39.08,100.00,68,2679,11.59,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,111.999,100.00,63
771448,47.44,39.08,100.00,68,2732,11.56,0.00,0.00,9.73,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
771552,47.45,39.08,100.00,68,2666,11.58,0.00,0.00,9.73,1.0000,15.50,0,576,672,18,0,0,111.681,100.00,63
771656,47.45,39.08,100.00,68,2703,11.56,0.00,0.00,9.73,1.0000,15.00,0,576,672,18,0,0,111.999,100.00,63
771761,47.45,39.08,100.00,68,2713,11.56,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.681,100.00,63
771866,47.45,39.08,100.00,68,2692,11.33,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.046,100.00,63
771970,47.46,39.08,90.20,68,2698,11.45,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
772074,47.46,39.08,90.20,68,2712,11.57,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.046,100.00,63
772179,47.46,38.37,90.20,68,2682,11.61,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
772282,47.46,39.06,90.59,68,2722,11.56,0.00,0.00,9.98,1.0000,15.00,0,576,672,19,0,0,111.046,100.00,63
772387,47.46,39.07,90.59,68,2661,11.56,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
772490,47.46,39.08,90.59,68,2721,11.10,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
772595,47.46,39.07,90.59,68,2653,11.57,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.046,100.00,63
772700,47.46,39.08,90.59,68,2728,11.57,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,100.00,63
772803,47.46,39.08,79.61,68,2658,11.56,0.00,0.00,9.98,1.0000,15.00,0,576,672,18,0,0,111.363,88.24,63
772907,47.46,39.08,25.10,68,2697,11.57,0.00,0.00,7.94,1.0000,15.00,0,576,672,18,0,0,102.468,32.94,62
773011,47.46,39.05,2.75,68,2617,11.57,0.00,0.00,0.77,1.0000,16.50,0,576,672,18,0,0,62.759,10.98,62
773116,47.45,42.42,2.35,68,2646,11.56,0.00,0.00,0.77,1.0000,21.00,1,608,672,18,0,0,40.839,9.80,61
773219,47.44,40.46,1.57,68,2660,13.02,0.00,0.00,0.77,1.0000,29.50,1,640,672,20,0,0,32.580,9.41,61
773324,47.43,38.17,0.78,68,2525,13.97,0.00,0.00,0.77,1.0000,35.00,3,576,672,26,0,0,26.544,8.63,61
773428,47.42,24.82,0.39,68,2678,14.11,0.00,0.00,0.77,1.0000,37.00,3,544,672,26,0,0,23.049,8.24,61
773533,43.35,30.50,0.00,68,2550,13.13,0.00,0.00,0.77,1.0000,36.00,7,448,640,25,0,0,21.143,8.24,61
773637,43.27,30.92,0.00,68,2607,13.12,0.00,0.00,0.77,1.0000,33.00,15,448,608,17,0,0,19.872,7.84,60
773742,43.26,33.59,0.00,68,2538,13.12,0.00,0.00,0.77,1.0000,30.50,15,480,608,9,0,0,18.919,7.84,60
773847,43.27,36.28,0.00,68,2558,13.12,0.00,0.00,0.77,1.0000,28.50,31,512,608,3,0,0,18.284,7.84,59
773951,43.28,39.12,0.00,68,2522,12.98,0.00,0.00,0.77,1.0000,27.00,63,544,608,1,0,0,17.966,7.84,59
774055,43.29,38.55,0.00,68,2527,12.86,0.00,0.00,0.77,1.0000,25.50,63,576,608,0,0,0,17.331,7.45,59
774159,43.31,38.44,0.00,68,2495,13.11,0.00,0.00,0.77,1.0000,24.00,63,576,608,1,0,0,16.696,7.45,58
774263,43.32,38.53,0.00,68,2482,13.58,0.00,0.00,0.77,1.0000,22.50,63,576,608,0,0,0,16.378,7.45,58
774367,43.33,39.22,0.00,68,2470,14.11,0.00,0.00,0.77,1.0000,21.50,63,576,608,1,0,0,16.378,7.45,58
774472,43.34,38.30,0.00,68,2449,14.59,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,16.060,7.45,57
774575,43.36,39.21,0.00,68,2426,15.59,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,16.696,7.45,57
774680,43.37,38.39,0.00,68,2415,16.62,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,16.060,7.45,57
774783,43.38,38.41,0.00,68,2413,16.10,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,16.060,7.45,56
774888,43.38,38.32,0.00,68,2384,17.15,0.00,0.00,0.77,1.0000,20.00,63,544,608,1,0,0,16.060,7.45,56
774992,43.39,38.26,0.00,68,2186,0.00,0.00,0.00,0.77,1.0000,15.00,63,576,608,1,0,0,17.331,7.45,55
775096,43.39,38.28,0.00,68,1976,0.00,0.00,0.00,0.77,1.0000,15.00,63,576,608,1,0,0,19.555,7.45,55
775200,44.51,39.77,2.75,68,1798,0.00,0.00,0.00,1.79,1.0000,20.50,42,576,608,1,0,0,25.591,10.59,55
775303,44.34,39.19,11.37,68,1783,0.00,0.00,0.00,3.33,1.0000,21.50,0,576,608,1,0,0,50.052,18.04,55
775408,43.50,36.37,0.00,68,1830,0.00,0.00,0.00,3.07,1.0000,22.50,0,544,640,1,0,0,41.792,7.45,54
775512,43.41,37.10,0.00,68,1925,0.00,0.00,0.00,0.77,1.0000,23.50,0,544,608,2,0,0,30.673,6.67,54
775616,43.40,38.32,0.00,68,2004,0.00,0.00,0.00,2.05,1.0000,22.00,1,544,608,1,0,0,23.685,6.27,54
775720,47.50,39.35,1.18,68,1992,0.00,0.00,0.00,2.05,1.0000,22.00,0,640,672,1,0,0,22.096,7.84,54
775825,45.72,33.50,1.57,68,2081,0.00,0.00,0.00,1.79,1.0000,10.00,0,512,640,9,0,0,21.461,8.24,53
775929,45.80,34.75,1.57,68,2230,16.61,0.00,0.00,1.79,1.0000,11.50,0,480,640,8,0,0,20.825,8.24,53
776034,45.89,37.44,1.57,68,2394,15.56,0.00,0.00,1.79,1.0000,13.00,0,544,640,5,0,0,19.872,8.63,52
776137,46.05,39.12,1.57,68,2592,14.90,0.00,0.00,1.79,1.0000,14.50,0,576,640,3,0,0,19.555,9.41,52
776242,46.18,39.18,1.96,68,2773,14.11,0.00,0.00,1.79,1.0000,15.50,0,576,640,3,0,0,19.555,10.20,51
776346,46.21,39.19,1.96,68,2880,14.10,0.00,0.00,1.79,1.0000,31.00,0,576,640,3,0,0,19.872,10.20,50
776451,46.17,39.19,1.96,68,2800,14.09,0.00,0.00,1.79,1.0000,32.50,0,576,640,3,0,0,21.461,10.20,50
776554,46.13,39.16,3.14,68,2737,14.11,0.00,0.00,1.79,1.0000,34.50,0,576,640,4,0,0,22.414,11.37,50
776658,47.40,42.99,23.14,68,2794,14.57,0.00,0.00,3.07,1.0000,37.50,0,608,640,3,0,0,41.157,19.61,49
776762,47.46,43.10,48.63,68,2840,14.58,0.00,0.00,4.61,1.0000,36.00,0,640,672,6,0,0,72.607,29.41,49
776865,47.48,43.12,58.82,68,2823,15.82,0.00,0.00,6.40,1.0000,25.50,0,640,672,13,0,0,92.620,52.16,49
776970,47.49,36.40,70.20,68,2785,18.09,0.00,0.00,6.91,1.0000,20.00,0,576,672,20,0,0,94.844,82.35,49
777074,47.49,35.63,76.47,68,2789,0.00,0.00,0.00,7.42,1.0000,18.50,0,512,672,23,0,0,96.115,90.59,50
777177,47.50,37.55,94.51,68,2788,15.49,0.00,0.00,7.42,1.0000,18.00,0,544,672,21,0,0,98.339,100.00,50
777282,47.50,39.12,100.00,68,2824,14.59,0.00,0.00,7.68,1.0000,18.00,0,576,672,20,0,0,98.656,100.00,50
777387,47.50,39.18,100.00,68,2817,14.10,0.00,0.00,7.68,1.0000,18.00,0,576,672,20,0,0,99.609,100.00,50
777491,47.50,39.18,100.00,68,2845,13.58,0.00,0.00,7.68,1.0000,17.50,0,576,672,19,0,0,101.515,100.00,51
777595,47.50,39.17,100.00,68,2842,13.58,0.00,0.00,7.94,1.0000,17.50,0,576,672,19,0,0,102.151,100.00,51
777698,47.50,39.20,100.00,68,2881,13.59,0.00,0.00,8.19,1.0000,17.00,0,576,672,19,0,0,104.375,100.00,51
777802,47.51,38.29,100.00,68,2883,13.11,0.00,0.00,8.19,1.0000,17.00,0,576,672,19,0,0,104.375,100.00,51
777906,47.51,39.11,100.00,68,2915,13.12,0.00,0.00,8.45,1.0000,17.00,0,544,672,19,0,0,106.281,100.00,51
778011,47.52,39.15,100.00,68,2916,13.12,0.00,0.00,8.70,1.0000,16.50,0,576,672,18,0,0,105.645,100.00,52
778116,47.52,39.16,100.00,68,2906,13.12,0.00,0.00,8.96,1.0000,16.50,0,576,672,18,0,0,107.234,100.00,51
778220,47.52,39.14,100.00,68,2928,12.30,0.00,0.00,9.22,1.0000,16.50,0,576,672,19,0,0,108.504,100.00,52
778324,47.52,39.15,100.00,68,2940,12.33,0.00,0.00,9.47,1.0000,16.00,0,576,672,18,0,0,107.869,100.00,52
778428,47.52,39.15,100.00,68,2939,12.58,0.00,0.00,9.73,1.0000,16.00,0,576,672,18,0,0,109.775,100.00,52
778533,47.53,39.16,100.00,68,2941,12.57,0.00,0.00,9.98,1.0000,16.00,0,576,672,19,0,0,111.046,100.00,52
778638,47.54,39.18,100.00,68,2990,12.34,0.00,0.00,9.98,1.0000,15.50,0,576,672,18,0,0,110.093,100.00,53
778741,47.54,39.18,89.02,68,2984,12.36,0.00,0.00,10.24,1.0000,15.50,0,576,672,19,0,0,111.046,94.12,53
778845,47.55,39.15,8.24,68,3001,11.64,0.00,0.00,6.14,1.0000,15.50,0,576,672,19,0,0,88.808,20.78,53
778950,47.56,40.16,3.14,68,2900,11.57,0.00,0.00,0.77,1.0000,18.50,0,576,672,18,0,0,52.911,11.76,53
779055,47.56,42.98,2.35,68,2849,12.09,0.00,0.00,0.77,1.0000,24.50,1,608,672,19,0,0,37.345,10.98,53
779158,47.55,39.50,1.96,68,3006,13.58,0.00,0.00,0.77,1.0000,34.50,3,608,672,23,0,0,30.038,10.59,52
779262,47.55,38.25,1.18,68,2856,14.09,0.00,0.00,0.77,1.0000,37.50,3,576,672,26,0,0,26.861,9.80,52
779367,47.54,39.32,0.78,68,2906,14.13,0.00,0.00,0.77,1.0000,39.00,7,576,672,25,0,0,23.367,9.02,51
779472,47.53,30.81,0.00,68,2898,14.11,0.00,0.00,0.77,1.0000,37.50,15,448,672,26,0,0,21.461,9.02,52
779576,43.42,30.62,0.00,68,2839,13.14,0.00,0.00,0.77,1.0000,34.00,31,448,608,22,0,0,19.237,8.63,51
779679,43.38,30.68,0.00,68,2844,13.58,0.00,0.00,0.77,1.0000,31.50,63,448,608,14,0,0,18.284,8.24,51
779784,43.38,34.27,0.00,68,2796,13.61,0.00,0.00,0.77,1.0000,29.50,63,480,608,7,0,0,18.602,8.63,50
779887,43.39,36.99,0.00,68,2766,14.11,0.00,0.00,0.77,1.0000,28.00,63,544,608,3,0,0,18.602,8.24,50
779992,43.41,39.33,0.00,68,2727,14.13,0.00,0.00,0.77,1.0000,26.50,63,576,608,1,0,0,17.649,8.24,49
780095,43.42,38.54,0.00,68,2628,15.61,0.00,0.00,0.77,1.0000,25.00,63,576,608,1,0,0,18.919,8.24,48
780199,43.44,38.63,0.00,68,2440,16.14,0.00,0.00,0.77,1.0000,24.00,63,576,608,1,0,0,19.555,8.24,47
780303,43.45,38.41,0.00,68,2231,16.59,0.00,0.00,1.79,1.0000,22.50,63,576,608,1,0,0,20.825,7.84,47
780407,45.59,41.01,45.88,68,2019,18.93,0.00,0.00,6.14,1.0000,22.00,42,608,608,1,0,0,89.444,61.18,46
780512,47.56,43.35,100.00,68,2088,0.00,0.00,0.00,6.40,1.0000,2.50,0,640,640,1,0,0,97.703,100.00,46
780615,43.71,31.05,0.39,68,2338,0.00,0.00,0.00,6.40,1.0000,20.00,0,512,672,7,0,0,83.090,20.00,46
780719,43.55,33.19,0.00,68,2623,0.00,0.00,0.00,0.77,1.0000,22.00,0,448,608,11,0,0,42.110,8.24,46
780822,43.50,34.79,0.00,68,2666,0.00,0.00,0.00,0.77,1.0000,21.50,1,480,608,6,0,0,28.450,8.24,46
780927,43.49,37.54,0.00,68,2658,16.65,0.00,0.00,0.77,1.0000,24.00,3,544,608,2,0,0,22.732,8.24,45
781033,43.50,39.35,0.00,68,2658,15.62,0.00,0.00,0.77,1.0000,23.00,3,576,608,1,0,0,20.508,8.24,45
781137,43.50,38.62,0.00,68,2718,15.59,0.00,0.00,0.77,1.0000,21.00,7,576,608,0,0,0,18.919,8.24,44
781241,43.51,38.56,0.00,68,2762,16.12,0.00,0.00,0.77,1.0000,20.00,31,576,608,1,0,0,17.966,8.24,43
781345,43.52,39.41,0.00,68,2814,15.60,0.00,0.00,0.77,1.0000,20.00,31,576,608,0,0,0,17.013,8.24,43
781450,43.53,39.41,0.00,68,2857,15.39,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.649,9.02,41
781553,43.54,38.66,0.00,68,2910,16.15,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,17.331,9.02,40
781658,43.54,38.71,0.00,68,2946,18.12,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,17.013,8.63,39
781761,43.55,39.36,0.00,68,2832,18.15,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.013,8.63,38
781866,43.56,38.67,0.00,68,2745,18.13,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.331,8.24,37
781969,43.56,38.57,0.00,68,2714,18.15,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,17.649,8.24,36
782074,43.57,38.68,0.00,68,2646,18.38,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.331,8.24,35
782177,43.57,38.68,0.00,68,2577,18.15,0.00,0.00,0.77,1.0000,20.00,63,576,608,0,0,0,17.013,7.84,34
782281,43.57,39.32,0.00,68,2546,18.14,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.013,7.84,34
782385,43.58,39.31,0.00,68,2452,18.13,0.00,0.00,0.77,1.0000,20.00,63,576,608,1,0,0,17.013,7.45,33
