Time (msec),AVLS Bank 0 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),AVLS Bank 1 Software Mode (D2WD610H diagnostic)* (AVLS mode (1 low; 3 high)),Accelerator Pedal Angle (%),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Oil Switching Solenoid Valve (OSV) Current (Left) (mA),Oil Switching Solenoid Valve (OSV) Current (Right) (mA),Oil Switching Solenoid Valve (OSV) Duty (Left) (%),Oil Switching Solenoid Valve (OSV) Duty (Right) (%),Oil Temperature (C),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Selected Barometric Estimate (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
55534,1,1,0.00,1,52,957,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
55638,1,1,0.00,1,52,958,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
55743,1,1,0.00,1,52,952,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
55847,1,1,0.00,1,52,952,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
55950,1,1,0.00,1,52,952,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
56054,1,1,0.00,1,52,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56159,1,1,0.00,1,52,955,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56262,1,1,0.00,1,52,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56366,1,1,0.00,1,52,956,15.84,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
56470,1,1,0.00,1,52,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56576,1,1,0.00,1,52,959,16.10,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
56678,1,1,0.00,1,52,954,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.246,95.162,5.10,0
56782,1,1,0.00,1,52,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56885,1,1,0.00,1,52,957,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
56990,1,1,0.00,1,52,955,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
57094,1,1,0.00,1,52,952,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.297,95.162,5.10,0
57197,1,1,0.00,1,52,960,15.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
57302,1,1,0.00,1,52,956,15.35,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
57406,1,1,0.00,1,52,959,15.36,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
57509,1,1,0.00,1,52,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
57613,1,1,0.00,1,52,961,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
57718,1,1,0.00,1,52,956,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
57821,1,1,0.00,1,52,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
57925,1,1,0.00,1,52,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
58029,1,1,0.00,1,52,968,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
58133,1,1,0.00,1,52,967,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
58238,1,1,0.00,1,52,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
58341,1,1,0.00,1,52,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
58445,1,1,0.00,1,52,973,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
58548,1,1,0.00,1,52,968,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
58652,1,1,0.00,1,52,969,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.611,95.162,5.10,0
58757,1,1,0.00,1,52,969,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
58861,1,1,0.00,1,52,967,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
58964,1,1,0.00,1,52,958,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
59068,1,1,0.00,1,52,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
59173,1,1,0.00,1,52,959,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
59277,1,1,0.00,1,52,962,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
59380,1,1,0.00,1,52,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
59484,1,1,0.00,1,52,962,15.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
59588,1,1,0.00,1,52,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
59692,1,1,0.00,1,52,964,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
59796,1,1,0.00,1,52,953,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
59900,1,1,0.00,1,52,954,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60003,1,1,0.00,1,52,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60108,1,1,0.00,1,52,958,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60212,1,1,0.00,1,52,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
60316,1,1,0.00,1,52,955,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
60421,1,1,0.00,1,52,953,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60526,1,1,0.00,1,52,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60630,1,1,0.00,1,52,959,15.83,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,33.246,95.162,5.10,0
60734,1,1,0.00,1,52,960,15.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
60839,1,1,0.00,1,52,957,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
60944,1,1,0.00,1,52,961,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61047,1,1,0.00,1,52,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61150,1,1,0.00,1,52,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61255,1,1,0.00,1,52,958,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61359,1,1,0.00,1,52,961,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61462,1,1,0.00,1,52,958,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61567,1,1,0.00,1,52,965,15.32,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.928,95.162,5.10,0
61671,1,1,0.00,1,52,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
61774,1,1,0.00,1,52,962,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
61879,1,1,0.00,1,52,959,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
61983,1,1,0.00,1,52,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
62088,1,1,0.00,1,52,950,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
62193,1,1,0.00,1,52,955,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
62298,1,1,0.00,1,52,950,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.897,95.162,5.10,0
62403,1,1,0.00,1,52,955,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
62506,1,1,0.00,1,52,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
62611,1,1,0.00,1,52,957,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
62716,1,1,0.00,1,52,953,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
62820,1,1,0.00,1,52,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
62923,1,1,0.00,1,52,959,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
63027,1,1,0.00,1,52,962,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
63131,1,1,0.00,1,52,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
63235,1,1,0.00,1,52,962,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
63339,1,1,0.00,1,52,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
63442,1,1,0.00,1,52,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
63546,1,1,0.00,1,52,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
63651,1,1,0.00,1,52,955,15.35,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
63754,1,1,0.00,1,52,957,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
63858,1,1,0.00,1,52,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
63963,1,1,0.00,1,52,956,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
64067,1,1,0.00,1,52,963,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
64170,1,1,0.00,1,52,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
64274,1,1,0.00,1,53,956,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
64379,1,1,0.00,1,53,957,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.231,95.162,5.10,0
64484,1,1,0.00,1,53,953,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
64587,1,1,0.00,1,53,950,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
64691,1,1,0.00,1,53,956,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.631,95.162,5.10,0
64795,1,1,0.00,1,53,955,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
64898,1,1,0.00,1,53,961,15.84,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
65003,1,1,0.00,1,53,960,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65107,1,1,0.00,1,53,960,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65210,1,1,0.00,1,53,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65315,1,1,0.00,1,53,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
65419,1,1,0.00,1,53,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65523,1,1,0.00,1,53,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65628,1,1,0.00,1,53,962,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65731,1,1,0.00,1,53,959,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65835,1,1,0.00,1,53,953,15.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
65939,1,1,0.00,1,53,960,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66043,1,1,0.00,1,53,959,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
66147,1,1,0.00,1,53,962,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66252,1,1,0.00,1,53,963,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66356,1,1,0.00,1,53,962,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66459,1,1,0.00,1,53,952,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66564,1,1,0.00,1,53,960,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
66669,1,1,0.00,1,53,957,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66773,1,1,0.00,1,53,960,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66877,1,1,0.00,1,53,959,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
66981,1,1,0.00,1,53,958,15.81,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
67084,1,1,0.00,1,53,952,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
67188,1,1,0.00,1,53,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
67292,1,1,0.00,1,53,952,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
67397,1,1,0.00,1,53,956,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
67500,1,1,0.00,1,53,953,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
67604,1,1,0.00,1,53,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
67708,1,1,0.00,1,53,958,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
67812,1,1,0.00,1,53,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
67917,1,1,0.00,1,53,960,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68020,1,1,0.00,1,53,962,15.35,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68124,1,1,0.00,1,53,966,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68228,1,1,0.00,1,53,962,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
68332,1,1,0.00,1,53,960,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
68435,1,1,0.00,1,53,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68539,1,1,0.00,1,53,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68644,1,1,0.00,1,53,963,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68748,1,1,0.00,1,53,966,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68851,1,1,0.00,1,53,965,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
68955,1,1,0.00,1,53,960,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69059,1,1,0.00,1,53,961,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69164,1,1,0.00,1,53,957,15.70,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69267,1,1,0.00,1,53,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69371,1,1,0.00,1,53,963,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
69475,1,1,0.00,1,53,962,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69579,1,1,0.00,1,53,957,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69682,1,1,0.00,1,53,960,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
69787,1,1,0.00,1,53,957,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
69891,1,1,0.00,1,53,960,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
69995,1,1,0.00,1,53,964,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70098,1,1,0.00,1,53,964,15.33,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
70202,1,1,0.00,1,53,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70307,1,1,0.00,1,53,962,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70411,1,1,0.00,1,53,958,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70514,1,1,0.00,1,53,960,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
70618,1,1,0.00,1,53,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70722,1,1,0.00,1,53,964,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
70826,1,1,0.00,1,53,961,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
70931,1,1,0.00,1,53,962,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
71034,1,1,0.00,1,53,962,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
71138,1,1,0.00,1,53,964,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
71242,1,1,0.00,1,53,964,15.81,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
71345,1,1,0.00,1,53,965,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
71450,1,1,0.00,1,53,960,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
71554,1,1,0.00,1,53,964,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
71658,1,1,0.00,1,53,963,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.944,95.162,5.10,0
71762,1,1,0.00,1,53,966,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
71866,1,1,0.00,1,53,961,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
71969,1,1,0.00,1,53,959,15.61,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
72073,1,1,0.00,1,53,954,15.55,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
72177,1,1,0.00,1,53,962,15.34,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72282,1,1,0.00,1,53,960,15.47,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72386,1,1,0.00,1,53,961,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72489,1,1,0.00,1,53,963,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72593,1,1,0.00,1,53,963,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72697,1,1,0.00,1,53,952,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72800,1,1,0.00,1,53,949,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.211,95.162,5.10,0
72905,1,1,0.00,1,53,952,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.262,95.162,5.10,0
73009,1,1,0.00,1,53,951,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
73113,1,1,0.00,1,53,952,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.662,95.162,5.10,0
73216,1,1,0.00,1,53,950,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.846,95.162,5.10,0
73320,1,1,0.00,1,53,955,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.580,95.162,5.10,0
73425,1,1,0.00,1,53,951,15.60,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
73529,1,1,0.00,1,53,953,15.56,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
73633,1,1,0.00,1,53,955,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
73736,1,1,0.00,1,53,956,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
73840,1,1,0.00,1,53,958,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.913,95.162,5.10,0
73945,1,1,0.00,1,53,960,15.59,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.913,95.162,5.10,0
74048,1,1,0.00,1,53,954,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
74153,1,1,0.00,1,53,956,15.57,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,32.180,95.162,5.10,0
74258,1,1,0.00,1,53,956,15.58,0.00,0.00,2.30,1.0000,15.00,0,0,192,192,15.7,16.1,51,31.913,95.162,5.10,0
