Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Factory Processed MAP (4-byte)* (psi absolute),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Latency (4-byte)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (4-byte)* (ms),Fuel Pump Duty (%),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor)
224419,14.32,7,1,49,0.64,1343,14.10,27072,5.42,1.01,0.6408,2.82,2.1050,33.33,15.00,22,14.16,8.24,0.0000
224523,14.40,7,1,49,0.64,1337,14.09,26944,5.38,1.01,0.6382,2.82,2.1030,33.33,15.00,22,14.18,8.24,0.0000
224627,14.40,7,1,49,0.64,1332,14.60,29696,5.40,1.01,0.6550,2.82,2.1030,33.33,15.00,22,14.06,8.24,0.0000
224730,14.40,7,1,49,0.64,1334,14.09,26880,5.40,1.01,0.6408,2.82,2.1038,33.33,15.00,22,14.23,8.24,0.0000
224835,14.40,7,1,49,0.64,1336,14.10,27008,5.40,1.01,0.6408,2.82,2.1025,33.33,15.00,22,14.25,8.24,0.0000
224939,14.48,7,1,49,0.64,1322,13.96,26816,5.42,1.01,0.6620,2.82,2.1027,33.33,15.00,22,13.92,8.24,0.0000
225042,14.40,7,1,49,0.64,1330,13.86,25088,5.42,1.01,0.6430,2.82,2.1052,33.33,15.00,22,14.17,8.24,0.0000
225147,14.48,7,1,49,0.64,1335,14.10,26752,5.42,1.01,0.6430,2.82,2.1063,33.33,15.00,22,14.23,8.24,0.0000
225251,14.48,7,1,49,0.64,1332,14.12,26944,5.43,1.01,0.6360,2.82,2.1078,33.33,15.00,22,14.20,8.24,0.0000
225354,14.24,7,1,49,0.64,1322,14.10,26816,5.42,1.01,0.6502,2.82,2.1098,33.33,15.00,22,14.21,8.24,0.0000
225459,14.40,7,1,49,0.64,1331,14.09,27072,5.43,1.01,0.6408,2.82,2.1098,33.33,15.00,22,14.19,8.24,0.0000
225562,14.32,7,1,49,0.64,1325,14.17,27072,5.46,1.01,0.6573,2.82,2.1215,33.33,15.00,22,14.54,8.24,0.0000
225667,14.40,7,1,49,0.65,1334,14.09,27072,5.61,1.03,0.6455,2.82,2.1557,33.33,15.00,22,14.80,8.63,0.0034
225770,14.40,7,1,49,0.65,1351,14.12,27072,5.57,1.01,0.6408,2.82,2.1692,33.33,15.00,22,14.89,8.24,0.0040
225878,14.40,7,1,49,0.66,1358,14.36,28416,5.54,1.01,0.6430,2.82,2.1730,33.33,15.00,22,14.84,8.24,0.0038
225977,14.32,7,1,49,0.66,1359,14.80,28544,5.50,1.01,0.6478,2.82,2.1695,33.33,15.00,22,14.86,8.24,0.0032
226082,14.32,7,1,49,0.65,1372,14.58,30080,5.47,1.01,0.6360,2.82,2.1757,33.33,15.00,22,14.73,8.24,0.0023
226186,14.24,7,1,49,0.65,1367,14.59,29952,5.43,1.01,0.6455,2.82,2.1395,33.33,15.00,22,14.52,8.24,0.0000
226289,14.40,7,1,49,0.65,1362,14.56,29760,5.34,1.01,0.6360,2.82,2.0838,33.33,15.00,22,14.17,7.84,-0.0159
226393,14.48,7,1,49,0.64,1364,14.53,30080,5.27,0.99,0.6408,2.82,2.0520,33.33,15.00,22,14.04,7.84,-0.0163
226498,14.40,7,1,49,0.63,1347,14.60,29952,5.21,0.99,0.6408,2.56,2.0630,33.33,15.00,22,13.82,7.84,0.0000
226601,14.48,7,1,49,0.66,1362,14.09,27264,6.34,1.27,0.6502,3.07,3.8752,33.33,17.00,22,30.23,16.47,0.6657
226706,14.40,7,1,49,1.01,1584,14.12,27008,13.13,1.62,0.6455,6.14,5.4845,33.33,15.00,22,41.72,33.73,0.2777
226809,14.32,7,1,49,1.13,1794,14.12,26816,8.96,1.21,0.6360,5.38,4.0827,33.33,15.00,22,28.62,8.63,-0.0794
226914,14.40,7,1,49,1.01,1844,15.10,33472,6.69,0.94,0.6430,3.84,2.8370,33.33,15.00,22,22.16,8.24,-0.1873
227017,14.40,7,1,49,0.86,1810,15.48,36672,5.64,0.83,0.6382,3.07,2.2010,33.33,15.00,22,18.47,8.24,-0.1802
227121,14.40,7,1,49,0.74,1753,13.85,25856,5.07,0.87,0.6408,2.82,2.0740,33.33,15.00,22,16.90,9.02,-0.1209
227225,14.40,7,1,49,0.68,1706,13.09,18816,4.91,0.92,0.6408,2.56,1.9660,33.33,15.00,22,15.89,8.63,-0.0913
227330,14.48,7,1,49,0.62,1655,12.66,20672,4.64,0.93,0.6382,2.56,1.8618,33.33,15.00,22,14.75,8.24,-0.0653
227433,14.32,7,1,49,0.59,1595,12.57,16768,4.55,0.96,0.6430,2.56,1.8150,33.33,15.00,22,14.21,8.24,-0.0462
227537,14.40,7,1,49,0.56,1529,12.56,16704,4.55,0.97,0.6430,2.56,1.7988,33.33,15.00,22,13.87,8.24,-0.0271
227641,14.32,7,1,49,0.56,1462,12.77,16960,4.63,1.00,0.6360,2.56,1.8213,33.33,15.00,22,13.29,8.24,-0.0032
227745,14.40,7,1,49,0.55,1410,12.56,18496,4.74,1.01,0.6382,2.56,1.8225,33.33,15.00,22,13.19,8.24,-0.0019
227849,14.40,7,1,49,0.56,1363,12.57,16896,4.86,1.01,0.6573,2.56,1.8400,33.33,15.00,22,13.15,8.24,0.0000
227953,14.32,7,1,49,0.57,1345,13.11,17024,4.99,1.03,0.6408,2.56,1.9200,33.33,15.00,22,13.36,8.24,0.0299
228056,14.32,7,1,49,0.58,1306,13.11,20224,5.13,1.04,0.6502,2.56,1.9685,33.33,15.00,22,13.15,8.24,0.0350
228161,14.40,7,1,49,0.59,1295,13.10,20416,5.26,1.05,0.6335,2.56,2.0260,33.33,15.00,22,13.29,8.24,0.0380
228265,14.40,7,1,49,0.60,1296,13.12,20416,5.35,1.05,0.6360,2.82,2.0722,33.33,15.00,22,13.58,8.24,0.0406
228368,14.40,7,1,49,0.61,1298,13.55,21440,5.43,1.05,0.6502,2.82,2.0978,33.33,15.00,23,13.88,8.24,0.0397
228473,14.40,7,1,49,0.62,1303,13.56,23488,5.50,1.04,0.6382,2.82,2.1435,33.33,15.00,23,14.09,8.24,0.0374
228576,14.32,7,1,49,0.63,1312,13.60,23680,5.51,1.04,0.6620,2.82,2.1600,33.33,15.00,23,14.21,8.24,0.0319
228680,14.40,7,1,49,0.64,1307,14.10,26816,5.54,1.04,0.6382,2.82,2.1455,33.33,15.00,23,14.28,8.24,0.0150
228784,14.40,7,1,49,0.64,1318,14.11,27008,5.53,1.02,0.6408,2.82,2.1458,33.33,15.00,23,14.42,8.24,0.0145
228889,14.40,7,1,49,0.65,1318,14.12,26944,5.54,1.02,0.6573,2.82,2.1710,33.33,15.00,23,14.29,8.24,0.0139
228993,14.40,7,1,49,0.65,1330,14.09,26880,5.54,1.02,0.6408,2.82,2.1753,33.33,15.00,23,14.59,8.24,0.0130
229097,14.32,7,1,49,0.65,1344,14.10,27072,5.52,1.02,0.6360,2.82,2.1747,33.33,15.00,23,14.65,8.24,0.0118
229202,14.32,7,1,49,0.65,1341,13.89,26816,5.51,1.02,0.6335,2.82,2.1730,33.33,15.00,23,14.60,8.24,0.0103
229306,14.32,7,1,49,0.65,1341,13.86,25408,5.49,1.02,0.6620,2.82,2.1683,33.33,15.00,23,14.61,8.24,0.0093
229411,14.32,7,1,49,0.65,1348,14.11,27072,5.50,1.02,0.6335,2.82,2.1670,33.33,15.00,23,14.70,8.24,0.0084
229515,14.32,7,1,49,0.65,1339,14.18,26880,5.51,1.02,0.6573,2.82,2.1648,33.33,15.00,23,14.43,8.24,0.0075
229619,14.40,7,1,49,0.65,1348,14.10,26624,5.51,1.02,0.6360,2.82,2.1640,33.33,15.00,23,14.56,8.24,0.0068
229722,14.32,7,1,49,0.65,1358,14.11,27008,5.50,1.02,0.6620,2.82,2.1627,33.33,15.00,23,14.69,8.24,0.0060
229826,14.32,7,1,49,0.65,1356,14.18,26944,5.47,1.01,0.6360,2.82,2.1572,33.33,15.00,23,14.67,8.24,0.0052
229931,14.32,7,1,49,0.65,1354,14.09,26624,5.46,1.01,0.6430,2.82,2.1545,33.33,15.00,23,14.64,8.24,0.0045
230034,14.40,7,1,49,0.65,1365,14.09,26880,5.47,1.01,0.6430,2.82,2.1520,33.33,15.00,23,14.79,8.24,0.0039
230139,14.48,7,1,49,0.65,1364,14.37,28480,5.44,1.01,0.6620,2.82,2.1460,33.33,15.00,23,14.62,8.24,0.0031
230242,14.40,7,1,49,0.65,1369,14.09,27264,5.42,1.01,0.6502,2.82,2.1387,33.33,15.00,23,14.69,8.24,0.0024
230346,14.40,7,1,49,0.65,1367,14.11,27008,5.40,1.01,0.6360,2.82,2.1280,33.33,15.00,23,14.67,8.24,0.0000
230451,14.40,7,1,49,0.64,1360,14.17,27072,5.42,1.01,0.6455,2.82,2.1208,33.33,15.00,23,14.57,8.24,0.0000
230556,14.32,7,1,49,0.64,1370,14.08,26816,5.40,1.01,0.6382,2.82,2.1168,33.33,15.00,22,14.70,8.24,0.0000
230659,14.32,7,1,49,0.64,1367,14.11,27072,5.37,1.01,0.6430,2.82,2.1260,33.33,15.00,23,14.37,8.24,0.0000
230763,14.40,7,1,49,0.64,1369,14.12,26880,5.37,1.01,0.6382,2.82,2.1060,33.33,15.00,23,14.40,8.24,0.0000
230867,14.32,7,1,49,0.64,1369,14.09,27008,5.36,1.01,0.6573,2.82,2.1008,33.33,15.00,23,14.55,8.24,0.0000
230970,14.48,7,1,49,0.64,1368,14.12,27008,5.35,1.01,0.6430,2.82,2.0962,33.33,15.00,23,14.38,8.24,0.0000
231075,14.48,7,1,49,0.63,1362,14.10,26816,5.34,1.01,0.6550,2.82,2.0913,33.33,15.00,23,14.45,8.24,0.0000
231179,14.40,7,1,49,0.63,1365,14.44,26752,5.35,1.01,0.6430,2.82,2.0915,33.33,15.00,22,14.34,8.24,0.0000
231283,14.48,7,1,49,0.63,1350,14.16,29888,5.36,1.01,0.6382,2.82,2.0907,33.33,15.00,22,14.30,8.24,0.0000
231387,14.40,7,1,49,0.63,1354,13.87,25536,5.38,1.01,0.6573,2.82,2.0913,33.33,15.00,22,14.35,8.24,0.0000
231491,14.40,7,1,49,0.63,1353,14.10,25088,5.37,1.01,0.6312,2.82,2.0928,33.33,15.00,23,14.42,8.24,0.0000
231594,14.32,7,1,49,0.64,1354,14.18,27008,5.39,1.01,0.6408,2.82,2.0970,33.33,15.00,23,14.49,8.24,0.0000
231699,14.40,7,1,49,0.64,1358,14.10,27008,5.38,1.01,0.6360,2.82,2.0985,33.33,15.00,23,14.39,8.24,0.0000
231802,14.40,7,1,49,0.64,1350,14.10,27008,5.40,1.01,0.6430,2.82,2.0993,33.33,15.00,22,14.29,8.24,0.0000
231906,14.40,7,1,49,0.64,1360,14.11,26880,5.39,1.01,0.6382,2.82,2.1008,33.33,15.00,22,14.42,8.24,0.0000
232010,14.32,7,1,49,0.64,1365,14.09,27072,5.38,1.01,0.6645,2.82,2.0998,33.33,15.00,22,14.49,8.24,0.0000
232115,14.32,7,1,49,0.64,1361,14.56,26880,5.37,1.01,0.6382,2.82,2.0993,33.33,15.00,23,14.43,8.24,0.0000
232218,14.24,7,1,49,0.64,1361,14.60,30080,5.37,1.01,0.6430,2.82,2.0980,33.33,15.00,23,14.44,8.24,0.0000
232322,14.32,7,1,49,0.64,1370,14.82,29760,5.37,1.01,0.6382,2.82,2.0940,33.33,15.00,23,14.41,8.24,0.0000
232426,14.40,7,1,49,0.63,1359,14.09,27328,5.32,1.01,0.6430,2.82,2.0903,33.33,15.00,22,14.26,8.24,0.0000
232530,14.40,7,1,49,0.63,1361,14.07,26944,5.34,1.01,0.6408,2.82,2.0878,33.33,15.00,22,14.29,8.24,0.0000
232633,14.40,7,1,49,0.63,1367,14.08,26624,5.34,1.01,0.6598,2.82,2.0840,33.33,15.00,22,14.37,8.24,0.0000
232738,14.40,7,1,49,0.63,1363,14.10,27008,5.32,1.01,0.6455,2.82,2.0817,33.33,15.00,23,14.32,8.24,0.0000
232842,14.40,7,1,49,0.63,1355,14.12,26880,5.35,1.01,0.6382,2.82,2.0798,33.33,15.00,23,14.21,8.24,0.0000
232947,14.40,7,1,49,0.63,1352,14.10,26816,5.32,1.01,0.6382,2.82,2.0802,33.33,15.00,23,14.18,8.24,0.0000
233051,14.40,7,1,49,0.63,1360,14.10,26944,5.36,1.01,0.6408,2.82,2.0785,33.33,15.00,22,14.27,8.24,0.0000
233154,14.40,7,1,49,0.63,1363,14.18,26880,5.34,1.01,0.6430,2.82,2.0810,33.33,15.00,22,14.46,8.24,0.0000
233259,14.40,7,1,49,0.63,1352,14.08,26816,5.34,1.01,0.6382,2.82,2.0817,33.33,15.00,22,14.32,8.24,0.0000
233362,14.32,7,1,49,0.63,1354,14.10,27008,5.35,1.01,0.6573,2.82,2.0840,33.33,15.00,23,14.34,8.24,0.0000
233467,14.32,7,1,49,0.63,1364,14.33,26752,5.36,1.01,0.6360,2.82,2.0848,33.33,15.00,23,14.33,8.24,0.0000
233570,14.24,7,1,49,0.63,1356,13.87,28352,5.36,1.01,0.6382,2.82,2.0835,33.33,15.00,23,14.22,8.24,0.0000
233674,14.40,7,1,49,0.63,1350,14.53,27072,5.36,1.01,0.6408,2.82,2.0863,33.33,15.00,23,14.29,8.24,0.0000
233778,14.24,7,1,49,0.63,1352,14.12,29952,5.38,1.01,0.6455,2.82,2.0885,33.33,15.00,22,14.32,8.24,0.0000
233882,14.40,7,1,49,0.63,1350,14.10,26688,5.37,1.01,0.6430,2.82,2.0903,33.33,15.00,22,14.30,8.24,0.0000
233986,14.24,7,1,49,0.63,1349,14.12,26944,5.37,1.01,0.6502,2.82,2.0918,33.33,15.00,23,14.27,8.24,0.0000
234090,14.40,7,1,49,0.64,1355,14.12,26944,5.37,1.01,0.6382,2.82,2.0932,33.33,15.00,23,14.36,8.24,0.0000
234194,14.40,7,1,49,0.64,1346,14.09,26880,5.36,1.01,0.6598,2.82,2.0945,33.33,15.00,23,14.24,8.24,0.0000
234298,14.40,7,1,49,0.64,1354,14.54,29568,5.38,1.01,0.6335,2.82,2.0955,33.33,15.00,23,14.35,8.24,0.0000
234402,14.48,7,1,50,0.64,1354,14.37,28480,5.38,1.01,0.6408,2.82,2.0962,33.33,15.00,22,14.50,8.24,0.0000
234506,14.40,7,1,50,0.64,1348,14.64,31360,5.37,1.01,0.6408,2.82,2.0962,33.33,15.00,22,14.27,8.24,0.0000
234609,14.40,7,1,50,0.64,1346,14.53,30144,5.38,1.01,0.6408,2.82,2.0990,33.33,15.00,23,14.38,8.24,0.0000
234714,14.40,7,1,50,0.64,1356,14.12,26624,5.39,1.01,0.6430,2.82,2.0972,33.33,15.00,23,14.37,8.24,0.0000
234817,14.48,7,1,50,0.64,1349,14.56,29888,5.38,1.01,0.6455,2.82,2.0970,33.33,15.00,23,14.28,8.24,0.0000
234922,14.40,7,1,50,0.64,1355,14.16,26944,5.38,1.01,0.6645,2.82,2.0965,33.33,15.00,23,14.36,8.24,0.0000
235025,14.40,7,1,50,0.64,1362,14.63,30144,5.37,1.01,0.6360,2.82,2.0968,33.33,15.00,22,14.45,8.24,0.0000
235130,14.40,7,1,50,0.64,1363,14.56,30016,5.36,1.01,0.6478,2.82,2.0950,33.33,15.00,22,14.32,8.24,0.0000
235235,14.40,7,1,50,0.63,1365,14.53,30016,5.36,1.01,0.6408,2.82,2.0930,33.33,15.00,23,14.49,8.24,0.0000
235338,14.40,7,1,50,0.63,1356,14.64,30144,5.35,1.01,0.6408,2.82,2.0907,33.33,15.00,23,14.37,8.24,0.0000
235442,14.40,7,1,50,0.63,1354,14.55,29952,5.35,1.01,0.6382,2.82,2.0873,33.33,15.00,23,14.20,8.24,0.0000
235547,14.24,7,1,50,0.63,1360,14.10,29952,5.34,1.01,0.6478,2.82,2.0880,33.33,15.00,23,14.43,8.24,0.0000
235652,14.40,7,1,50,0.63,1356,13.88,25344,5.35,1.01,0.6382,2.82,2.0865,33.33,15.00,22,14.37,8.24,0.0000
235756,14.40,7,1,50,0.63,1357,14.56,25088,5.35,1.01,0.6598,2.82,2.0895,33.33,15.00,22,14.38,8.24,0.0000
235860,14.40,7,1,50,0.63,1368,14.53,30144,5.35,1.01,0.6360,2.82,2.0863,33.33,15.00,22,14.39,8.24,0.0000
235963,14.48,7,1,50,0.63,1364,14.11,29760,5.34,1.01,0.6478,2.82,2.0845,33.33,15.00,23,14.32,8.24,0.0000
236068,14.40,7,1,50,0.63,1366,14.10,27008,5.32,1.01,0.6430,2.82,2.0810,33.33,15.00,23,14.35,8.24,0.0000
236172,14.40,7,1,50,0.63,1366,14.12,26944,5.32,1.01,0.6382,2.82,2.0783,33.33,15.00,23,14.35,8.24,0.0000
236276,14.40,7,1,50,0.63,1357,14.11,26816,5.32,1.01,0.6620,2.82,2.0777,33.33,15.00,22,14.29,8.24,0.0000
236379,14.40,7,1,50,0.63,1366,14.56,30016,5.32,1.01,0.6382,2.82,2.0785,33.33,15.00,22,14.35,8.24,0.0000
236484,14.40,7,1,50,0.63,1356,14.37,28544,5.32,1.01,0.6455,2.82,2.0762,33.33,15.00,22,14.22,8.24,0.0000
236587,14.32,7,1,50,0.63,1359,14.81,29824,5.34,1.01,0.6408,2.82,2.0768,33.33,15.00,23,14.26,8.24,0.0000
236692,14.32,7,1,50,0.63,1365,14.56,30336,5.32,1.01,0.6645,2.82,2.0762,33.33,15.00,23,14.34,8.24,0.0000
236795,14.32,7,1,50,0.63,1360,14.60,30016,5.34,1.01,0.6382,2.82,2.0768,33.33,15.00,23,14.28,8.24,0.0000
236900,14.24,7,1,50,0.63,1356,14.55,29888,5.32,1.01,0.6408,2.82,2.0765,33.33,15.00,22,14.23,8.24,0.0000
237003,14.40,7,1,50,0.63,1360,14.58,30080,5.34,1.01,0.6408,2.82,2.0758,33.33,15.00,22,14.28,8.24,0.0000
237108,14.40,7,1,50,0.63,1351,14.60,30016,5.35,1.01,0.6598,2.82,2.0785,33.33,15.00,22,14.31,8.24,0.0000
237211,14.40,7,1,50,0.63,1351,14.58,29696,5.37,1.01,0.6382,2.82,2.0795,33.33,15.00,23,14.30,8.24,0.0000
237315,14.40,7,1,50,0.63,1354,14.57,30144,5.37,1.01,0.6408,2.82,2.0823,33.33,15.00,23,14.20,8.24,0.0000
237419,14.40,7,1,50,0.63,1355,14.60,30080,5.37,1.01,0.6408,2.82,2.0875,33.33,15.00,23,14.36,8.24,0.0000
237523,14.48,7,1,50,0.63,1358,14.10,29696,5.36,1.01,0.6455,2.82,2.0888,33.33,15.00,23,14.25,8.24,0.0000
237627,14.40,7,1,50,0.63,1366,14.56,27072,5.37,1.01,0.6382,2.82,2.0895,33.33,15.00,22,14.51,8.24,0.0000
237732,14.40,7,1,50,0.63,1356,14.34,29824,5.35,1.01,0.6430,2.82,2.0880,33.33,15.00,22,14.37,8.24,0.0000
237836,14.40,7,1,50,0.63,1361,14.50,28288,5.36,1.01,0.6478,2.82,2.0867,33.33,15.00,23,14.29,8.24,0.0000
237939,14.40,7,1,50,0.63,1353,14.58,30080,5.34,1.01,0.6360,2.82,2.0848,33.33,15.00,23,14.38,8.24,0.0000
238044,14.32,7,1,50,0.63,1352,14.59,30144,5.35,1.01,0.6620,2.82,2.0830,33.33,15.00,23,14.21,8.24,0.0000
238147,14.40,7,1,50,0.63,1362,14.57,29952,5.37,1.01,0.6360,2.82,2.0827,33.33,15.00,23,14.34,8.24,0.0000
238252,14.32,7,1,50,0.63,1352,14.58,30080,5.37,1.01,0.6455,2.82,2.0825,33.33,15.00,22,14.17,8.24,0.0000
238355,14.40,7,1,50,0.63,1356,14.64,30080,5.36,1.01,0.6455,2.82,2.0860,33.33,15.00,22,14.37,8.24,0.0000
238460,14.32,7,1,50,0.63,1362,14.55,30016,5.37,1.01,0.6573,2.82,2.0888,33.33,15.00,23,14.46,8.24,0.0000
238563,14.32,7,1,50,0.63,1363,14.58,30080,5.35,1.01,0.6360,2.82,2.0865,33.33,15.00,23,14.32,8.24,0.0000
238668,14.32,7,1,50,0.63,1366,14.64,30144,5.32,1.01,0.6408,2.82,2.0827,33.33,15.00,23,14.35,8.24,0.0000
238771,14.40,7,1,50,0.63,1367,14.58,31488,5.31,1.01,0.6382,2.82,2.0958,33.33,15.00,23,14.37,8.24,0.0000
238875,14.40,7,1,50,0.63,1359,14.53,30080,5.31,1.01,0.6408,2.82,2.0775,33.33,15.00,22,14.12,8.24,0.0000
238979,14.40,7,1,50,0.63,1363,14.57,29888,5.32,1.01,0.6455,2.82,2.0775,33.33,15.00,22,14.32,8.24,0.0000
239083,14.40,7,1,50,0.63,1368,14.56,29696,5.32,1.01,0.6360,2.82,2.0773,33.33,15.00,23,14.38,8.24,0.0000
239187,14.40,7,1,50,0.63,1360,14.54,30080,5.32,1.01,0.6455,2.82,2.0758,33.33,15.00,23,14.28,8.24,0.0000
239291,14.40,7,1,50,0.63,1364,14.63,30080,5.32,1.01,0.6360,2.82,2.0750,33.33,15.00,23,14.24,8.24,0.0000
239394,14.40,7,1,50,0.63,1356,14.56,30016,5.34,1.01,0.6598,2.82,2.0762,33.33,15.00,23,14.32,8.24,0.0000
239499,14.40,7,1,50,0.63,1356,14.59,29952,5.34,1.01,0.6408,2.82,2.0762,33.33,15.00,22,14.17,8.24,0.0000
239603,14.32,7,1,50,0.63,1365,14.63,30144,5.35,1.01,0.6408,2.82,2.0773,33.33,15.00,22,14.50,8.24,0.0000
239707,14.40,7,1,50,0.63,1363,14.56,30080,5.32,1.01,0.6382,2.82,2.0785,33.33,15.00,23,14.32,8.24,0.0000
239810,14.32,7,1,50,0.63,1364,14.50,30144,5.32,1.01,0.6408,2.82,2.0783,33.33,15.00,23,14.33,8.24,0.0000
239915,14.40,7,1,50,0.63,1369,14.34,28352,5.32,1.01,0.6478,2.82,2.0777,33.33,15.00,23,14.40,8.24,0.0000
240018,14.24,7,1,50,0.63,1360,14.57,29632,5.32,1.01,0.6525,2.82,2.0743,33.33,15.00,23,14.14,8.24,0.0000
240122,14.40,7,1,50,0.63,1367,14.60,30080,5.32,1.01,0.6360,2.82,2.0733,33.33,15.00,23,14.22,8.24,0.0000
240227,14.48,7,1,50,0.63,1368,14.57,29696,5.31,1.01,0.6502,2.82,2.0713,33.33,15.00,23,14.39,8.24,0.0000
240330,14.40,7,1,50,0.63,1356,14.57,30080,5.31,1.01,0.6408,2.82,2.0693,33.33,15.00,23,14.23,8.24,0.0000
240434,14.48,7,1,50,0.63,1355,14.53,29952,5.32,1.01,0.6455,2.82,2.0710,33.33,15.00,23,14.21,8.24,0.0000
240539,14.40,7,1,50,0.63,1362,14.57,29952,5.32,1.01,0.6478,2.82,2.0722,33.33,15.00,23,14.30,8.24,0.0000
240642,14.40,7,1,50,0.63,1360,14.57,30080,5.34,1.01,0.6382,2.82,2.0740,33.33,15.00,23,14.21,8.24,0.0000
240746,14.32,7,1,50,0.63,1364,14.64,30144,5.34,1.01,0.6408,2.82,2.0755,33.33,15.00,22,14.27,8.24,0.0000
240850,14.40,7,1,50,0.63,1357,14.80,29696,5.34,1.01,0.6430,2.82,2.0753,33.33,15.00,22,14.24,8.24,0.0000
240953,14.40,7,1,50,0.63,1347,14.58,30144,5.34,1.01,0.6478,2.82,2.0758,33.33,15.00,23,14.25,8.24,0.0000
241058,14.40,7,1,50,0.63,1357,14.64,30080,5.35,1.01,0.6455,2.82,2.0798,33.33,15.00,23,14.38,8.24,0.0000
241161,14.32,7,1,50,0.63,1348,14.56,29824,5.37,1.01,0.6502,2.82,2.0645,33.33,15.00,23,14.26,8.24,0.0000
241266,14.32,7,1,50,0.63,1352,14.58,30016,5.37,1.01,0.6360,2.82,2.0852,33.33,15.00,23,14.32,8.24,0.0000
241369,14.32,7,1,50,0.63,1357,14.59,29952,5.37,1.01,0.6620,2.82,2.0873,33.33,15.00,22,14.39,8.24,0.0000
241474,14.32,7,1,50,0.63,1351,14.56,29760,5.36,1.01,0.6382,2.82,2.0897,33.33,15.00,22,14.30,8.24,0.0000
241578,14.32,7,1,50,0.63,1350,14.53,30144,5.37,1.01,0.6382,2.82,2.0915,33.33,15.00,22,14.30,8.24,0.0000
241681,14.32,7,1,50,0.63,1354,14.60,30016,5.36,1.01,0.6382,2.82,2.0920,33.33,15.00,23,14.35,8.24,0.0000
241786,14.24,7,1,50,0.63,1349,14.57,30016,5.37,1.01,0.6408,2.82,2.0922,33.33,15.00,23,14.27,8.24,0.0000
241889,14.40,7,1,50,0.64,1356,14.57,30144,5.38,1.01,0.6430,2.82,2.0932,33.33,15.00,23,14.37,8.24,0.0000
241994,14.24,7,1,50,0.64,1360,14.30,29504,5.37,1.01,0.6573,2.82,2.0940,33.33,15.00,23,14.43,8.24,0.0000
242097,14.40,7,1,50,0.64,1358,14.53,28224,5.37,1.01,0.6360,2.82,2.0947,33.33,15.00,22,14.40,8.24,0.0000
242201,14.40,7,1,50,0.64,1358,14.53,30080,5.37,1.01,0.6382,2.82,2.0915,33.33,15.00,22,14.24,8.24,0.0000
242305,14.40,7,1,50,0.63,1362,14.59,29696,5.37,1.01,0.6408,2.82,2.0882,33.33,15.00,23,14.31,8.24,0.0000
242410,14.48,7,1,50,0.63,1352,14.56,30016,5.36,1.01,0.6455,2.82,2.0863,33.33,15.00,23,14.16,8.24,0.0000
242513,14.40,7,1,50,0.63,1357,14.11,27008,5.36,1.01,0.6408,2.82,2.0885,33.33,15.00,23,14.24,8.24,0.0000
242617,14.40,7,1,50,0.63,1356,14.62,29888,5.37,1.01,0.6430,2.82,2.0850,33.33,15.00,23,14.37,8.24,0.0000
242720,14.40,7,1,50,0.63,1354,14.41,30080,5.35,1.01,0.6455,2.82,2.0852,33.33,15.00,22,14.20,8.24,0.0000
242826,14.48,7,1,50,0.63,1354,14.37,27008,5.32,1.01,0.6430,2.82,2.0852,33.33,15.00,22,14.34,8.24,0.0000
242931,14.40,7,1,50,0.63,1355,14.59,28480,5.37,1.01,0.6598,2.82,2.0845,33.33,15.00,23,14.36,8.24,0.0000
243033,14.40,7,1,50,0.63,1355,14.56,31680,5.37,1.01,0.6360,2.82,2.0855,33.33,15.00,23,14.21,8.24,0.0000
243138,14.40,7,1,50,0.63,1362,14.59,30144,5.35,1.01,0.6408,2.82,2.0825,33.33,15.00,23,14.30,8.24,0.0000
243241,14.40,7,1,50,0.63,1359,14.54,29824,5.34,1.01,0.6430,2.82,2.0805,33.33,15.00,23,14.27,8.24,0.0000
243346,14.32,7,1,50,0.63,1351,14.57,30016,5.32,1.01,0.6525,2.82,2.0795,33.33,15.00,22,14.31,8.24,0.0000
243449,14.40,7,1,50,0.63,1364,14.63,29952,5.32,1.01,0.6382,2.82,2.0768,33.33,15.00,22,14.18,8.24,0.0000
243554,14.40,7,1,50,0.63,1352,14.56,29696,5.32,1.01,0.6408,2.82,2.0755,33.33,15.00,23,14.17,8.24,0.0000
243659,14.32,7,1,50,0.63,1357,14.53,30144,5.34,1.01,0.6408,2.82,2.0762,33.33,15.00,23,14.24,8.24,0.0000
243763,14.48,7,1,50,0.63,1355,14.59,29696,5.32,1.01,0.6430,2.82,2.0760,33.33,15.00,23,14.21,8.24,0.0000
243868,14.40,7,1,50,0.63,1349,14.57,29824,5.34,1.01,0.6408,2.82,2.0768,33.33,15.00,23,14.28,8.24,0.0000
