Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
383969,7,51,2574,11.57,1.23,30,0.0017,9.73,1,2.26,11.50,71.76,55.69,0.00,0.00,0.0000,110.830,34
384074,7,51,2612,11.54,1.23,30,0.0007,9.73,1,2.25,11.50,60.39,49.41,0.00,0.00,0.0000,109.991,34
384178,7,51,2591,11.58,1.16,30,-0.0288,9.22,1,2.24,11.50,52.55,38.43,0.00,0.00,0.0000,109.242,34
384283,7,51,2580,11.56,1.13,30,-0.0691,8.70,1,2.19,12.00,40.39,28.63,0.00,0.00,0.0000,104.692,34
384387,7,51,2578,11.57,1.12,30,-0.0697,8.19,1,2.10,12.00,36.47,27.84,0.00,0.00,0.0000,103.739,34
384490,7,51,2607,11.55,1.16,30,-0.0487,8.19,1,2.03,12.50,36.47,27.84,0.00,0.00,0.0000,102.786,34
384596,7,51,2561,11.57,1.15,30,-0.0018,8.19,1,1.99,12.50,36.47,27.84,0.00,0.00,0.0000,103.422,34
384701,7,51,2636,11.57,1.15,30,-0.0205,7.94,1,1.96,12.50,36.47,27.84,0.00,0.00,0.0000,101.515,34
384805,7,51,2582,12.11,1.12,30,-0.0216,7.94,1,1.94,12.50,34.90,23.92,0.00,0.00,0.0000,101.413,34
384909,7,51,2598,11.55,1.12,30,-0.0582,7.42,1,1.88,13.00,30.20,21.57,0.00,0.00,0.0000,96.433,34
385014,7,51,2594,11.87,1.14,30,-0.0358,7.42,1,1.82,13.00,30.20,21.57,0.00,0.00,0.0000,96.966,34
385117,7,51,2621,12.11,1.14,30,-0.0199,7.42,1,1.79,13.50,30.20,21.57,0.00,0.00,0.0000,95.378,34
385221,7,51,2613,12.11,1.16,30,-0.0010,7.42,1,1.77,13.50,30.20,21.57,0.00,0.00,0.0000,95.911,34
385325,7,51,2611,12.12,1.16,30,-0.0007,7.42,1,1.76,13.50,29.02,20.78,0.00,0.00,0.0000,94.209,34
385429,7,51,2614,12.34,1.16,30,-0.0215,7.17,1,1.74,13.50,29.02,20.39,0.00,0.00,0.0000,93.256,34
385533,7,51,2629,12.10,1.16,30,-0.0007,7.17,1,1.72,13.50,28.63,20.39,0.00,0.00,0.0000,92.507,35
385637,7,51,2616,12.11,1.16,30,-0.0007,7.17,1,1.71,13.50,28.24,20.39,0.00,0.00,0.0000,91.667,35
385741,7,51,2613,12.12,1.16,30,-0.0005,7.17,1,1.70,13.50,28.63,20.39,0.00,0.00,0.0000,93.052,35
385845,7,51,2613,12.10,1.16,30,0.0000,7.17,1,1.69,13.50,28.63,20.39,0.00,0.00,0.0000,92.087,35
385949,7,51,2613,12.11,1.16,30,0.0000,7.17,1,1.69,13.50,28.63,20.00,0.00,0.00,0.0000,91.667,35
386053,7,51,2645,12.09,1.14,30,0.0000,6.91,1,1.68,13.50,28.24,19.61,0.00,0.00,0.0000,91.248,35
386158,7,51,2617,12.11,1.16,30,-0.0006,6.91,1,1.67,13.50,27.45,19.61,0.00,0.00,0.0000,90.283,35
386261,7,51,2648,12.10,1.16,30,-0.0005,6.91,1,1.66,14.00,27.84,19.61,0.00,0.00,0.0000,89.761,35
386365,7,51,2634,12.10,1.16,30,0.0000,6.91,1,1.65,14.00,27.84,19.22,0.00,0.00,0.0000,89.761,35
386470,7,51,2629,12.11,1.16,30,0.0000,6.91,1,1.65,14.00,27.84,19.61,0.00,0.00,0.0000,90.499,35
386573,7,51,2645,12.10,1.17,30,0.0000,6.91,1,1.65,14.00,28.24,21.18,0.00,0.00,0.0000,90.079,35
386678,7,51,2628,12.10,1.17,30,0.0140,7.17,1,1.66,13.50,30.20,21.96,0.00,0.00,0.0000,92.087,35
386781,7,51,2659,12.11,1.17,29,0.0111,7.17,1,1.68,8.50,30.59,23.53,0.00,0.00,0.0000,94.209,35
386885,7,51,2666,12.56,1.21,29,0.0305,7.42,1,1.71,13.50,38.43,32.94,0.00,0.00,0.0000,99.496,35
386989,7,51,2674,12.12,1.20,29,0.0353,7.68,1,1.79,13.00,44.71,35.69,0.00,0.00,0.0000,101.720,35
387093,7,51,2664,12.32,1.19,29,0.0228,7.94,1,1.85,13.00,45.10,35.69,0.00,0.00,0.0000,101.618,35
387198,7,51,2690,12.34,1.18,29,0.0095,7.94,1,1.88,13.00,44.71,35.69,0.00,0.00,0.0000,101.618,35
387302,7,51,2699,12.58,1.18,29,0.0089,7.94,1,1.91,13.00,44.71,35.69,0.00,0.00,0.0000,102.786,35
387405,7,51,2705,12.57,1.18,29,0.0082,8.19,1,1.92,13.00,45.10,35.69,0.00,0.00,0.0000,102.888,36
387510,7,51,2698,12.35,1.19,29,0.0074,8.19,1,1.94,12.50,45.49,37.25,0.00,0.00,0.0000,103.841,36
387614,7,51,2724,12.34,1.19,29,0.0157,8.45,1,1.97,12.50,48.24,38.82,0.00,0.00,0.0000,104.477,36
387718,7,51,2752,12.12,1.21,30,0.0193,8.45,1,1.99,12.50,52.94,47.06,0.00,0.00,0.0000,106.383,36
387821,7,51,2710,12.11,1.21,30,0.0235,8.96,1,2.04,12.50,57.65,47.84,0.00,0.00,0.0000,107.132,36
387926,7,51,2738,12.10,1.22,30,0.0202,8.96,1,2.08,12.50,57.65,47.84,0.00,0.00,0.0000,107.132,36
388029,7,51,2754,12.11,1.23,30,0.0170,8.96,1,2.11,12.00,57.65,47.84,0.00,0.00,0.0000,107.551,36
388134,7,51,2718,12.10,1.23,30,0.0086,9.22,1,2.13,12.00,57.65,47.84,0.00,0.00,0.0000,108.822,36
388238,7,51,2746,12.12,1.22,30,0.0081,9.22,1,2.15,12.00,57.65,47.84,0.00,0.00,0.0000,108.402,36
388343,7,51,2786,12.10,1.22,30,0.0076,9.22,1,2.17,12.00,57.65,47.84,0.00,0.00,0.0000,108.606,36
388448,7,51,2726,12.10,1.24,30,0.0070,9.47,1,2.19,12.00,57.65,47.84,0.00,0.00,0.0000,109.355,36
388551,7,51,2781,12.09,1.23,30,0.0067,9.47,1,2.21,12.00,57.25,47.06,0.00,0.00,0.0000,109.140,37
388656,7,51,2766,12.10,1.24,30,0.0061,9.47,1,2.22,12.00,56.86,46.67,0.00,0.00,0.0000,109.559,36
388759,7,51,2757,12.12,1.23,30,0.0056,9.73,1,2.23,12.00,56.86,47.06,0.00,0.00,0.0000,109.457,37
388864,7,51,2769,11.56,1.23,30,0.0054,9.73,1,2.25,12.00,56.86,46.67,0.00,0.00,0.0000,109.877,36
388968,7,52,2740,11.57,1.24,30,0.0048,9.73,1,2.26,12.00,56.86,46.67,0.00,0.00,0.0000,110.944,37
389072,7,52,2791,11.56,1.24,30,0.0047,9.98,1,2.27,12.00,56.86,46.67,0.00,0.00,0.0000,110.728,36
389176,7,52,2785,11.54,1.24,30,0.0098,9.98,1,2.29,12.00,56.86,46.67,0.00,0.00,0.0000,111.579,37
389281,7,52,2736,11.33,1.24,30,0.0043,9.98,1,2.30,11.50,56.86,46.67,0.00,0.00,0.0000,110.512,36
389384,7,52,2777,11.56,1.24,30,0.0041,9.98,1,2.31,12.00,56.86,46.67,0.00,0.00,0.0000,111.250,36
389489,7,52,2715,11.57,1.25,30,0.0038,9.98,1,2.32,11.50,56.86,46.67,0.00,0.00,0.0000,112.214,36
389592,7,52,2774,11.81,1.25,30,0.0036,10.24,1,2.33,12.00,56.86,46.67,0.00,0.00,0.0000,111.046,36
389697,7,52,2728,11.57,1.25,30,0.0032,10.24,1,2.33,11.50,56.86,46.67,0.00,0.00,0.0000,111.885,36
389800,7,52,2682,11.58,1.25,30,0.0030,10.24,1,2.34,11.50,56.86,46.67,0.00,0.00,0.0000,112.101,36
389905,7,52,2763,11.56,1.25,30,0.0027,10.24,1,2.35,11.50,56.86,46.67,0.00,0.00,0.0000,112.748,36
390008,7,52,2723,11.58,1.24,30,0.0022,10.24,1,2.35,11.50,56.86,46.67,0.00,0.00,0.0000,112.214,36
390113,7,52,2675,11.57,1.23,30,0.0019,9.98,1,2.35,11.50,56.47,46.67,0.00,0.00,0.0000,112.748,36
390216,7,52,2750,12.11,1.24,30,-0.0164,9.98,1,2.33,11.50,56.08,46.67,0.00,0.00,0.0000,112.328,36
390321,7,52,2721,11.57,1.25,30,0.0000,9.98,1,2.33,11.50,57.65,49.41,0.00,0.00,0.0000,111.466,35
390424,7,52,2645,11.56,1.25,30,0.0008,10.24,1,2.34,11.50,59.61,49.80,0.00,0.00,0.0000,112.748,35
390529,7,52,2728,11.56,1.25,30,0.0010,10.24,1,2.35,11.50,59.61,47.45,0.00,0.00,0.0000,112.112,35
390632,7,52,2649,11.57,0.77,30,-0.1477,7.68,1,2.32,12.00,34.90,5.88,0.00,0.00,0.0000,98.373,35
390736,7,52,2471,11.58,0.63,30,-0.4738,4.35,1,1.94,13.50,8.24,0.00,0.00,0.00,0.0000,54.358,35
390840,7,52,2282,11.58,0.58,30,-0.5517,0.51,1,1.40,18.00,7.84,0.00,0.00,0.00,0.0000,37.509,35
390943,7,52,2061,13.10,0.65,30,-0.4425,0.77,1,1.03,19.00,6.67,0.00,0.00,0.00,0.0000,29.167,34
391048,7,52,1862,14.12,0.83,30,-0.2509,0.51,1,0.76,20.00,8.24,0.00,0.00,0.00,0.0000,28.132,34
391152,7,52,1708,14.59,0.88,30,-0.1416,0.77,1,0.63,20.00,6.67,0.00,0.00,0.00,0.0000,26.861,34
391256,7,52,1540,14.55,0.91,30,-0.1146,2.30,1,0.55,24.00,5.88,1.57,0.00,0.00,0.0000,25.908,34
391360,7,52,1376,14.88,1.23,30,-0.0034,2.56,1,0.51,23.00,12.16,10.59,0.00,0.00,0.0000,41.298,33
391464,7,52,1462,15.01,1.43,30,0.4555,4.10,1,0.63,8.00,17.65,11.76,0.00,0.00,0.0000,66.503,32
391568,7,52,1889,14.81,1.35,30,0.3039,4.86,1,0.90,8.50,20.00,15.29,0.00,0.00,0.0000,75.137,32
391672,7,52,1976,13.33,1.32,30,0.2092,5.89,1,1.14,16.50,23.14,16.08,0.00,0.00,0.0000,81.388,32
391775,7,52,1807,14.06,1.30,30,0.1698,6.40,1,1.32,14.00,23.14,16.08,0.00,0.00,0.0000,85.734,32
391879,7,52,1812,15.11,1.27,30,0.1413,6.91,1,1.45,9.00,23.14,16.08,0.00,0.00,0.0000,85.734,32
391983,7,52,1828,15.57,1.28,30,0.1227,7.17,1,1.53,12.50,26.27,19.61,0.00,0.00,0.0000,91.667,32
392087,7,52,1786,15.14,1.27,30,0.1150,7.42,1,1.61,12.00,27.84,21.57,0.00,0.00,0.0000,93.256,32
392191,7,52,1828,14.58,1.27,30,0.1023,7.68,1,1.67,12.00,30.59,25.88,0.00,0.00,0.0000,96.331,32
392295,7,52,1800,14.37,1.25,30,0.0978,7.94,1,1.73,11.50,35.69,28.24,0.00,0.00,0.0000,98.123,32
392399,7,52,1819,14.13,1.24,30,0.0795,7.94,1,1.78,11.50,35.69,28.24,0.00,0.00,0.0000,97.919,32
392503,7,52,1812,13.55,1.23,30,0.0693,7.94,1,1.80,11.50,35.69,28.24,0.00,0.00,0.0000,98.339,32
392608,7,52,1838,13.59,1.22,30,0.0541,7.94,1,1.82,11.50,35.69,28.24,0.00,0.00,0.0000,97.703,32
392711,7,52,1827,13.10,1.21,30,0.0476,7.94,1,1.83,11.50,35.69,28.24,0.00,0.00,0.0000,98.225,32
392816,7,52,1817,13.12,1.21,30,0.0417,7.94,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,98.554,33
392920,7,52,1826,13.11,1.20,30,0.0359,7.94,1,1.84,11.00,35.69,28.24,0.00,0.00,0.0000,97.907,33
393024,7,52,1839,13.12,1.20,30,0.0315,7.94,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,99.621,33
393127,7,52,1859,13.12,1.20,30,0.0274,7.94,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,98.656,33
393231,7,52,1844,12.57,1.19,30,0.0238,7.94,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,99.292,33
393336,7,52,1871,12.59,1.19,30,0.0200,7.94,1,1.85,11.50,35.69,28.24,0.00,0.00,0.0000,98.554,33
393439,7,52,1849,12.53,1.19,30,0.0178,7.94,1,1.85,11.50,35.69,28.24,0.00,0.00,0.0000,98.441,33
393543,7,52,1880,12.33,1.18,30,0.0149,7.68,1,1.85,11.50,35.69,28.24,0.00,0.00,0.0000,98.974,33
393647,7,52,1873,12.59,1.18,30,0.0130,7.68,1,1.85,11.50,35.69,28.24,0.00,0.00,0.0000,99.405,33
393751,7,52,1899,12.11,1.18,30,0.0109,7.68,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,99.621,34
393855,7,52,1864,12.58,1.18,30,0.0098,7.68,1,1.84,11.50,35.69,28.24,0.00,0.00,0.0000,98.441,34
393959,7,52,1920,12.56,1.18,30,0.0079,7.68,1,1.85,11.50,35.29,26.67,0.00,0.00,0.0000,97.907,34
394063,7,52,1878,12.83,1.18,30,0.0068,7.68,1,1.84,11.50,34.12,26.67,0.00,0.00,0.0000,98.441,34
394167,7,52,1918,12.58,1.15,30,-0.0104,7.68,1,1.84,11.50,31.37,22.35,0.00,0.00,0.0000,96.966,34
394270,7,52,1872,12.57,1.15,30,-0.0131,7.42,1,1.82,11.50,29.80,21.96,0.00,0.00,0.0000,95.480,34
394375,7,52,1918,12.12,1.16,30,-0.0140,7.42,1,1.80,11.50,29.02,21.96,0.00,0.00,0.0000,94.742,34
394479,7,52,1894,12.10,1.17,30,-0.0007,7.42,1,1.79,11.50,29.02,21.57,0.00,0.00,0.0000,94.527,34
394583,7,52,1908,12.58,1.17,30,-0.0006,7.42,1,1.78,11.50,29.02,21.96,0.00,0.00,0.0000,94.311,34
394686,7,52,1915,12.56,1.17,30,0.0000,7.42,1,1.77,11.50,29.41,21.96,0.00,0.00,0.0000,94.844,34
394791,7,52,1895,12.55,1.17,30,0.0000,7.42,1,1.77,11.50,29.02,21.96,0.00,0.00,0.0000,94.413,34
394894,7,52,1922,12.58,1.17,30,0.0000,7.42,1,1.77,11.50,29.02,21.96,0.00,0.00,0.0000,94.844,34
394999,7,52,1906,12.56,1.17,30,0.0000,7.42,1,1.77,11.50,29.41,21.96,0.00,0.00,0.0000,94.413,34
395102,7,52,1926,12.59,1.17,30,0.0000,7.42,1,1.77,11.50,29.02,21.96,0.00,0.00,0.0000,94.629,34
395207,7,52,1906,12.58,1.17,30,0.0000,7.42,1,1.77,11.50,29.41,21.96,0.00,0.00,0.0000,94.946,34
395310,7,52,1936,12.60,1.17,30,0.0000,7.42,1,1.77,11.50,29.41,22.35,0.00,0.00,0.0000,94.946,34
395414,7,52,1908,12.59,1.17,30,0.0000,7.42,1,1.77,11.50,29.80,22.35,0.00,0.00,0.0000,95.264,34
395518,7,52,1940,12.54,1.17,30,0.0000,7.42,1,1.77,11.50,29.80,22.75,0.00,0.00,0.0000,95.797,34
395622,7,52,1937,12.33,1.17,30,0.0000,7.42,1,1.77,11.50,30.20,22.75,0.00,0.00,0.0000,94.946,34
395727,7,52,1942,12.56,1.17,30,0.0000,7.42,1,1.77,11.50,30.59,23.14,0.00,0.00,0.0000,94.413,34
395830,7,52,1928,12.58,1.17,30,0.0000,7.42,1,1.77,11.50,30.59,23.14,0.00,0.00,0.0000,94.629,34
395934,7,52,1957,12.59,1.17,30,0.0000,7.42,1,1.77,11.50,30.20,23.14,0.00,0.00,0.0000,95.378,35
396038,7,52,1926,12.34,1.17,30,0.0000,7.42,1,1.77,11.50,30.20,23.14,0.00,0.00,0.0000,95.593,35
396142,7,52,1953,12.81,1.17,30,0.0000,7.42,1,1.77,11.50,30.20,22.35,0.00,0.00,0.0000,95.695,35
396246,7,52,1948,12.58,1.15,30,0.0000,7.42,1,1.77,11.50,28.63,20.00,0.00,0.00,0.0000,93.891,35
396350,7,52,1962,12.58,1.14,30,-0.0265,7.17,1,1.75,12.00,25.88,18.82,0.00,0.00,0.0000,91.452,35
396454,7,52,1956,12.59,1.15,30,-0.0210,7.17,1,1.73,12.00,25.88,18.82,0.00,0.00,0.0000,91.134,35
396557,7,52,1970,12.09,1.16,30,-0.0162,6.91,1,1.71,12.00,25.88,18.82,0.00,0.00,0.0000,90.499,35
396661,7,52,1946,12.12,1.16,30,-0.0012,7.17,1,1.70,12.00,25.88,18.82,0.00,0.00,0.0000,91.463,35
396765,7,52,1982,12.10,1.16,30,-0.0007,7.17,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,92.201,35
396870,7,52,1953,12.10,1.16,30,0.0000,7.17,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,91.452,35
396974,7,52,2010,12.59,1.16,30,0.0000,7.17,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,90.930,35
397080,7,52,1948,12.10,1.16,30,0.0000,7.17,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,92.518,35
397184,7,52,2004,12.11,1.16,30,0.0000,7.17,1,1.69,12.00,26.27,19.22,0.00,0.00,0.0000,91.032,35
397289,7,52,1975,12.11,1.16,30,0.0000,7.17,1,1.69,12.00,26.27,19.22,0.00,0.00,0.0000,90.930,35
397392,7,52,2010,12.49,1.16,30,0.0000,7.17,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,92.201,36
397496,7,52,1996,12.14,1.16,30,0.0000,6.91,1,1.69,12.00,26.67,19.22,0.00,0.00,0.0000,90.817,35
397600,7,52,1996,12.10,1.16,30,0.0000,6.91,1,1.68,12.00,26.67,18.82,0.00,0.00,0.0000,90.930,35
397704,7,52,1978,12.34,1.09,30,-0.0296,6.66,1,1.68,12.00,22.35,13.33,0.00,0.00,0.0000,86.381,35
397808,7,52,1987,11.85,1.05,30,-0.1041,6.14,1,1.62,12.50,18.82,11.76,0.00,0.00,0.0000,76.737,35
397912,7,52,1994,12.11,1.07,30,-0.0977,5.89,1,1.52,13.50,18.43,11.76,0.00,0.00,0.0000,74.626,35
398015,7,52,1996,12.11,1.09,30,-0.0676,5.63,1,1.45,14.50,18.43,11.76,0.00,0.00,0.0000,73.775,35
398120,7,52,1973,12.29,1.11,30,-0.0408,5.63,1,1.40,14.50,18.43,11.76,0.00,0.00,0.0000,72.074,35
398225,7,52,1992,12.36,1.12,30,-0.0257,5.63,1,1.37,15.00,18.43,11.76,0.00,0.00,0.0000,73.038,35
398330,7,52,1970,12.09,1.14,30,-0.0021,5.63,1,1.36,15.00,18.82,12.16,0.00,0.00,0.0000,73.027,35
398435,7,52,1984,12.11,1.18,30,0.0150,5.89,1,1.36,14.50,21.57,16.47,0.00,0.00,0.0000,78.847,35
398538,7,52,1997,12.10,1.22,30,0.0613,6.40,1,1.42,13.50,25.49,19.22,0.00,0.00,0.0000,88.491,35
398643,7,52,1988,12.11,1.21,30,0.0599,6.66,1,1.52,13.00,27.06,19.61,0.00,0.00,0.0000,90.181,35
398746,7,52,1981,12.58,1.21,30,0.0494,6.91,1,1.59,12.50,27.45,20.39,0.00,0.00,0.0000,91.032,35
398850,7,52,2012,13.11,1.22,30,0.0521,7.17,1,1.64,12.00,33.33,30.20,0.00,0.00,0.0000,96.637,36
398954,7,52,1990,13.12,1.21,30,0.0582,7.68,1,1.72,12.00,42.35,34.51,0.00,0.00,0.0000,98.656,36
399059,7,52,2019,13.12,1.21,30,0.0428,7.68,1,1.77,11.50,42.35,34.51,0.00,0.00,0.0000,99.825,36
399162,7,52,2016,12.56,1.20,30,0.0376,7.68,1,1.80,11.50,42.75,34.51,0.00,0.00,0.0000,98.225,36
399267,7,52,2033,12.59,1.19,30,0.0231,7.68,1,1.82,11.50,42.35,34.51,0.00,0.00,0.0000,99.711,36
399370,7,52,2026,12.56,1.19,30,0.0210,7.68,1,1.83,11.50,42.35,33.33,0.00,0.00,0.0000,99.190,36
399474,7,52,2051,12.59,1.19,30,0.0174,7.68,1,1.83,11.50,40.00,32.16,0.00,0.00,0.0000,98.974,36
399579,7,52,2064,12.57,1.17,30,0.0146,7.68,1,1.83,11.50,36.08,25.88,0.00,0.00,0.0000,97.703,37
399682,7,52,2048,12.58,1.16,30,-0.0109,7.42,1,1.81,11.50,32.16,23.14,0.00,0.00,0.0000,95.911,37
399787,7,52,2072,12.08,1.14,30,-0.0177,7.42,1,1.79,12.00,29.41,21.96,0.00,0.00,0.0000,94.209,37
399891,7,52,2046,11.87,1.15,30,-0.0178,7.17,1,1.77,12.00,29.02,21.18,0.00,0.00,0.0000,94.209,37
399995,7,52,2088,12.11,1.15,30,-0.0174,7.17,1,1.75,12.00,27.45,20.00,0.00,0.00,0.0000,92.836,37
400099,7,52,2074,12.10,1.16,30,-0.0148,7.17,1,1.72,12.00,27.45,20.00,0.00,0.00,0.0000,91.985,37
400204,7,52,2073,12.12,1.16,30,-0.0008,7.17,1,1.71,12.00,27.45,19.61,0.00,0.00,0.0000,91.350,37
400309,7,52,2104,12.35,1.12,30,-0.0135,6.91,1,1.70,12.50,26.67,17.65,0.00,0.00,0.0000,89.659,37
400411,7,52,2043,12.12,0.92,30,-0.1325,5.89,1,1.66,12.50,15.69,3.14,0.00,0.00,0.0000,71.246,37
400516,7,52,1970,12.12,0.80,30,-0.3164,4.10,1,1.47,15.50,8.63,1.96,0.00,0.00,0.0000,49.746,37
400621,7,52,2119,12.11,0.71,30,-0.3771,0.51,1,1.22,19.50,8.24,1.57,0.00,0.00,0.0000,38.145,36
400724,7,52,2021,12.59,0.77,30,-0.3119,0.77,1,0.95,20.00,8.24,1.57,0.00,0.00,0.0000,31.893,36
400829,7,52,1971,13.59,0.83,30,-0.1995,0.77,1,0.75,24.50,7.84,1.18,0.00,0.00,0.0000,28.450,36
400932,7,52,2030,14.09,0.86,30,-0.1571,0.77,1,0.62,29.00,7.45,0.78,0.00,0.00,0.0000,25.540,35
401036,7,52,1934,14.44,0.88,30,-0.1331,0.77,1,0.52,31.00,7.06,0.39,0.00,0.00,0.0000,23.634,35
401140,7,52,2012,14.09,0.88,30,-0.1269,0.51,1,0.45,33.00,6.67,0.39,0.00,0.00,0.0000,20.908,35
401244,7,52,1920,13.65,0.91,30,-0.1078,0.77,1,0.40,20.00,6.67,0.00,0.00,0.00,0.0000,19.504,35
401348,7,52,1904,13.14,0.93,30,-0.0808,0.51,1,0.36,20.00,5.88,0.00,0.00,0.00,0.0000,18.551,34
401452,7,52,1788,13.09,0.96,30,-0.0557,0.77,1,0.33,15.00,5.88,0.00,0.00,0.00,0.0000,18.284,34
401555,7,52,1671,12.59,1.00,30,-0.0318,0.77,1,0.31,20.00,5.49,0.00,0.00,0.00,0.0000,18.284,34
401660,7,53,1569,12.57,1.05,30,0.0000,1.54,1,0.30,26.00,5.88,2.75,0.00,0.00,0.0000,19.575,34
401764,7,53,1459,12.60,1.71,30,0.3186,2.30,1,0.32,26.00,17.25,14.12,0.00,0.00,0.0000,45.848,34
401869,7,53,1542,12.58,1.28,30,0.5703,3.58,1,0.54,20.00,8.24,0.00,0.00,0.00,0.0000,50.965,33
401972,7,53,1626,12.87,1.02,30,0.1083,3.07,1,0.68,20.00,5.88,0.00,0.00,0.00,0.0000,37.509,33
402077,7,53,1634,12.88,0.92,30,-0.0567,2.56,1,0.66,20.00,5.49,0.00,0.00,0.00,0.0000,29.434,33
402181,7,53,1583,14.10,0.89,30,-0.1021,2.30,1,0.60,20.00,5.49,0.00,0.00,0.00,0.0000,25.540,33
402284,7,53,1543,14.13,0.89,30,-0.1190,2.05,1,0.53,20.00,5.88,0.00,0.00,0.00,0.0000,23.685,33
402388,7,53,1484,14.13,0.92,30,-0.1007,2.05,1,0.47,20.00,5.88,0.00,0.00,0.00,0.0000,22.998,32
402492,7,53,1431,13.57,0.94,30,-0.0778,2.05,1,0.43,20.00,5.88,0.00,0.00,0.00,0.0000,22.783,32
402596,7,53,1375,13.59,0.96,30,-0.0461,1.79,1,0.41,20.00,5.49,0.00,0.00,0.00,0.0000,22.998,32
402700,7,53,1339,13.57,0.95,30,-0.0500,1.79,1,0.39,20.00,4.71,0.00,0.00,0.00,0.0000,21.779,32
402804,7,53,1276,13.13,1.00,30,-0.0379,1.79,1,0.38,20.00,5.10,0.00,0.00,0.00,0.0000,22.014,31
402908,7,53,1207,13.10,1.00,30,-0.0035,1.79,1,0.37,20.00,5.10,0.00,0.00,0.00,0.0000,23.367,31
403012,7,53,1162,13.12,1.00,30,-0.0019,1.79,1,0.37,19.00,5.10,0.00,0.00,0.00,0.0000,24.269,31
403116,7,53,1118,13.12,1.00,30,0.0000,1.79,1,0.38,18.00,4.71,0.00,0.00,0.00,0.0000,24.587,30
403220,7,53,1090,13.10,1.00,30,0.0000,1.79,1,0.38,17.00,4.71,0.39,0.00,0.00,0.0000,25.006,30
403324,7,53,1041,13.12,1.07,30,0.0332,2.05,1,0.39,16.00,5.88,1.57,0.00,0.00,0.0000,27.548,30
403428,7,53,1017,13.11,1.13,30,0.1072,2.05,1,0.40,16.50,6.67,1.57,0.00,0.00,0.0000,31.227,30
403532,7,53,1069,13.12,1.16,30,0.1388,2.30,1,0.43,10.00,6.67,2.35,0.00,0.00,0.0000,33.850,29
403636,7,53,1140,12.58,1.17,30,0.1608,2.56,1,0.47,12.00,7.45,3.14,0.00,0.00,0.0000,36.709,29
403739,7,53,1315,12.56,1.17,30,0.1641,2.56,1,0.52,13.00,8.24,3.92,0.00,0.00,0.0000,38.349,28
403843,7,53,1577,12.59,1.18,30,0.1505,2.82,1,0.57,22.50,10.20,5.88,0.00,0.00,0.0000,40.255,28
403947,7,53,1880,13.11,1.15,30,0.1561,3.07,1,0.63,23.00,12.16,6.27,0.00,0.00,0.0000,43.063,27
404052,7,53,2148,13.57,1.08,30,0.0941,3.33,1,0.72,24.50,12.94,6.27,0.00,0.00,0.0000,42.059,27
404155,7,53,2088,13.88,1.08,30,0.0519,3.33,1,0.75,22.50,12.94,6.27,0.00,0.00,0.0000,43.063,27
404259,7,53,1914,15.10,1.08,30,0.0665,3.58,1,0.78,20.00,12.94,6.27,0.00,0.00,0.0000,45.820,27
404363,7,53,2002,16.13,1.12,30,0.0736,3.58,1,0.82,20.00,14.90,10.20,0.00,0.00,0.0000,48.350,27
404467,7,53,2120,15.60,1.20,30,0.1299,4.35,1,0.90,17.00,17.65,11.37,0.00,0.00,0.0000,58.147,26
404571,7,53,2003,15.59,1.24,30,0.1345,4.86,1,1.02,19.50,20.00,12.94,0.00,0.00,0.0000,67.257,27
404676,7,53,2022,15.62,1.22,30,0.1165,5.38,1,1.14,17.50,20.00,12.94,0.00,0.00,0.0000,71.018,27
404779,7,53,2076,16.11,1.21,30,0.0792,5.63,1,1.22,16.50,20.00,13.33,0.00,0.00,0.0000,71.654,27
404883,7,53,2026,15.76,1.20,30,0.0718,5.63,1,1.27,16.00,21.18,13.73,0.00,0.00,0.0000,73.129,27
404987,7,53,2083,15.73,1.21,30,0.0693,5.89,1,1.32,15.50,22.35,15.29,0.00,0.00,0.0000,77.474,27
405091,7,53,2072,16.48,1.21,30,0.0654,6.14,1,1.37,14.50,23.14,15.69,0.00,0.00,0.0000,79.913,27
405194,7,53,2076,15.63,1.20,30,0.0555,6.14,1,1.42,14.50,23.14,16.86,0.00,0.00,0.0000,80.980,28
