Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Accelerator Pedal Angle (%),Combined Throttle Request (D2WD610H diagnostic)* (%),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Manifold Absolute Pressure (kPa)
380005,14.32,7,62,1.01,3654,16.12,38080,1.11,3.6673,25.00,23,61.84,24.31,0.0029,18.82,22.97,1328.1,32,59
380109,14.24,7,62,0.99,3776,15.56,33984,1.10,3.5540,27.00,23,62.16,23.92,0.0012,18.82,22.97,1328.1,32,58
380213,14.32,7,62,0.96,3897,15.12,33536,1.09,3.4285,30.00,23,62.38,23.92,0.0000,18.82,23.01,1328.1,32,56
380317,14.32,7,62,0.94,4006,15.36,29952,1.08,3.3030,31.00,23,64.31,23.92,-0.0004,18.82,23.30,1328.1,32,55
380422,14.24,7,62,0.94,4099,14.56,30016,1.07,3.2757,30.50,23,65.98,24.71,0.0000,19.22,24.10,1328.1,32,55
380526,14.16,7,62,0.95,4190,14.93,33472,1.07,3.3293,30.00,23,69.48,25.10,0.0007,19.61,24.62,1328.1,32,57
380631,14.08,7,62,0.98,4337,14.63,30016,1.09,3.4645,28.50,23,76.68,26.27,0.0005,20.78,27.03,1328.1,32,58
380736,14.32,7,62,1.04,4382,15.08,33536,1.16,3.9430,23.50,23,87.15,29.02,0.0628,23.92,29.77,1328.1,32,63
380839,14.16,7,62,1.13,4490,15.09,33536,1.22,4.4670,18.00,23,104.78,32.94,0.1067,27.84,33.08,1328.1,32,71
380943,14.32,7,62,1.33,4597,14.60,29952,1.36,0.0000,16.00,23,108.23,34.90,0.0888,29.02,29.45,1328.1,32,78
381048,14.16,7,62,1.33,4366,14.56,29952,1.06,4.3910,15.50,24,40.99,17.65,-0.1351,8.63,4.36,1328.1,32,75
381152,14.32,7,62,0.75,4280,14.56,30080,0.32,0.8510,33.50,24,14.83,5.88,-0.5469,0.00,4.36,1328.1,32,29
381255,14.24,7,62,1.36,4160,14.59,29824,3.00,0.0000,15.00,24,500.00,4.31,1.9658,0.00,4.36,1328.1,32,11
381360,14.32,7,62,3.29,3909,15.35,34880,1.65,0.0000,15.00,24,500.00,4.31,0.1268,0.00,5.11,1328.1,13,6
381464,14.24,7,62,3.78,3628,14.32,29056,1.35,0.0000,15.00,24,500.00,4.71,0.0353,0.00,4.08,1328.1,13,5
381567,14.32,7,62,3.93,3384,15.13,33664,1.30,0.0000,15.00,24,500.00,4.31,0.0115,0.00,6.15,1328.1,13,5
381672,14.40,7,62,3.98,3153,15.12,33344,1.29,0.0000,15.00,24,500.00,4.31,0.0000,0.00,6.27,1328.1,13,6
381775,14.32,7,62,3.99,2925,15.10,33536,1.28,0.0000,15.00,24,500.00,6.27,0.0000,0.00,5.89,1328.1,13,7
381879,14.32,7,62,4.00,2682,15.12,34752,1.28,0.0000,15.00,24,500.00,4.31,0.0000,0.00,3.95,1328.1,4,206
381983,14.32,7,62,4.00,2455,15.59,41536,1.28,0.0000,15.00,24,500.00,3.92,0.0000,0.00,3.95,1328.1,4,206
382088,14.40,7,62,4.00,2236,16.57,54848,1.28,0.0000,15.00,24,500.00,3.92,0.0000,0.00,3.95,1328.1,4,206
382191,14.32,7,62,4.00,2025,18.57,56128,1.28,0.0000,15.00,24,500.00,3.92,0.0000,0.00,3.95,1328.1,4,206
382294,14.40,7,62,4.00,1826,18.58,56192,1.28,0.0000,15.00,24,500.00,3.92,0.0000,0.00,3.95,1328.1,4,206
382399,14.32,7,62,3.17,1632,18.58,56192,0.82,8.9240,15.00,24,4.94,3.92,-0.5233,0.00,3.95,1328.1,4,200
382502,14.16,7,62,2.01,1445,18.56,56192,0.73,4.9802,15.00,24,4.84,3.92,-0.5862,0.00,4.23,1328.1,13,12
382607,14.32,7,62,1.46,1267,18.57,56256,0.59,2.6545,15.00,24,4.78,4.31,-0.7268,0.00,5.80,1328.1,13,14
382712,14.32,7,62,1.08,1096,18.59,56192,0.45,1.5380,15.00,24,5.79,6.27,-0.6709,0.00,6.76,1328.1,13,16
382815,14.40,7,62,0.89,931,18.58,56256,0.43,1.3030,15.00,24,5.59,4.71,-0.5768,0.00,7.18,1328.1,45,24
382918,14.16,7,62,0.79,785,18.58,56256,0.54,1.3873,15.00,24,5.92,7.06,-0.4207,0.00,7.18,1328.1,45,26
383023,14.32,7,62,0.74,631,18.61,56192,0.70,1.7010,15.00,24,6.72,7.45,-0.2587,0.00,5.04,1328.1,13,35
383127,14.24,7,62,0.73,590,0.00,62784,0.83,1.9792,15.00,24,7.01,5.88,-0.1400,0.00,5.93,1328.1,13,41
383230,14.40,7,62,0.73,600,16.59,43264,0.89,2.1107,15.00,24,7.93,6.27,-0.0698,0.00,5.47,1328.1,13,42
383334,14.56,7,62,0.74,620,15.58,36544,0.95,2.2963,15.00,24,8.67,5.49,-0.0348,0.00,5.57,1328.1,9,45
383439,14.16,7,62,0.75,672,14.07,26880,0.98,2.3955,15.00,24,9.25,5.49,-0.0184,0.00,5.58,1328.1,9,46
383542,14.32,7,62,0.76,717,13.32,21952,0.99,2.4530,15.00,24,9.99,5.49,-0.0129,0.00,5.52,1328.1,9,46
383646,14.24,7,62,0.76,780,13.12,20352,0.99,2.4758,15.00,24,10.76,5.49,-0.0202,0.00,5.65,1328.1,9,46
383750,14.24,7,62,0.76,854,12.09,13760,0.99,2.4728,15.00,24,11.31,5.88,-0.0139,0.00,5.77,1328.1,9,45
383854,14.40,7,62,0.76,913,12.12,13888,1.00,2.4770,15.00,24,11.77,5.88,-0.0234,0.00,5.82,1328.1,9,44
383958,14.24,7,62,0.75,975,12.36,19200,0.98,2.4038,15.00,24,11.87,5.88,-0.0341,0.00,5.92,1328.1,9,43
384062,14.32,7,62,0.74,1035,13.11,23104,0.97,2.3228,15.00,24,11.98,5.88,-0.0437,0.00,6.00,1328.1,9,41
384166,14.32,7,62,0.72,1083,13.56,26880,0.96,2.2473,15.00,24,11.98,6.27,-0.0479,0.00,6.06,1328.1,9,40
384270,14.32,7,62,0.69,1125,14.13,27008,0.96,2.1848,15.00,23,11.73,6.27,-0.0502,0.00,6.18,1328.1,9,38
384374,14.32,7,62,0.67,1148,14.37,28416,0.95,2.0987,15.00,23,11.50,6.27,-0.0479,0.00,6.22,1328.1,9,37
384478,14.32,7,62,0.65,1168,14.09,26944,0.96,2.0343,15.00,23,11.48,6.27,-0.0459,0.00,6.06,1328.1,9,36
384582,14.32,7,62,0.63,1176,14.11,26944,0.96,1.9730,15.00,23,11.21,6.27,-0.0420,0.00,6.08,1328.1,9,36
384686,14.40,7,62,0.61,1185,14.11,26752,0.96,1.9250,15.00,23,10.99,6.27,-0.0404,0.00,6.21,1328.1,9,35
384789,14.40,7,62,0.59,1187,14.06,26816,0.97,1.8818,15.00,23,10.76,6.27,-0.0352,0.00,6.19,1328.1,9,34
384894,14.32,7,62,0.58,1188,14.11,27008,0.97,1.8417,15.00,23,10.77,6.27,-0.0283,0.00,6.34,1328.1,9,34
384997,14.32,7,62,0.57,1189,14.12,26752,0.98,1.8133,15.00,23,10.60,6.27,-0.0268,0.00,6.27,1328.1,9,33
385101,14.32,7,62,0.56,1175,14.08,26816,0.98,1.7988,15.00,23,10.45,6.27,-0.0210,0.00,6.44,1328.1,9,33
385206,14.32,7,62,0.55,1168,14.09,27008,0.98,1.7772,15.00,23,10.52,6.67,-0.0038,0.00,6.43,1328.1,9,33
385309,14.32,7,62,0.55,1167,14.13,26816,1.00,1.7940,15.00,23,10.68,6.67,-0.0026,0.00,6.43,1328.1,9,33
385413,14.40,7,62,0.55,1167,14.10,26816,1.00,1.7940,15.00,23,10.81,6.67,-0.0016,0.00,6.53,1328.1,9,34
385518,14.32,7,62,0.55,1166,14.10,26880,1.00,1.8003,15.00,23,10.82,6.67,0.0000,0.00,6.48,1328.1,9,34
385622,14.16,7,62,0.55,1171,13.89,25408,1.00,1.8045,15.00,23,10.93,6.67,0.0000,0.00,6.60,1328.1,9,34
385727,14.24,7,62,0.55,1169,13.86,26688,1.00,1.8105,15.00,23,10.98,6.67,0.0000,0.00,6.60,1328.1,9,34
385830,14.40,7,62,0.55,1176,14.09,27008,1.00,1.8190,15.00,23,11.19,7.06,0.0000,0.00,6.56,1328.1,9,34
385934,14.32,7,62,0.56,1184,14.11,26944,1.00,1.8313,15.00,23,11.28,7.06,0.0000,0.00,6.69,1328.1,9,34
386038,14.32,7,62,0.56,1200,14.12,29632,1.01,1.8417,15.00,23,11.39,7.06,0.0019,0.00,6.62,1328.1,9,34
386142,14.32,7,62,0.56,1210,14.55,27008,1.01,1.8478,15.00,23,11.42,7.06,0.0020,0.00,6.64,1328.1,9,35
386246,14.40,7,62,0.56,1216,14.15,30016,1.01,1.8508,15.00,23,11.39,6.67,0.0020,0.00,6.61,1328.1,9,34
386349,14.32,7,62,0.56,1227,14.58,29824,1.01,1.8515,15.00,23,11.36,7.06,0.0018,0.00,6.66,1328.1,9,34
386454,14.32,7,62,0.56,1226,14.56,29888,1.00,1.8433,15.00,23,11.39,6.67,0.0000,0.00,6.64,1328.1,9,34
386557,14.32,7,62,0.56,1232,14.56,30080,1.00,1.8365,15.00,23,11.55,7.06,0.0000,0.00,6.71,1328.1,9,34
386661,14.32,7,62,0.56,1234,14.66,29888,1.00,1.8342,15.00,23,11.48,6.67,0.0000,0.00,6.68,1328.1,9,34
386766,14.40,7,62,0.56,1234,14.56,29888,1.00,1.8308,15.00,23,11.42,7.06,0.0000,0.00,6.76,1328.1,9,34
386869,14.32,7,62,0.56,1240,14.56,29952,1.00,1.8313,15.00,23,11.38,7.06,0.0000,0.00,6.74,1328.1,9,34
386973,14.08,7,62,0.55,1236,14.59,30016,1.00,1.8185,15.00,23,11.37,7.06,0.0000,0.00,6.81,1328.1,9,34
387077,14.32,7,62,0.55,1236,14.56,29888,1.00,1.8180,15.00,23,11.33,7.06,0.0000,0.00,6.83,1328.1,9,34
387181,14.32,7,62,0.55,1242,14.56,30080,1.00,1.8188,15.00,23,11.48,7.06,0.0000,0.00,6.95,1328.1,9,34
387285,14.32,7,62,0.56,1245,14.57,30016,1.00,1.8223,15.00,23,11.67,7.06,0.0000,0.00,6.86,1328.1,9,34
387390,14.32,7,62,0.56,1248,14.59,29824,1.00,1.8285,15.00,23,11.88,7.06,0.0000,0.00,6.94,1328.1,9,34
387493,14.32,7,62,0.56,1256,14.55,30016,1.00,1.8337,15.00,23,11.74,7.06,0.0000,0.00,6.91,1328.1,9,34
387597,14.24,7,62,0.56,1264,14.58,30080,1.01,1.8360,15.00,23,11.78,7.06,0.0000,0.00,6.96,1328.1,9,34
387701,14.32,7,62,0.56,1270,14.57,28608,1.01,1.8377,15.00,23,11.91,7.06,0.0000,0.00,6.96,1328.1,9,34
387805,14.32,7,62,0.56,1278,14.32,28352,1.01,1.8397,15.00,23,11.99,7.06,0.0000,0.00,6.95,1328.1,9,34
387909,14.32,7,62,0.56,1278,14.57,30144,1.01,1.8430,15.00,23,12.09,7.06,0.0000,0.00,6.95,1328.1,9,34
388013,14.32,7,62,0.56,1287,14.60,29888,1.01,1.8453,15.00,23,12.10,7.06,0.0000,0.00,6.95,1328.1,9,34
388116,14.32,7,62,0.56,1289,14.56,29952,1.01,1.8473,15.00,23,12.11,7.06,0.0000,0.00,6.98,1328.1,9,34
388221,14.32,7,62,0.56,1298,14.56,30144,1.01,1.8442,15.00,23,12.16,7.06,0.0000,0.00,6.98,1328.1,9,34
388324,14.32,7,62,0.56,1295,14.60,29888,1.01,1.8420,15.00,23,12.13,7.06,0.0000,0.00,7.03,1328.1,9,34
388429,14.40,7,62,0.56,1297,14.58,29888,1.01,1.8475,15.00,23,12.04,7.06,0.0000,0.00,7.06,1328.1,9,34
388533,14.32,7,62,0.56,1300,14.55,30016,1.01,1.8365,15.00,23,11.95,7.06,0.0000,0.00,7.05,1328.1,9,34
388636,14.24,7,62,0.56,1304,14.58,29952,1.01,1.8317,15.00,23,12.13,7.06,0.0000,0.00,7.08,1328.1,9,33
388741,14.32,7,62,0.56,1304,14.82,31488,1.01,1.8310,15.00,23,12.08,7.06,0.0000,0.00,7.08,1328.1,9,34
388844,14.32,7,62,0.56,1305,14.56,29952,1.01,1.8300,15.00,23,12.24,7.45,0.0000,0.00,7.08,1328.1,9,34
388948,14.40,7,62,0.56,1301,14.59,30080,1.01,1.8325,15.00,23,12.25,7.45,0.0000,0.00,7.09,1328.1,9,34
389052,14.40,7,62,0.56,1311,14.57,29824,1.01,1.8370,15.00,24,12.20,7.45,0.0000,0.00,7.11,1328.1,9,34
389156,14.32,7,62,0.56,1300,14.55,30080,1.01,1.8380,15.00,24,12.32,7.45,0.0000,0.00,7.10,1328.1,9,34
389260,14.32,7,62,0.56,1306,14.58,29952,1.01,1.8425,15.00,24,12.19,7.45,0.0000,0.00,7.13,1328.1,9,34
389363,14.32,7,62,0.56,1312,14.59,29824,1.01,1.8460,15.00,23,12.32,7.45,0.0000,0.00,7.13,1328.1,9,34
389468,14.40,7,62,0.56,1316,14.57,29952,1.01,1.8493,15.00,24,12.46,7.45,0.0000,0.00,7.12,1328.1,9,34
389572,14.40,7,62,0.56,1318,14.56,30016,1.01,1.8505,15.00,24,12.20,7.45,0.0000,0.00,7.12,1328.1,9,34
389675,14.16,7,62,0.56,1320,14.58,29952,1.01,1.8478,15.00,24,12.33,7.45,0.0000,0.00,7.14,1328.1,9,34
389780,14.32,7,62,0.56,1327,14.55,29760,1.01,1.8433,15.00,24,12.35,7.45,0.0000,0.00,7.13,1328.1,9,34
389884,14.32,7,62,0.56,1326,14.33,28544,1.01,1.8420,15.00,24,12.32,7.45,0.0000,0.00,7.27,1328.1,9,34
389989,14.32,7,62,0.56,1328,14.40,30080,1.01,1.8397,15.00,24,12.41,7.45,0.0000,0.39,5.07,1328.1,0,33
390092,14.32,7,62,0.56,1338,14.57,29952,1.01,1.8057,22.50,24,11.10,5.49,-0.0245,0.78,5.62,1328.1,0,33
390196,14.32,7,62,0.54,1334,14.56,30144,0.96,1.6795,23.50,24,10.40,5.49,-0.0511,1.18,5.62,1328.1,0,30
390301,14.32,7,62,0.51,1316,14.60,29888,0.95,1.6068,24.00,24,9.79,5.49,-0.0525,1.18,5.62,1328.1,0,28
390404,14.40,7,62,0.49,1293,14.58,29888,0.96,1.5485,24.50,24,9.39,5.49,-0.0441,1.18,5.62,1328.1,0,27
390509,14.32,7,62,0.48,1268,14.55,30080,0.96,1.5020,24.50,24,9.04,5.88,-0.0378,1.18,5.74,1328.1,0,27
390612,14.32,7,63,0.46,1239,14.12,27008,0.97,1.4750,25.00,24,9.01,5.88,-0.0255,1.57,6.19,1328.1,0,27
390716,14.32,7,63,0.46,1200,14.37,28416,1.00,1.4988,24.50,24,9.37,6.67,-0.0033,1.96,6.64,1328.1,0,28
390820,14.32,7,63,0.46,1181,13.55,23488,1.00,1.5143,24.00,24,9.78,7.06,0.0290,2.35,6.77,1328.1,0,29
390924,14.16,7,63,0.47,1170,13.58,23360,1.03,1.6130,23.50,24,10.15,7.06,0.0431,2.35,6.77,1328.1,0,31
391028,14.16,7,63,0.49,1168,13.57,23296,1.05,1.6758,23.00,24,10.41,7.06,0.0486,2.35,6.83,1328.1,0,32
391132,14.32,7,63,0.50,1176,13.54,23424,1.05,1.7198,22.50,24,10.84,7.06,0.0473,2.35,6.96,1328.1,0,33
391237,14.40,7,63,0.52,1187,13.58,23488,1.05,1.7685,22.50,24,11.35,7.06,0.0550,2.75,6.96,1328.1,0,34
391342,14.32,7,63,0.53,1208,14.12,26816,1.06,1.8340,22.00,24,11.56,7.06,0.0493,2.75,7.08,1328.1,0,34
391445,14.32,7,63,0.54,1228,14.08,26880,1.05,1.8560,22.00,24,11.79,7.06,0.0376,2.75,7.21,1328.1,0,35
391549,14.24,7,63,0.55,1255,14.10,27008,1.04,1.8722,22.00,24,12.23,7.45,0.0380,2.75,7.34,1328.1,0,35
391654,14.40,7,63,0.56,1278,14.59,30848,1.04,1.9133,21.50,24,12.88,7.45,0.0393,3.14,7.53,1328.1,0,35
391758,14.32,7,63,0.57,1297,15.10,33408,1.04,1.9520,21.50,24,13.17,7.84,0.0380,3.14,7.59,1328.1,0,35
391863,14.32,7,63,0.58,1323,15.10,36352,1.04,1.9758,21.50,24,13.57,7.84,0.0361,3.14,7.66,1328.1,0,36
391967,14.32,7,63,0.59,1356,15.57,32064,1.04,2.0020,22.00,24,13.87,7.84,0.0150,3.53,7.79,1328.1,0,36
392071,14.24,7,63,0.60,1374,14.86,34816,1.02,1.9872,22.00,24,14.11,7.84,0.0142,3.53,7.79,1328.1,0,36
392176,14.40,7,63,0.60,1399,15.57,36544,1.02,1.9920,22.00,24,14.23,8.24,0.0131,3.53,7.85,1328.1,0,36
392279,14.40,7,63,0.60,1424,15.58,36608,1.02,2.0040,22.50,24,14.41,7.84,0.0115,3.53,7.85,1328.1,0,35
392383,14.16,7,63,0.60,1448,15.16,33344,1.02,1.9940,22.50,24,14.69,8.24,0.0097,3.53,7.91,1328.1,0,35
392487,14.32,7,63,0.60,1472,15.09,33536,1.01,1.9832,23.00,24,14.63,8.24,0.0079,3.53,7.91,1328.1,0,34
392591,14.32,7,63,0.60,1488,15.11,33600,1.01,1.9655,23.50,24,14.67,8.24,0.0061,3.53,7.98,1328.1,0,34
392696,14.40,7,63,0.59,1505,15.12,33344,1.01,1.9455,24.00,24,14.59,8.24,0.0044,3.53,8.04,1328.1,0,34
392800,14.40,7,63,0.58,1526,15.09,33536,1.01,1.9240,24.00,24,14.62,8.24,0.0028,3.53,8.10,1328.1,0,33
392903,14.32,7,63,0.58,1533,15.12,33600,1.01,1.9100,24.50,24,14.48,8.24,0.0015,3.92,8.17,1328.1,0,33
393008,14.32,7,63,0.57,1540,14.83,31168,1.01,1.8822,25.00,24,14.61,8.24,0.0000,3.92,8.17,1328.1,0,33
393112,14.40,7,63,0.57,1555,14.56,30016,1.01,1.8778,25.00,24,14.55,8.24,0.0000,3.92,8.23,1328.1,0,32
393218,14.32,7,63,0.57,1558,14.09,26944,1.01,1.8645,25.50,24,14.92,8.63,0.0000,3.92,8.30,1328.1,0,32
393321,14.32,7,63,0.57,1569,14.11,26816,1.01,1.8613,25.50,24,14.88,8.63,0.0000,3.92,8.36,1328.1,0,33
393426,14.16,7,63,0.57,1576,14.09,26880,1.01,1.8590,25.50,24,15.18,8.63,0.0000,4.31,8.60,1328.1,0,32
393530,14.32,7,63,0.57,1593,14.09,27008,1.01,1.8670,25.50,24,15.13,9.02,0.0000,4.31,8.72,1328.1,0,33
393634,14.32,7,63,0.57,1597,14.10,26752,1.01,1.8780,25.50,24,15.68,9.02,0.0000,4.31,8.72,1328.1,0,33
393738,14.32,7,63,0.58,1608,14.10,29632,1.01,1.8933,25.50,24,15.92,9.02,0.0014,4.31,8.84,1328.1,0,33
393843,14.40,7,63,0.58,1622,14.56,30016,1.01,1.9040,25.50,24,16.29,9.02,0.0022,4.71,9.07,1328.1,0,33
393946,14.32,7,63,0.59,1644,14.59,30080,1.01,1.9325,25.50,24,16.80,9.41,0.0029,4.71,9.55,1328.1,0,34
394052,14.40,7,63,0.59,1670,14.56,29696,1.02,2.0042,25.50,24,17.77,10.20,0.0286,5.49,9.90,1328.1,0,34
394155,14.40,7,63,0.61,1694,14.31,28416,1.04,2.0642,25.00,24,18.66,10.20,0.0341,5.49,10.02,1328.1,0,36
394260,14.08,7,63,0.63,1730,15.06,33536,1.04,2.1438,24.50,24,19.37,10.59,0.0331,5.88,10.26,1328.1,0,37
394363,14.32,7,63,0.64,1764,15.14,33408,1.04,2.1915,24.50,24,20.19,10.59,0.0278,5.88,10.61,1328.1,0,37
394467,14.32,7,63,0.66,1807,15.10,33472,1.04,2.2397,24.50,24,20.84,10.98,0.0319,6.27,10.85,1328.1,0,38
394571,14.24,7,63,0.67,1840,15.09,33600,1.03,2.2357,24.50,24,21.84,11.37,0.0261,6.67,10.99,1328.1,0,38
394675,14.32,7,63,0.68,1885,15.58,36544,1.02,2.2668,24.50,24,22.25,11.37,0.0090,6.67,10.99,1328.1,0,39
394780,14.16,7,63,0.69,1946,15.56,36480,1.02,2.2858,25.00,24,22.64,11.37,0.0080,6.67,10.99,1328.1,0,39
394884,14.32,7,63,0.69,1974,15.57,36672,1.02,2.2858,25.00,24,23.14,11.37,0.0066,6.67,10.99,1328.1,0,39
394987,14.32,7,63,0.69,2008,15.60,36544,1.01,2.2770,25.50,24,22.70,11.37,0.0051,6.67,10.99,1328.1,0,38
395092,14.32,7,63,0.68,2043,15.58,36352,1.01,2.2473,26.50,24,22.89,11.37,0.0031,6.67,10.99,1328.1,0,38
395196,14.24,7,63,0.67,2070,15.57,36608,1.01,2.2117,27.50,24,22.80,11.37,0.0015,6.67,10.99,1328.1,0,37
395299,14.32,7,63,0.66,2100,14.57,29952,1.01,2.1763,28.00,24,22.58,11.37,0.0000,6.67,10.99,1328.1,0,37
395403,14.24,7,63,0.65,2136,14.55,29760,1.01,2.1593,28.50,24,22.65,11.37,0.0000,6.67,10.99,1328.1,0,36
395508,14.32,7,63,0.64,2153,14.56,30144,1.01,2.1080,29.00,24,22.58,11.37,-0.0005,6.67,10.99,1328.1,0,36
395612,14.32,7,63,0.64,2155,14.58,27456,1.01,2.0840,29.50,24,22.35,11.37,-0.0005,6.67,10.99,1328.1,0,36
395717,14.32,7,63,0.62,2171,14.11,26752,1.01,2.0545,30.00,24,22.25,11.37,-0.0006,6.67,10.99,1328.1,0,35
395821,14.32,7,63,0.62,2201,14.09,26944,1.01,2.0395,30.00,24,22.15,11.37,-0.0005,6.67,10.99,1328.1,0,35
395925,14.32,7,63,0.61,2213,14.11,26944,1.01,2.0075,30.50,24,22.10,11.37,-0.0005,6.67,10.99,1328.1,0,35
396030,14.32,7,63,0.60,2221,14.11,26752,1.01,1.9870,31.00,24,21.94,11.37,0.0000,6.67,10.99,1328.1,0,34
396134,14.32,7,63,0.60,2211,14.09,26880,1.01,1.9692,31.50,24,21.87,11.37,0.0000,6.67,10.99,1328.1,0,34
396239,14.32,7,63,0.59,2219,13.88,25472,1.01,1.9580,31.00,24,21.92,11.37,0.0000,6.67,10.99,1328.1,0,34
396342,14.40,7,63,0.59,2226,13.87,26048,1.01,1.9510,31.50,24,21.73,11.37,0.0000,6.67,10.99,1328.1,0,34
396446,14.40,7,63,0.59,2232,14.56,29824,1.01,1.9340,31.50,24,21.75,11.37,0.0000,6.67,11.42,1328.1,0,34
396551,14.16,7,63,0.59,2236,14.56,30080,1.01,1.9338,31.50,24,22.50,11.76,0.0000,7.06,11.56,1328.1,0,34
396655,14.24,7,63,0.60,2257,14.60,29952,1.01,1.9558,31.50,24,23.19,12.16,0.0009,7.45,11.70,1328.1,0,35
396759,14.32,7,63,0.61,2268,14.57,29888,1.01,1.9960,31.50,24,23.79,12.16,0.0017,7.45,11.84,1328.1,0,36
396863,14.32,7,63,0.62,2283,14.55,30080,1.01,2.0285,31.50,24,24.43,12.55,0.0023,7.45,11.99,1328.1,0,36
396967,14.32,7,63,0.63,2303,15.11,33536,1.01,2.0633,32.00,24,24.83,12.55,0.0027,7.84,12.13,1328.1,0,37
397070,14.32,7,63,0.64,2322,15.10,33408,1.01,2.0817,32.00,24,25.27,12.55,0.0030,7.84,12.27,1328.1,0,37
397175,14.32,7,63,0.64,2342,15.09,33536,1.01,2.1225,32.00,24,25.95,12.55,0.0030,7.84,12.41,1328.1,0,38
397278,14.32,7,63,0.65,2365,15.59,36608,1.01,2.1495,32.50,24,26.01,12.94,0.0031,8.24,12.41,1328.1,0,38
397382,14.32,7,63,0.65,2388,15.59,36416,1.01,2.1610,32.50,24,25.94,12.94,0.0027,8.24,12.41,1328.1,0,38
397487,14.32,7,63,0.65,2393,15.81,36608,1.01,2.1612,33.00,24,25.88,12.94,0.0020,8.24,12.55,1328.1,0,38
397590,14.32,7,63,0.65,2412,15.57,36672,1.01,2.1470,33.50,24,26.03,12.94,0.0014,8.24,12.41,1328.1,0,38
397695,14.32,7,63,0.65,2426,15.60,36480,1.01,2.1285,33.50,24,25.82,12.94,0.0007,8.24,12.55,1328.1,0,37
397798,14.16,7,63,0.64,2440,15.57,36544,1.02,2.1073,34.00,24,25.66,12.94,0.0000,8.24,12.41,1328.1,0,37
397903,14.32,7,63,0.63,2473,15.33,33600,1.01,2.0852,34.00,24,25.61,12.94,0.0000,8.24,12.55,1328.1,0,37
398006,14.32,7,63,0.63,2464,15.14,33408,1.01,2.0678,34.00,24,25.65,12.94,0.0000,8.24,12.41,1328.1,0,36
398112,14.40,7,63,0.62,2470,15.10,33408,1.01,2.0545,34.50,24,25.65,12.94,0.0000,8.24,12.55,1328.1,0,36
398216,14.32,7,63,0.62,2498,15.10,33472,1.01,2.0430,34.50,24,25.27,12.94,0.0000,8.24,12.55,1328.1,0,36
398320,14.40,7,63,0.62,2486,15.10,33280,1.01,2.0322,34.50,24,25.30,12.94,0.0000,8.24,12.41,1328.1,0,36
398423,14.32,7,63,0.61,2487,14.32,28224,1.01,2.0208,34.50,24,25.52,12.94,0.0000,8.24,12.55,1328.1,0,36
398528,14.32,7,63,0.61,2514,14.56,30080,1.01,2.0133,34.50,24,25.39,12.94,0.0000,8.24,12.70,1328.1,0,36
398632,14.32,7,63,0.61,2497,14.59,29888,1.01,2.0048,34.50,24,25.67,13.33,0.0000,8.63,13.12,1328.1,0,36
398736,14.40,7,63,0.62,2503,15.11,33408,1.01,2.0232,34.50,24,26.96,13.73,0.0000,9.02,13.27,1328.1,0,37
398839,14.32,7,63,0.63,2534,15.10,33536,1.01,2.0670,34.50,24,27.44,13.73,0.0014,9.02,13.27,1328.1,0,37
398944,14.32,7,63,0.64,2530,15.12,33536,1.01,2.1050,34.50,24,27.52,13.73,0.0018,9.02,13.27,1328.1,0,38
399047,14.24,7,63,0.64,2547,15.12,33344,1.01,2.1238,34.50,24,27.51,13.73,0.0018,9.02,13.41,1328.1,0,38
399151,14.32,7,63,0.64,2568,15.56,36480,1.01,2.1435,34.50,24,27.85,13.73,0.0014,9.02,13.27,1328.1,0,38
399257,14.32,7,63,0.64,2581,15.59,36608,1.01,2.1195,34.50,24,27.52,13.73,0.0010,9.02,13.41,1328.1,0,38
399361,14.32,7,63,0.64,2598,15.57,36480,1.01,2.1092,34.50,24,27.82,13.73,0.0005,9.02,13.41,1328.1,0,38
399466,14.24,7,63,0.64,2633,15.55,30656,1.01,2.0995,35.00,24,27.21,13.73,0.0000,9.02,13.41,1328.1,0,37
399570,14.16,7,63,0.63,2625,14.57,33408,1.01,2.0812,35.00,24,27.52,13.73,0.0000,9.02,13.41,1328.1,0,37
399675,14.32,7,63,0.63,2659,15.11,36416,1.01,2.0690,35.00,24,27.43,13.73,0.0000,9.02,13.27,1328.1,0,37
399778,14.32,7,63,0.63,2649,15.36,33408,1.01,2.0595,35.50,24,27.28,13.73,0.0000,9.02,13.41,1328.1,0,37
399882,14.32,7,63,0.62,2662,15.10,33600,1.01,2.0610,35.50,24,27.54,13.73,0.0000,9.02,13.41,1328.1,0,37
399987,14.32,7,63,0.62,2693,15.56,36544,1.01,2.0300,35.50,24,27.16,13.73,0.0000,9.02,13.27,1328.1,0,37
