Time (msec),CL/OL Fueling* (status),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Intake Air Temperature (C),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Fuel Injector #1 Pulse Width (ms),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Engine Load (4-Byte)* (g/rev),Ignition Total Timing (degrees),Throttle Opening Angle (%),Accelerator Pedal Angle (%),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),IAM (4-byte)* (multiplier),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Vehicle Speed (km/h)
64172,7,51,2372,13.11,0.76,34,-0.2633,0.77,1,0.66,29.00,7.06,0.00,0.00,0.00,1.0000,21.779,39
64275,7,51,2186,14.13,0.89,34,-0.1879,0.77,1,0.49,30.00,9.02,0.00,0.00,0.00,1.0000,22.414,39
64380,7,51,2101,14.09,0.91,34,-0.1114,0.77,1,0.42,27.50,7.06,0.00,0.00,0.00,1.0000,20.908,39
64483,7,51,2004,13.88,0.93,34,-0.0884,1.79,1,0.37,26.00,6.67,0.00,0.00,0.00,1.0000,19.555,39
64588,7,51,1898,14.13,1.05,34,0.0000,1.79,1,0.34,26.00,8.24,3.14,0.00,0.00,1.0000,22.014,39
64692,7,51,1875,13.11,1.17,34,0.1173,2.05,1,0.36,27.50,9.41,3.92,0.00,0.00,1.0000,27.548,39
64797,7,52,2022,12.81,1.17,34,0.1782,2.30,1,0.41,21.00,10.59,4.71,0.00,0.00,1.0000,31.944,39
64900,7,52,2292,13.04,1.13,34,0.1133,2.56,1,0.48,23.00,11.37,5.49,0.00,0.00,1.0000,33.266,39
65004,7,52,2245,12.81,1.14,34,0.1323,2.82,1,0.53,31.50,12.55,5.49,0.00,0.00,1.0000,37.027,39
65109,7,52,2181,13.36,1.12,34,0.1235,3.07,1,0.60,30.50,12.55,5.49,0.00,0.00,1.0000,39.251,40
65213,7,52,2234,13.76,1.08,34,0.0833,3.07,1,0.65,31.00,12.55,5.49,0.00,0.00,1.0000,40.470,40
65318,7,52,2296,14.35,1.03,34,0.0437,3.07,1,0.69,32.00,12.55,5.49,0.00,0.00,1.0000,39.619,40
65423,7,52,2289,14.22,1.02,34,0.0143,3.07,1,0.70,31.50,12.55,5.49,0.00,0.00,1.0000,39.517,40
65528,7,52,2228,14.59,1.00,34,0.0127,3.07,1,0.70,30.50,12.16,4.31,0.00,0.00,1.0000,38.564,40
65631,7,52,2244,14.56,0.92,34,-0.0598,2.82,1,0.69,31.50,10.20,2.75,0.00,0.00,1.0000,33.513,41
65736,7,52,2276,14.11,0.89,34,-0.1064,2.30,1,0.62,33.00,9.02,2.35,0.00,0.00,1.0000,28.716,41
65839,7,52,2279,14.11,0.89,34,-0.1196,0.77,1,0.54,34.50,8.63,1.96,0.00,0.00,1.0000,25.540,41
65944,7,52,2277,14.10,0.91,34,-0.1157,0.77,1,0.47,35.50,8.24,1.57,0.00,0.00,1.0000,22.998,41
66047,7,52,2283,13.59,0.92,34,-0.0951,0.77,1,0.41,35.00,8.24,1.18,0.00,0.00,1.0000,21.410,41
66151,7,52,2286,13.11,0.94,34,-0.0770,0.77,1,0.37,34.50,7.84,0.78,0.00,0.00,1.0000,20.221,41
66255,7,52,2273,13.11,0.94,34,-0.0657,0.77,1,0.34,34.00,7.06,0.39,0.00,0.00,1.0000,18.366,41
66360,7,52,2287,13.14,0.94,34,-0.0680,0.77,1,0.31,32.50,6.67,0.00,0.00,0.00,1.0000,16.362,41
66464,7,52,2256,13.11,0.96,34,-0.0579,0.77,1,0.28,31.00,6.67,0.00,0.00,0.00,1.0000,15.425,41
66569,7,52,2273,13.40,1.01,34,-0.0416,0.77,1,0.26,29.50,6.67,0.00,0.00,0.00,1.0000,15.107,40
66672,7,52,2265,14.47,1.01,34,0.0000,0.77,1,0.25,28.00,6.67,0.00,0.00,0.00,1.0000,14.790,41
66776,7,52,2262,16.37,1.01,34,0.0000,0.77,1,0.24,26.50,6.67,0.00,0.00,0.00,1.0000,14.790,40
66880,7,52,2272,16.58,1.01,34,0.0000,0.77,1,0.24,25.00,6.67,0.00,0.00,0.00,1.0000,14.472,40
66984,7,52,2254,18.54,1.01,34,0.0000,1.54,1,0.23,24.00,6.67,0.39,0.00,0.00,1.0000,14.139,40
67088,7,52,2283,0.00,1.01,34,0.0000,1.28,1,0.23,23.00,6.67,0.39,0.00,0.00,1.0000,14.472,40
67193,7,52,2230,0.00,1.01,34,0.0000,1.54,1,0.23,21.50,7.45,0.78,0.00,0.00,1.0000,15.758,40
67297,7,52,2272,0.00,1.08,34,0.0008,1.54,1,0.24,23.00,8.24,2.35,0.00,0.00,1.0000,16.680,40
67401,7,52,2226,0.00,1.12,34,0.1033,1.79,1,0.26,24.50,9.41,2.75,0.00,0.00,1.0000,20.241,40
67506,7,52,2258,0.00,1.11,34,0.1137,1.79,1,0.29,26.00,9.41,2.75,0.00,0.00,1.0000,22.465,40
67610,7,52,2246,0.00,1.08,34,0.0795,1.79,1,0.33,28.00,9.41,2.75,0.00,0.00,1.0000,23.418,40
67715,7,52,2236,0.00,1.06,34,0.0623,1.79,1,0.36,29.50,9.41,2.75,0.00,0.00,1.0000,24.002,40
67818,7,52,2260,18.60,1.01,34,0.0075,1.79,1,0.37,31.00,9.41,2.75,0.00,0.00,1.0000,24.320,40
67923,7,52,2243,18.58,1.01,34,0.0071,2.05,1,0.38,32.50,9.41,2.35,0.00,0.00,1.0000,24.638,40
68026,7,52,2272,18.12,1.01,34,0.0061,2.05,1,0.39,34.50,9.02,1.96,0.00,0.00,1.0000,23.449,40
68130,7,52,2268,18.14,0.96,34,0.0000,0.77,1,0.38,34.50,8.63,1.57,0.00,0.00,1.0000,21.861,40
68235,7,52,2265,17.83,0.97,34,-0.0450,0.77,1,0.36,34.50,8.24,1.18,0.00,0.00,1.0000,20.508,40
68339,7,52,2274,17.61,0.96,34,-0.0424,0.77,1,0.34,34.00,7.84,0.78,0.00,0.00,1.0000,19.555,40
68444,7,52,2213,17.14,0.95,34,-0.0468,0.77,1,0.32,33.50,7.45,0.39,0.00,0.00,1.0000,18.366,40
68548,7,52,2247,17.11,0.95,34,-0.0541,0.77,1,0.30,33.00,6.67,0.00,0.00,0.00,1.0000,16.394,40
68652,7,52,2210,17.96,0.95,34,-0.0595,0.77,1,0.28,31.50,6.67,0.00,0.00,0.00,1.0000,15.441,40
68756,7,52,2229,18.34,1.01,34,-0.0411,0.77,1,0.26,30.00,6.67,0.00,0.00,0.00,1.0000,14.790,40
68860,7,52,2199,0.00,1.01,34,0.0000,0.77,1,0.24,28.50,6.27,0.00,0.00,0.00,1.0000,14.523,39
68964,7,52,2203,0.00,1.01,34,0.0000,0.77,1,0.24,27.50,6.67,0.00,0.00,0.00,1.0000,14.472,39
69068,7,52,2168,0.00,1.01,34,0.0000,0.77,1,0.23,26.00,6.67,0.00,0.00,0.00,1.0000,14.739,38
69172,7,52,2125,0.00,1.01,34,0.0000,0.77,1,0.23,25.00,6.67,0.00,0.00,0.00,1.0000,14.790,38
69275,7,52,2098,0.00,1.01,34,0.0000,0.77,1,0.23,23.50,6.67,0.00,0.00,0.00,1.0000,14.790,37
69380,7,52,2071,0.00,1.01,34,0.0000,0.77,1,0.23,22.50,6.27,0.00,0.00,0.00,1.0000,14.774,37
69484,7,52,1946,0.00,1.00,34,0.0000,0.77,1,0.23,15.00,6.27,0.00,0.00,0.00,1.0000,15.409,37
69587,7,52,1727,0.00,1.09,34,0.0525,0.77,1,0.24,20.00,7.45,0.00,0.00,0.00,1.0000,18.602,37
69691,7,52,1542,0.00,1.08,34,0.0897,1.54,1,0.26,20.00,6.27,0.00,0.00,0.00,1.0000,20.190,37
69796,7,52,1389,0.00,1.64,34,0.1246,1.79,1,0.28,20.50,12.16,21.57,0.00,0.00,1.0000,32.799,37
69899,7,52,1452,0.00,1.95,34,1.7593,6.40,1,0.49,10.50,56.86,52.55,0.00,0.00,1.0000,95.695,37
70003,7,52,1726,0.00,1.31,34,0.5192,5.89,1,0.99,20.00,22.35,0.00,0.00,0.00,1.0000,80.674,37
70107,7,52,1998,0.00,0.92,34,0.0113,4.61,1,1.17,25.00,7.06,0.00,0.00,0.00,1.0000,49.428,37
70211,7,52,2107,0.00,0.69,34,-0.3012,0.77,1,1.04,18.50,7.06,0.00,0.00,0.00,1.0000,34.268,37
70315,7,52,2168,0.00,0.73,34,-0.3121,0.77,1,0.81,22.50,6.67,0.00,0.00,0.00,1.0000,24.987,37
70419,7,52,2166,18.47,0.77,34,-0.2553,0.77,1,0.59,23.00,6.67,0.00,0.00,0.00,1.0000,19.904,37
70523,7,52,2182,14.80,0.83,34,-0.2183,0.77,1,0.45,22.00,6.67,0.00,0.00,0.00,1.0000,17.331,37
70627,7,52,2242,14.14,0.89,34,-0.1477,0.77,1,0.36,20.50,6.67,0.00,0.00,0.00,1.0000,16.009,36
70731,7,52,2304,14.55,0.92,34,-0.0990,0.77,1,0.30,20.00,6.67,0.00,0.00,0.00,1.0000,15.441,36
70835,7,52,2338,14.86,0.96,34,-0.0665,0.77,1,0.27,20.00,6.67,0.00,0.00,0.00,1.0000,14.472,35
70940,7,52,2375,15.35,1.01,34,0.0000,0.77,1,0.25,20.00,6.67,0.00,0.00,0.00,1.0000,14.472,35
71044,7,52,2404,15.60,1.01,34,0.0000,0.77,1,0.24,20.00,6.67,0.00,0.00,0.00,1.0000,14.472,34
71149,7,52,2456,16.59,1.01,34,0.0000,0.77,1,0.23,20.00,6.67,0.00,0.00,0.00,1.0000,14.139,33
71254,7,52,2504,0.00,1.01,34,0.0000,0.77,1,0.23,20.00,7.06,0.00,0.00,0.00,1.0000,14.154,33
71358,7,52,2458,0.00,1.00,34,0.0000,0.77,1,0.22,20.00,7.06,0.00,0.00,0.00,1.0000,14.154,32
71463,7,52,2361,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,7.45,0.00,0.00,0.00,1.0000,14.790,32
71568,7,53,2364,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,7.06,0.00,0.00,0.00,1.0000,14.790,31
71671,7,53,2288,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.67,0.00,0.00,0.00,1.0000,14.472,30
71776,7,53,2240,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.67,0.00,0.00,0.00,1.0000,14.154,30
71879,7,53,2210,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.67,0.00,0.00,0.00,1.0000,14.154,29
71983,7,53,2157,0.00,1.00,34,0.0000,0.77,1,0.22,20.00,6.67,0.00,0.00,0.00,1.0000,13.821,28
72087,7,53,2104,0.00,1.00,34,0.0000,0.77,1,0.22,20.00,6.27,0.00,0.00,0.00,1.0000,14.154,28
72191,7,53,2058,0.00,1.00,34,0.0000,0.77,1,0.22,20.00,6.27,0.00,0.00,0.00,1.0000,14.154,27
72295,7,53,2018,0.00,1.00,34,0.0000,0.77,1,0.22,20.00,6.27,0.00,0.00,0.00,1.0000,14.472,26
72399,7,53,1959,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.27,0.00,0.00,0.00,1.0000,14.774,26
72502,7,53,1920,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.27,0.00,0.00,0.00,1.0000,15.107,25
72607,7,53,1902,0.00,1.00,34,0.0000,0.77,1,0.23,20.00,6.27,0.00,0.00,0.00,1.0000,15.425,25
72710,7,53,1870,0.00,1.00,34,0.0000,0.77,1,0.24,20.00,6.27,0.00,0.00,0.00,1.0000,15.794,25
72815,7,53,1842,0.00,1.00,34,0.0000,0.77,1,0.24,20.00,5.88,0.00,0.00,0.00,1.0000,15.794,24
72919,7,53,1831,0.00,1.00,34,0.0000,0.77,1,0.25,20.00,5.88,0.00,0.00,0.00,1.0000,15.743,24
73022,7,53,1801,0.00,1.00,34,0.0000,0.77,1,0.25,20.00,5.88,0.00,0.00,0.00,1.0000,15.794,24
73126,7,53,1772,0.00,1.00,34,0.0000,1.54,1,0.25,20.00,5.88,0.39,0.00,0.00,1.0000,16.394,23
73230,7,53,1794,0.00,1.09,34,0.0000,1.54,1,0.25,10.00,7.84,2.35,0.00,0.00,1.0000,19.237,23
73334,7,53,1772,0.00,1.19,34,0.1297,1.79,1,0.27,22.00,9.02,3.92,0.00,0.00,1.0000,22.936,23
73439,7,53,1736,0.00,1.28,34,0.2344,2.05,1,0.33,23.00,10.98,5.10,0.00,0.00,1.0000,30.376,23
73542,7,53,1779,0.00,1.25,34,0.2753,2.56,1,0.42,20.50,10.98,5.49,0.00,0.00,1.0000,35.223,23
73646,7,53,1777,0.00,1.21,34,0.2204,2.82,1,0.51,23.50,11.37,5.49,0.00,0.00,1.0000,39.200,23
73749,7,53,1730,0.00,1.19,34,0.1790,3.07,1,0.60,23.50,12.16,6.27,0.00,0.00,1.0000,42.479,23
73854,7,53,1724,0.00,1.18,34,0.1652,3.33,1,0.68,23.00,12.94,7.84,0.00,0.00,1.0000,46.926,23
73957,7,53,1750,0.00,1.23,34,0.1978,3.84,1,0.78,21.00,16.47,11.37,0.00,0.00,1.0000,57.778,23
74062,7,53,1765,0.00,1.34,34,0.2416,4.86,1,0.93,23.50,21.96,15.69,0.00,0.00,1.0000,73.446,23
74166,7,53,1780,0.00,1.35,34,0.2185,5.89,1,1.13,22.50,24.31,20.00,0.00,0.00,1.0000,82.659,24
74269,7,53,1785,0.00,1.31,34,0.1944,6.66,1,1.31,18.00,27.45,20.78,-1.05,0.00,1.0000,87.004,24
74373,7,53,1827,0.00,1.27,34,0.1415,6.91,1,1.45,16.50,27.84,20.78,-1.05,0.00,1.0000,88.173,24
74478,7,53,1827,0.00,1.25,34,0.1138,6.91,1,1.52,16.00,27.84,20.78,-1.05,0.00,1.0000,88.389,25
74581,7,53,1890,0.00,1.25,34,0.0906,7.17,1,1.57,15.50,28.63,23.53,-1.05,0.00,1.0000,89.546,25
74687,7,53,1903,17.17,1.24,34,0.0907,7.17,1,1.61,15.50,35.29,28.63,-1.05,0.00,1.0000,92.507,25
74791,7,53,1909,16.13,1.23,34,0.0790,7.42,1,1.65,15.00,36.47,29.02,-1.05,0.00,1.0000,93.142,25
74896,7,53,1954,15.11,1.22,34,0.0642,7.42,1,1.68,15.00,37.65,31.37,-1.05,0.00,1.0000,93.993,26
75000,7,53,1958,15.11,1.22,34,0.0566,7.42,1,1.70,15.00,39.61,32.94,-1.05,0.00,1.0000,94.311,26
75104,7,53,1978,13.88,1.21,34,0.0528,7.42,1,1.72,15.00,44.71,38.04,-1.05,0.00,1.0000,96.648,26
75208,7,53,2003,14.12,1.21,34,0.0448,7.68,1,1.74,15.00,50.59,45.88,-1.05,0.00,1.0000,98.021,27
75312,7,53,2016,14.13,1.20,34,0.0413,7.68,1,1.76,15.00,55.29,46.67,-0.70,0.00,1.0000,97.919,27
75416,7,53,2054,13.57,1.19,34,0.0288,7.68,1,1.77,15.50,55.69,46.67,-0.70,0.00,1.0000,98.123,27
75520,7,53,2071,13.60,1.19,34,0.0253,7.68,1,1.78,15.00,55.69,46.67,-0.70,0.00,1.0000,99.609,27
75623,7,53,2072,13.57,1.19,34,0.0218,7.68,1,1.79,15.50,55.69,46.67,-0.70,0.00,1.0000,99.507,28
75728,7,53,2137,13.57,1.19,34,0.0187,7.68,1,1.80,15.50,55.69,46.67,-0.70,0.00,1.0000,99.507,28
75831,7,53,2116,13.27,1.18,34,0.0163,7.68,1,1.81,15.50,55.69,46.67,-0.70,0.00,1.0000,99.609,28
75936,7,53,2152,13.10,1.18,34,0.0138,7.68,1,1.81,15.50,56.86,50.20,-0.70,0.00,1.0000,101.096,28
76039,7,53,2179,13.12,1.18,34,0.0121,7.68,1,1.82,15.50,60.39,51.76,-0.70,0.00,1.0000,100.347,29
76143,7,53,2208,13.12,1.19,34,0.0107,7.68,1,1.83,15.50,60.78,51.76,-0.70,0.00,1.0000,100.245,29
76247,7,53,2230,13.11,1.18,34,0.0094,7.68,1,1.83,16.00,60.78,51.76,-0.35,0.00,1.0000,101.731,29
76352,7,53,2236,13.11,1.18,34,0.0083,7.68,1,1.84,16.00,60.78,51.76,-0.35,0.00,1.0000,101.515,30
76455,7,53,2270,13.12,1.18,34,0.0072,7.68,1,1.85,16.00,60.78,51.76,-0.35,0.00,1.0000,100.347,30
76559,7,53,2284,12.58,1.18,34,0.0064,7.68,1,1.86,16.00,60.78,51.76,-0.35,0.00,1.0000,100.880,30
76663,7,53,2311,12.60,1.18,34,0.0057,7.94,1,1.86,16.00,60.39,51.37,-0.35,0.00,1.0000,100.880,30
76766,7,53,2324,12.59,1.18,34,0.0050,7.94,1,1.87,16.00,60.39,50.98,-0.35,0.00,1.0000,101.198,31
76871,7,53,2337,12.57,1.18,34,0.0044,7.94,1,1.87,16.00,60.39,50.98,-0.35,0.00,1.0000,101.833,31
76975,7,53,2404,12.59,1.18,34,0.0038,7.94,1,1.88,16.00,60.39,50.98,-0.35,0.00,1.0000,102.468,31
77079,7,53,2394,12.58,1.18,34,0.0035,7.94,1,1.88,16.00,62.75,56.08,-0.35,0.00,1.0000,101.515,32
77183,7,53,2430,12.37,1.18,34,0.0034,7.94,1,1.89,16.00,72.16,64.71,-0.35,0.00,1.0000,103.739,32
77286,7,53,2428,11.87,1.18,34,0.0035,7.94,1,1.90,16.50,74.90,64.71,0.00,0.00,1.0000,102.253,32
77391,7,53,2462,12.10,1.18,34,0.0033,7.94,1,1.91,16.50,74.90,64.71,0.00,0.00,1.0000,102.684,32
77494,7,53,2504,12.11,1.18,34,0.0030,7.94,1,1.91,16.50,74.90,64.71,0.00,0.00,1.0000,102.786,33
77600,7,53,2499,12.18,1.18,34,0.0027,7.94,1,1.92,16.50,74.90,64.71,0.00,0.00,1.0000,102.468,33
77704,7,53,2528,12.34,1.18,34,0.0026,7.94,1,1.92,16.50,76.86,69.80,0.00,0.00,1.0000,102.571,33
77807,7,53,2558,12.11,1.18,34,0.0028,8.19,1,1.93,16.50,85.49,76.08,0.00,0.00,1.0000,103.410,34
77912,7,53,2574,12.11,1.18,34,0.0030,8.19,1,1.94,16.50,92.16,82.75,0.00,0.00,1.0000,104.806,34
78015,7,53,2603,12.11,1.18,34,0.0028,8.19,1,1.95,16.50,94.12,81.96,0.00,0.00,1.0000,102.990,34
78119,7,53,2610,12.11,1.18,34,0.0107,8.19,1,1.96,16.50,89.41,74.51,0.00,0.00,1.0000,104.590,35
78223,7,53,2652,12.10,1.18,34,0.0026,8.19,1,1.97,16.50,79.22,66.67,0.00,0.00,1.0000,104.045,35
78327,7,53,2659,12.11,1.17,34,0.0022,8.19,1,1.97,16.50,76.08,65.10,0.00,0.00,1.0000,104.375,35
78431,7,53,2665,12.11,1.18,34,0.0024,8.19,1,1.98,16.50,74.90,63.53,0.00,0.00,1.0000,104.159,35
78536,7,53,2735,12.09,1.18,34,0.0022,8.19,1,1.98,16.50,73.73,63.53,0.00,0.00,1.0000,104.375,36
78639,7,53,2714,12.11,1.18,34,0.0020,8.45,1,1.99,16.50,74.12,63.53,0.00,0.00,1.0000,104.692,36
78743,7,53,2737,12.12,1.18,34,0.0021,8.45,1,2.00,16.50,74.12,63.53,0.00,0.00,1.0000,105.747,36
78848,7,53,2768,12.09,1.18,34,0.0023,8.45,1,2.00,16.50,74.90,64.71,0.00,0.00,1.0000,104.692,36
78952,7,53,2801,12.12,1.19,34,0.0023,8.45,1,2.01,16.50,77.65,69.41,0.00,0.00,1.0000,106.598,37
79055,7,53,2835,12.11,1.19,34,0.0026,8.45,1,2.03,16.50,82.75,72.55,0.00,0.00,1.0000,104.794,37
79160,7,53,2860,12.09,1.19,34,0.0027,8.70,1,2.04,16.50,84.31,73.33,0.00,0.00,1.0000,105.963,37
79263,7,53,2872,12.10,1.19,34,0.0029,8.70,1,2.05,16.50,81.18,65.10,0.00,0.00,1.0000,107.347,38
79368,7,53,2914,11.87,1.20,34,0.0027,8.70,1,2.06,16.50,73.73,62.75,0.00,0.00,1.0000,106.814,38
79472,7,53,2934,12.11,1.20,34,0.0026,8.70,1,2.07,16.50,73.73,62.75,0.00,0.00,1.0000,106.281,38
79578,7,54,2954,12.10,1.20,34,0.0028,8.96,1,2.08,16.50,73.73,62.75,0.00,0.00,1.0000,106.383,39
79683,7,54,2970,12.11,1.21,34,0.0114,8.96,1,2.09,16.50,73.73,62.75,0.00,0.00,1.0000,106.383,39
79787,7,54,2992,12.35,1.22,34,0.0031,9.22,1,2.11,16.50,73.73,62.75,0.00,0.00,1.0000,107.653,39
79892,7,54,3009,12.12,1.21,34,0.0134,9.22,1,2.14,16.50,74.12,62.75,0.00,0.00,1.0000,107.336,40
79995,7,54,3065,12.09,1.23,34,0.0160,9.22,1,2.16,16.50,73.73,62.75,0.00,0.00,1.0000,109.038,40
80100,7,54,3055,12.11,1.24,34,0.0045,9.47,1,2.19,16.00,74.12,63.14,0.00,0.00,1.0000,110.104,40
80203,7,54,3062,12.10,1.25,34,0.0126,9.73,1,2.23,16.00,74.51,63.53,0.00,0.00,1.0000,110.740,41
80307,7,54,3108,12.07,1.25,34,0.0140,9.98,1,2.27,16.00,75.69,63.92,0.00,0.00,1.0000,111.375,41
80411,7,54,3110,12.11,1.26,34,0.0157,10.24,1,2.30,15.50,75.69,64.71,0.00,0.00,1.0000,111.046,41
80516,7,54,3108,11.57,1.27,34,0.0139,10.50,1,2.35,15.50,76.47,65.10,0.00,0.00,1.0000,111.885,41
80619,7,54,3169,11.56,1.28,34,0.0204,10.75,1,2.40,15.50,76.47,65.10,0.00,0.00,1.0000,112.952,41
80724,7,54,3145,11.58,1.28,34,0.0147,11.01,3,2.44,18.50,76.47,65.10,0.00,0.00,1.0000,112.736,42
80827,7,54,3208,11.09,1.30,34,0.0180,11.26,3,2.48,18.00,76.47,65.10,0.00,0.00,1.0000,115.811,42
80932,7,54,2998,11.09,1.27,34,0.0089,11.26,3,2.53,17.50,76.86,65.10,0.00,0.00,1.0000,114.858,42
81035,7,54,3008,12.11,1.21,34,-0.0360,10.50,3,2.51,18.50,76.47,65.10,0.00,0.00,1.0000,112.532,41
81139,7,54,3221,13.55,1.17,34,-0.0687,9.98,3,2.44,18.50,76.47,65.10,0.00,0.00,1.0000,109.877,41
81244,7,54,3058,14.12,0.89,34,-0.0905,9.22,3,2.34,19.00,72.94,32.16,0.00,0.00,1.0000,108.198,41
81348,7,54,2979,14.60,0.63,34,-0.5021,4.61,1,2.01,18.00,11.76,0.00,0.00,0.00,1.0000,65.323,40
81452,7,54,2758,13.86,0.50,34,-0.6246,0.77,1,1.45,20.00,8.24,0.00,0.00,0.00,1.0000,36.823,40
81556,7,54,2541,13.88,0.66,34,-0.4847,0.77,1,0.95,26.00,7.84,0.00,0.00,0.00,1.0000,27.128,40
81660,7,54,2320,15.15,0.86,34,-0.1967,0.77,1,0.67,27.00,9.41,0.00,0.00,0.00,1.0000,26.912,40
81765,7,54,2185,15.58,0.87,34,-0.1338,0.77,1,0.55,28.00,7.45,0.00,0.00,0.00,1.0000,24.587,40
81868,7,54,2084,14.98,0.90,34,-0.1185,0.77,1,0.47,27.00,7.45,0.00,0.00,0.00,1.0000,22.681,40
81973,7,54,2008,13.85,0.93,34,-0.0970,1.79,1,0.42,25.50,6.67,1.57,0.00,0.00,1.0000,20.825,39
82076,7,54,1842,12.69,1.20,34,0.0000,2.05,1,0.38,26.00,10.59,6.67,0.00,0.00,1.0000,28.521,39
82180,7,54,1914,12.11,1.41,34,0.3555,3.07,1,0.46,16.50,14.51,9.02,0.00,0.00,1.0000,44.220,39
82283,7,54,2133,12.56,1.23,34,0.3290,3.84,1,0.65,17.50,16.08,9.02,0.00,0.00,1.0000,53.229,38
82388,7,54,2280,12.59,1.17,34,0.1577,4.10,1,0.83,26.50,16.08,9.02,0.00,0.00,1.0000,54.766,38
82492,7,54,2055,13.12,1.18,34,0.1182,4.35,1,0.94,23.00,16.47,9.02,0.00,0.00,1.0000,58.260,38
82596,7,54,2172,14.09,1.16,34,0.0870,4.61,1,1.03,21.00,15.69,9.80,0.00,0.00,1.0000,58.260,38
82700,7,54,2210,14.59,1.22,34,0.0790,4.86,1,1.08,26.00,19.22,14.51,0.00,0.00,1.0000,64.920,38
82803,7,54,2117,14.59,1.29,34,0.1429,5.63,1,1.16,22.50,24.71,20.00,0.00,0.00,1.0000,82.341,38
82907,7,54,2210,14.09,1.29,34,0.1575,6.66,1,1.35,19.00,34.51,29.02,0.00,0.00,1.0000,93.256,38
83012,7,54,2140,14.13,1.26,34,0.1283,7.17,1,1.53,17.00,38.04,30.20,0.00,0.00,1.0000,96.013,39
83115,7,54,2232,15.12,1.24,33,0.0881,7.42,1,1.63,17.00,40.39,32.55,0.00,0.00,1.0000,95.684,39
83220,7,54,2164,15.10,1.23,33,0.0723,7.68,1,1.70,16.50,40.78,32.94,0.00,0.00,1.0000,96.966,39
83323,7,54,2222,14.60,1.22,33,0.0546,7.68,1,1.74,16.50,41.96,33.73,0.00,0.00,1.0000,98.021,39
83427,7,54,2191,14.10,1.21,33,0.0470,7.68,1,1.76,16.50,42.35,34.90,0.00,0.00,1.0000,97.919,39
83531,7,54,2247,13.57,1.21,33,0.0386,7.68,1,1.78,16.50,44.71,38.04,0.00,0.00,1.0000,98.543,40
83635,7,54,2231,12.86,1.20,33,0.0367,7.68,1,1.79,16.50,47.84,39.61,0.00,0.00,1.0000,99.927,40
83740,7,54,2286,13.10,1.19,33,0.0248,7.68,1,1.81,16.50,48.24,39.61,0.00,0.00,1.0000,98.974,40
83844,7,54,2233,12.59,1.19,33,0.0227,7.68,1,1.82,16.00,47.84,39.61,0.00,0.00,1.0000,100.778,40
83947,7,54,2321,12.57,1.19,33,0.0176,7.68,1,1.82,16.50,48.24,39.61,0.00,0.00,1.0000,101.096,40
84052,7,54,2238,12.59,1.18,33,0.0164,7.68,1,1.83,16.50,48.24,39.61,0.00,0.00,1.0000,101.198,41
84156,7,54,2317,12.83,1.18,33,0.0126,7.68,1,1.83,16.50,48.63,40.39,0.00,0.00,1.0000,101.731,41
84261,7,54,2260,12.10,1.18,33,0.0115,7.68,1,1.83,16.50,49.41,40.78,0.00,0.00,1.0000,101.731,41
84364,7,54,2366,12.11,1.18,33,0.0090,7.68,1,1.84,16.50,49.41,40.78,0.00,0.00,1.0000,101.515,41
84469,7,54,2306,12.11,1.18,33,0.0084,7.68,1,1.84,16.50,49.41,40.78,0.00,0.00,1.0000,102.366,41
84572,7,54,2374,12.09,1.18,33,0.0069,7.68,1,1.85,16.50,49.41,40.78,0.00,0.00,1.0000,101.413,41
84677,7,54,2333,12.12,1.18,33,0.0064,7.68,1,1.85,16.50,49.41,40.78,0.00,0.00,1.0000,101.198,42
84780,7,54,2389,12.11,1.18,33,0.0052,7.68,1,1.86,16.50,49.41,40.78,0.00,0.00,1.0000,100.562,42
84884,7,54,2350,12.07,1.18,33,0.0047,7.68,1,1.86,16.50,49.41,40.78,0.00,0.00,1.0000,102.151,42
84988,7,54,2382,12.12,1.18,33,0.0037,7.68,1,1.86,16.50,49.41,40.78,0.00,0.00,1.0000,101.618,42
85094,7,54,2367,12.10,1.17,33,0.0034,7.94,1,1.87,16.50,49.41,40.78,0.00,0.00,1.0000,101.198,42
85199,7,54,2396,12.11,1.17,33,0.0029,7.94,1,1.87,16.50,49.41,40.78,0.00,0.00,1.0000,102.900,42
85302,7,54,2384,12.14,1.17,33,0.0026,7.94,1,1.87,16.50,49.41,40.78,0.00,0.00,1.0000,101.198,43
85406,7,54,2426,12.09,1.17,33,0.0023,7.94,1,1.87,16.50,49.80,40.78,0.00,0.00,1.0000,102.468,43
