Time (msec),Accelerator Pedal Angle (%),Auxiliary Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Battery Voltage (V),Committed AVLS VE State (D2WD610H master)* (AVLS mode (1 low; 3 high)),Coolant Temperature (C),Crank Synchronization State (D2WD610H diagnostic)* (raw state),Engine Signal Runtime Flags (D2WD610H diagnostic)* (raw flags),Engine Signal Timeout State (D2WD610H diagnostic)* (raw state),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Scheduler Mode (D2WD610H diagnostic)* (raw mode),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),Missed Airflow Task Activations (D2WD610H diagnostic)* (missed activations),Missed Crank Output Task Activations (D2WD610H diagnostic)* (missed activations),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Spark Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Throttle Opening Angle (%),Vehicle Speed (km/h)
55753,59.61,4032,14.00,1,57,1,0,0,2930,12.59,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,104.374,0,70.98,37
55857,61.18,4032,14.16,1,57,1,0,0,2928,12.58,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,105.329,0,70.98,38
55960,64.31,4032,14.16,1,57,1,0,0,2902,12.59,0.00,0.00,8.45,1.0000,2,17.00,0,0,0,0,104.692,0,73.73,38
56064,64.71,4032,14.16,1,57,1,0,0,2928,12.58,0.00,0.00,8.45,1.0000,2,17.00,0,0,0,0,105.644,0,76.47,38
56169,64.71,4032,14.16,1,57,1,0,0,2958,12.58,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.598,0,76.47,39
56272,64.71,4032,14.16,1,57,1,0,0,2995,12.57,0.00,0.00,8.70,1.0000,2,16.50,0,0,0,0,105.645,0,76.47,39
56376,64.71,4032,14.16,1,57,1,0,0,3042,12.11,0.00,0.00,8.70,1.0000,2,16.50,0,0,0,0,106.915,0,76.47,39
56480,64.71,4032,14.16,1,57,1,0,0,3024,11.98,0.00,0.00,8.70,1.0000,2,16.50,0,0,0,0,107.234,0,76.47,40
56585,64.71,4032,14.16,1,58,1,0,0,3045,11.87,0.00,0.00,8.96,1.0000,2,16.50,0,0,0,0,108.187,0,76.47,40
56688,64.71,4032,14.16,1,58,1,0,0,3105,12.11,0.00,0.00,9.22,1.0000,2,16.50,0,0,0,0,108.505,0,76.47,41
56792,64.71,4032,14.16,1,58,1,0,0,3090,12.11,0.00,0.00,9.47,1.0000,2,16.50,0,0,0,0,109.140,0,76.47,41
56898,64.71,4032,14.16,1,58,1,0,0,3105,12.17,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.776,0,76.86,41
57003,64.71,4032,13.84,1,58,1,0,0,3186,12.36,0.00,0.00,9.73,1.0000,2,16.00,0,0,0,0,110.410,0,76.86,41
57107,64.71,4032,14.16,1,58,1,0,0,3152,11.58,0.00,0.00,9.98,1.0000,2,16.00,0,0,0,0,111.362,0,76.86,42
57211,64.71,4032,14.08,3,58,1,0,0,3204,11.56,0.00,0.00,10.24,1.0000,2,17.00,0,0,0,0,112.953,0,77.25,42
57316,64.71,4032,14.08,3,58,1,0,0,3038,11.58,0.00,0.00,10.50,1.0000,2,16.50,0,0,0,0,113.268,0,76.86,42
57420,64.71,4032,13.92,3,58,1,0,0,3018,11.24,0.00,0.00,10.75,1.0000,2,16.50,0,0,0,0,111.363,0,76.86,42
57524,75.69,4032,14.16,3,58,1,0,0,3233,13.70,0.00,0.00,9.98,1.0000,2,17.00,0,0,0,0,109.141,0,81.18,42
57628,76.08,4032,14.08,3,58,1,0,0,3083,15.30,0.00,0.00,9.47,1.0000,2,17.50,0,0,0,0,108.187,0,89.02,41
57732,76.08,4032,14.16,3,58,1,0,0,3106,16.58,0.00,0.00,8.96,1.0000,2,17.50,0,0,0,0,108.505,0,89.02,41
57835,76.08,4032,14.16,3,58,1,0,0,3180,14.16,0.00,0.00,8.96,1.0000,2,17.50,0,0,0,0,107.869,0,88.63,41
57940,75.29,4032,13.84,3,58,1,0,0,3126,13.13,0.00,0.00,9.22,1.0000,2,17.50,0,0,0,0,108.821,0,89.02,41
58044,40.39,4032,13.84,3,58,1,0,0,3037,12.11,0.00,0.00,9.22,1.0000,2,17.50,0,0,0,0,108.187,0,80.00,41
58149,0.00,4032,13.92,3,58,1,0,0,3014,12.53,0.00,0.00,8.70,1.0000,2,18.50,0,0,0,0,77.691,0,26.67,41
58254,0.00,4032,14.24,1,58,1,0,0,2827,12.18,0.00,0.00,4.61,1.0000,2,16.00,1,0,0,0,43.698,0,9.02,41
58358,0.00,4032,14.24,1,58,1,0,0,2636,14.10,0.00,0.00,0.77,1.0000,2,22.50,1,0,0,0,29.720,0,8.24,41
58463,0.00,4032,14.16,1,58,1,0,0,2472,16.14,0.00,0.00,0.77,1.0000,2,28.00,63,0,0,0,26.226,0,8.24,40
58567,0.00,4032,14.00,1,58,1,0,0,2258,16.55,0.00,0.00,0.77,1.0000,2,27.00,63,0,0,0,26.226,0,9.02,40
58670,0.00,4032,14.24,1,58,1,0,0,2220,15.36,0.00,0.00,0.77,1.0000,2,28.00,63,0,0,0,23.049,0,7.45,40
58775,1.57,4032,14.24,1,58,1,0,0,2096,15.11,0.00,0.00,0.77,1.0000,2,26.50,42,0,0,0,21.779,0,7.45,40
58879,10.20,4032,14.24,1,58,1,0,0,1954,14.13,0.00,0.00,1.79,1.0000,2,27.00,0,0,0,0,33.533,0,10.59,40
58983,16.08,4032,14.24,1,58,1,0,0,2035,12.57,0.00,0.00,2.56,1.0000,2,15.50,0,0,0,0,64.665,0,20.00,40
59087,17.65,4032,14.16,1,58,1,0,0,2290,12.36,0.00,0.00,4.35,1.0000,2,15.50,0,0,0,0,78.643,0,23.92,39
59191,18.43,4032,14.16,1,58,1,0,0,2345,12.09,0.00,0.00,5.38,1.0000,2,24.00,0,0,0,0,83.408,0,26.27,39
59294,18.04,4032,14.24,1,58,1,0,0,2208,13.94,0.00,0.00,6.14,1.0000,2,20.50,0,0,0,0,85.632,0,26.67,39
59399,18.43,4032,13.92,1,58,1,0,0,2204,15.61,0.00,0.00,6.40,1.0000,2,19.00,0,0,0,0,86.586,0,26.27,39
59504,23.14,4032,14.16,1,58,1,0,0,2283,15.58,0.00,0.00,6.66,1.0000,2,18.50,0,0,0,0,88.172,0,26.67,39
59608,32.16,4032,14.16,1,58,1,0,0,2246,16.03,0.00,0.00,6.91,1.0000,2,17.50,0,0,0,0,94.208,0,34.90,40
59712,35.69,4032,14.16,1,58,1,0,0,2294,14.10,0.00,0.00,7.17,1.0000,2,17.00,0,0,0,0,97.386,0,43.53,40
59815,37.25,4032,14.24,1,58,1,0,0,2263,14.17,0.00,0.00,7.42,1.0000,2,17.00,0,0,0,0,97.703,0,44.71,40
59920,37.65,4032,14.16,1,58,1,0,0,2266,14.07,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,98.021,0,46.67,40
60024,37.65,4032,13.92,1,58,1,0,0,2271,13.60,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,98.975,0,46.67,40
60128,37.65,4032,14.16,1,58,1,0,0,2286,13.11,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,99.926,0,46.67,40
60232,37.65,4032,14.24,1,58,1,0,0,2262,13.12,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,99.609,0,46.67,40
60336,37.65,4032,14.24,1,58,1,0,0,2300,13.12,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,99.609,0,46.67,40
60440,40.78,4032,14.16,1,58,1,0,0,2279,12.53,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,99.926,0,48.63,41
60543,43.14,4032,14.16,1,58,1,0,0,2310,12.53,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,100.245,0,50.59,41
60650,43.14,4032,14.16,1,58,1,0,0,2242,12.56,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,100.880,0,52.55,41
60753,43.14,4032,14.08,1,58,1,0,0,2334,12.33,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,101.515,0,52.55,41
60858,43.53,4032,13.92,1,58,1,0,0,2344,12.34,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,101.515,0,52.55,41
60962,47.84,4032,14.08,1,58,1,0,0,2355,12.59,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,101.515,0,54.51,41
61067,50.59,4032,14.24,1,58,1,0,0,2341,12.57,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,101.198,0,57.65,42
61170,52.55,4032,14.24,1,58,1,0,0,2392,12.58,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,102.152,0,61.96,42
61274,52.94,4032,14.16,1,58,1,0,0,2347,12.57,0.00,0.00,7.68,1.0000,2,16.50,0,0,0,0,102.152,0,62.75,42
61378,52.55,4032,14.16,1,58,1,0,0,2404,12.13,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,101.833,0,62.75,42
61483,52.55,4032,14.16,1,58,1,0,0,2373,12.57,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.423,0,62.75,42
61588,52.55,4032,13.92,1,58,1,0,0,2416,12.12,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.151,0,62.75,42
61691,52.94,4032,14.24,1,58,1,0,0,2410,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.467,0,62.75,43
61795,52.94,4032,14.16,1,58,1,0,0,2386,12.12,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.467,0,62.75,43
61899,52.94,4032,14.08,1,58,1,0,0,2440,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.151,0,62.75,43
62003,52.55,4032,14.24,1,58,1,0,0,2488,12.08,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.104,0,62.75,43
62107,54.12,4032,14.16,1,58,1,0,0,2456,12.12,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.422,0,62.75,43
62211,58.04,4032,14.00,1,58,1,0,0,2470,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.786,0,65.88,44
62314,59.61,4032,14.24,1,58,1,0,0,2472,12.11,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,102.787,0,69.02,44
62419,61.96,4032,14.16,1,58,1,0,0,2481,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.422,0,70.59,44
62523,63.53,4032,14.16,1,58,1,0,0,2495,12.11,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.103,0,73.33,44
62626,66.67,4032,14.16,1,58,1,0,0,2558,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,104.057,0,74.51,44
62731,70.20,4032,14.24,1,58,1,0,0,2502,12.10,0.00,0.00,7.94,1.0000,2,16.50,0,0,0,0,103.422,0,80.00,44
62834,70.20,4032,14.16,1,58,1,0,0,2530,12.07,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,103.738,0,81.18,45
62939,80.00,4032,14.16,1,58,1,0,0,2520,11.87,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.058,0,83.53,45
63044,92.94,4032,14.24,1,58,1,0,0,2548,12.11,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.058,0,98.82,45
63148,100.00,4032,14.24,1,58,1,0,0,2615,12.12,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,105.009,0,100.00,45
63251,100.00,4032,14.16,1,58,1,0,0,2483,11.87,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.692,0,100.00,45
63355,100.00,4032,14.00,1,58,1,0,0,2595,11.56,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.692,0,100.00,45
63461,100.00,4032,14.16,1,58,1,0,0,2514,12.07,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,105.328,0,100.00,45
63564,100.00,4032,14.24,1,58,1,0,0,2607,12.10,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,105.010,0,100.00,45
63668,100.00,4032,14.00,1,58,1,0,0,2600,12.12,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.692,0,100.00,46
63773,100.00,4032,14.16,1,58,1,0,0,2581,12.09,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,105.644,0,100.00,46
63876,100.00,4032,14.24,1,58,1,0,0,2569,12.12,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.693,0,100.00,46
63981,100.00,4032,14.00,1,58,1,0,0,2564,12.11,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,104.692,0,100.00,46
64085,100.00,4032,14.16,1,58,1,0,0,2585,12.11,0.00,0.00,8.19,1.0000,2,16.00,0,0,0,0,105.644,0,100.00,46
64190,79.22,4032,14.24,1,58,1,0,0,2572,12.11,0.00,0.00,8.19,1.0000,2,16.00,0,0,0,0,105.329,0,100.00,46
64295,75.29,4032,14.16,1,58,1,0,0,2565,12.11,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.328,0,87.45,46
64399,75.29,4032,14.08,1,58,1,0,0,2612,12.12,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.009,0,87.06,46
64503,75.29,4032,14.08,1,58,1,0,0,2668,12.11,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.644,0,87.06,46
64607,75.29,4032,14.24,1,58,1,0,0,2606,12.14,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,106.598,0,87.06,46
64712,75.29,4032,14.24,1,58,1,0,0,2686,12.09,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.644,0,87.06,46
64816,75.29,4032,14.16,1,58,1,0,0,2566,12.17,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.328,0,87.06,47
64920,75.29,4032,14.16,1,58,1,0,0,2674,12.08,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.963,0,87.06,46
65025,75.29,4032,14.00,1,58,1,0,0,2655,11.87,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.328,0,87.06,47
65130,75.29,4032,14.24,1,58,1,0,0,2688,12.10,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.963,0,87.06,47
65234,75.29,4032,14.16,1,58,1,0,0,2684,12.12,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,106.598,0,87.06,47
65339,75.29,4032,14.16,1,58,1,0,0,2673,12.07,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,106.916,0,87.06,47
65442,71.37,4032,14.16,1,58,1,0,0,2634,12.35,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,106.916,0,86.27,47
65546,70.98,4032,14.24,1,58,1,0,0,2678,12.17,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.963,0,82.35,47
65653,65.10,4032,14.16,1,58,1,0,0,2654,12.11,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.644,0,81.57,47
65755,58.04,4032,14.16,1,58,1,0,0,2740,12.10,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.010,0,73.33,47
65859,52.94,4032,14.24,1,58,1,0,0,2669,12.10,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.328,0,66.27,47
65962,52.94,4032,14.24,1,58,1,0,0,2695,12.07,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.644,0,63.53,47
66067,52.94,4032,14.24,1,58,1,0,0,2657,12.09,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,106.281,0,63.53,48
66171,52.94,4032,14.24,1,58,1,0,0,2734,12.12,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.281,0,63.53,48
66275,52.94,4032,14.24,1,58,1,0,0,2737,12.08,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.281,0,63.53,48
66378,52.94,4032,14.24,1,58,1,0,0,2718,12.12,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.964,0,63.53,48
66483,52.55,4032,14.24,1,58,1,0,0,2632,12.10,0.00,0.00,8.45,1.0000,2,16.00,0,0,0,0,105.328,0,63.53,48
66588,52.55,4032,14.24,1,58,1,0,0,2726,12.11,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.010,0,63.14,48
66693,48.63,4032,14.24,1,58,1,0,0,2710,12.11,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.281,0,63.14,48
66796,45.88,4032,14.16,1,58,1,0,0,2698,12.11,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.964,0,57.25,49
66900,45.49,4032,14.16,1,58,1,0,0,2743,12.11,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.281,0,56.08,48
67004,43.92,4032,14.16,1,58,1,0,0,2734,12.12,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.010,0,54.51,49
67108,42.75,4032,14.16,1,58,1,0,0,2808,11.87,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.010,0,54.12,49
67213,40.39,4032,14.08,1,58,1,0,0,2766,11.80,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,105.009,0,51.37,49
67316,33.33,4032,14.16,1,58,1,0,0,2718,12.17,0.00,0.00,8.19,1.0000,2,16.50,0,0,0,0,102.786,0,48.24,49
67420,32.94,4032,14.24,1,58,1,0,0,2775,12.08,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,102.468,0,42.75,49
67524,32.94,4032,14.24,1,58,1,0,0,2761,12.31,0.00,0.00,7.94,1.0000,2,17.00,0,0,0,0,101.832,0,42.35,49
67628,32.94,4032,14.16,1,58,1,0,0,2785,12.40,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,101.832,0,42.35,49
67732,32.94,4032,14.16,1,58,1,0,0,2795,12.66,0.00,0.00,7.94,1.0000,2,17.50,0,0,0,0,101.198,0,42.75,50
67836,32.94,4032,14.16,1,58,1,0,0,2771,12.09,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,102.787,0,42.75,50
67939,32.94,4032,14.16,1,58,1,0,0,2753,12.12,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,101.832,0,42.75,50
68043,32.94,4032,14.16,1,58,1,0,0,2850,12.11,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,100.881,0,42.75,50
68148,32.94,4032,14.24,1,58,1,0,0,2823,12.57,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,102.786,0,42.75,50
68252,34.12,4032,14.16,1,58,1,0,0,2830,12.60,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,101.516,0,42.75,50
68355,43.14,4032,14.16,1,58,1,0,0,2838,12.58,0.00,0.00,7.68,1.0000,2,17.50,0,0,0,0,103.739,0,46.67,50
68459,54.51,4032,14.16,1,58,1,0,0,2828,12.59,0.00,0.00,8.19,1.0000,2,17.00,0,0,0,0,106.280,0,60.78,50
68563,56.08,4032,14.00,1,58,1,0,0,2935,12.47,0.00,0.00,8.45,1.0000,2,16.50,0,0,0,0,106.280,0,65.49,51
68667,58.04,4032,14.24,1,58,1,0,0,2847,12.10,0.00,0.00,8.70,1.0000,2,16.50,0,0,0,0,108.186,0,68.63,51
68772,60.78,4032,14.08,1,58,1,0,0,2942,12.10,0.00,0.00,8.70,1.0000,2,16.50,0,0,0,0,107.234,0,69.41,51
68875,61.18,4032,14.16,1,58,1,0,0,2938,12.11,0.00,0.00,8.96,1.0000,2,16.50,0,0,0,0,108.504,0,72.55,51
68978,61.18,4032,14.16,1,58,1,0,0,2937,12.11,0.00,0.00,8.96,1.0000,2,16.00,0,0,0,0,107.870,0,72.55,51
69083,61.18,4032,14.24,1,58,1,0,0,2882,12.11,0.00,0.00,8.96,1.0000,2,16.00,0,0,0,0,108.822,0,72.55,51
69187,61.18,4032,14.16,1,58,1,0,0,2885,12.09,0.00,0.00,9.22,1.0000,2,16.00,0,0,0,0,108.504,0,72.55,51
69291,61.18,4032,14.24,1,58,1,0,0,2890,11.87,0.00,0.00,9.22,1.0000,2,16.00,0,0,0,0,109.776,0,72.55,51
69396,61.18,4032,14.08,1,58,1,0,0,2884,12.12,0.00,0.00,9.22,1.0000,2,16.00,0,0,0,0,109.140,0,72.55,51
69498,60.78,4032,14.24,1,58,1,0,0,2937,12.09,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,110.093,0,72.16,51
69603,60.00,4032,14.08,1,58,1,0,0,2896,12.14,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.457,0,72.55,51
69707,58.43,4032,14.16,1,58,1,0,0,2942,12.39,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.775,0,70.98,51
69812,56.47,4032,14.24,1,58,1,0,0,2818,11.57,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,108.822,0,68.63,51
69915,55.69,4032,14.16,1,58,1,0,0,2886,11.56,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.776,0,67.45,51
70020,52.94,4032,14.24,1,58,1,0,0,2888,11.58,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.141,0,65.88,51
70125,52.94,4032,14.16,1,58,1,0,0,2937,11.57,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.456,0,63.92,51
70230,52.55,4032,14.24,1,58,1,0,0,2892,11.58,0.00,0.00,9.47,1.0000,2,16.00,0,0,0,0,109.775,0,63.92,51
70335,50.98,4032,14.24,1,58,1,0,0,2913,11.58,0.00,0.00,9.47,1.0000,2,15.50,0,0,0,0,110.728,0,63.14,51
70438,51.37,4032,14.24,1,58,1,0,0,2913,11.56,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.776,0,61.96,51
70543,50.98,4032,14.24,1,58,1,0,0,2853,11.55,0.00,0.00,9.47,1.0000,2,15.50,0,0,0,0,109.457,0,62.35,52
70648,50.98,4032,14.16,1,58,1,0,0,2896,11.57,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.775,0,61.96,51
70752,50.98,4032,14.24,1,58,1,0,0,2834,11.58,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.776,0,61.96,51
70856,50.98,4032,14.24,1,58,1,0,0,2906,11.57,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.776,0,61.57,51
70959,50.98,4032,14.24,1,58,1,0,0,2836,11.57,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.093,0,61.96,51
71063,52.55,4032,14.16,1,58,1,0,0,2919,11.55,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.092,0,62.75,51
71166,52.55,4032,14.24,1,58,1,0,0,2827,11.59,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.776,0,63.92,51
71271,52.55,4032,14.24,1,58,1,0,0,2904,11.60,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.093,0,63.53,51
71375,52.55,4032,14.24,1,58,1,0,0,2824,11.33,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,109.776,0,63.53,51
71479,52.55,4032,14.24,1,58,1,0,0,2916,11.42,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.093,0,63.53,51
71582,52.55,4032,14.24,1,58,1,0,0,2872,11.57,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.727,0,63.53,51
71686,49.02,4032,14.16,1,58,1,0,0,2919,11.59,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,110.093,0,63.53,51
71791,3.53,4032,14.24,1,58,1,0,0,2874,11.57,0.00,0.00,9.73,1.0000,2,15.50,0,0,0,0,98.021,0,47.84,51
71895,0.00,4032,14.24,1,59,1,0,0,2764,11.56,0.00,0.00,5.89,1.0000,2,18.00,1,0,0,0,53.229,0,12.55,51
72000,0.00,4032,14.24,1,59,1,0,0,2655,11.58,0.00,0.00,0.77,1.0000,2,19.50,63,0,0,0,33.850,0,8.24,51
72104,0.00,4032,14.24,1,59,1,0,0,2378,11.57,0.00,0.00,0.77,1.0000,2,25.00,63,0,0,0,27.179,0,7.84,50
72209,0.00,4032,14.24,1,59,1,0,0,2238,13.15,0.00,0.00,0.77,1.0000,2,26.00,63,0,0,0,26.226,0,7.45,50
72312,0.00,4032,14.24,1,59,1,0,0,2057,13.86,0.00,0.00,0.77,1.0000,2,27.00,63,0,0,0,24.955,0,7.45,50
72416,1.96,4032,14.32,1,59,1,0,0,1950,14.09,0.00,0.00,0.77,1.0000,2,26.50,42,0,0,0,24.638,0,7.45,50
72521,9.80,4032,14.16,1,59,1,0,0,1782,14.12,0.00,0.00,2.05,1.0000,2,27.50,0,0,0,0,33.215,0,9.80,49
72625,18.82,4032,14.24,1,59,1,0,0,1983,14.10,0.00,0.00,2.56,1.0000,2,15.00,0,0,0,0,68.476,0,20.78,49
72728,20.78,4032,14.16,1,59,1,0,0,2195,13.57,0.00,0.00,4.35,1.0000,2,15.50,0,0,0,0,87.855,0,27.84,48
72832,20.78,4032,14.24,1,59,1,0,0,2002,12.59,0.00,0.00,5.89,1.0000,2,21.00,0,0,0,0,91.351,0,29.02,48
72936,21.18,4032,14.24,1,59,1,0,0,2125,14.09,0.00,0.00,6.66,1.0000,2,13.50,0,0,0,0,91.032,0,28.63,48
73041,22.35,4032,14.16,1,59,1,0,0,1984,15.61,0.00,0.00,6.91,1.0000,2,17.00,0,0,0,0,93.257,0,29.80,48
73145,31.37,4032,14.08,1,59,1,0,0,2082,15.58,0.00,0.00,7.17,1.0000,2,16.50,0,0,0,0,96.749,0,33.73,48
73248,34.12,4032,14.24,1,59,1,0,0,2081,15.16,0.00,0.00,7.42,1.0000,2,16.50,0,0,0,0,97.068,0,40.00,48
73352,35.69,4032,14.24,1,59,1,0,0,2060,14.10,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.340,0,43.92,48
73456,35.69,4032,14.16,1,59,1,0,0,2076,13.57,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.974,0,44.31,48
73561,35.69,4032,14.24,1,59,1,0,0,2059,13.33,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.975,0,44.31,48
73665,35.69,4032,14.24,1,59,1,0,0,2055,13.59,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.655,0,44.31,48
73769,35.69,4032,14.16,1,59,1,0,0,2083,13.11,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.656,0,44.31,48
73873,35.69,4032,14.16,1,59,1,0,0,2057,13.12,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.656,0,43.92,48
73976,35.69,4032,14.16,1,59,1,0,0,2080,12.59,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,99.292,0,43.92,48
74080,35.69,4032,14.24,1,59,1,0,0,2106,12.82,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.340,0,44.31,48
74184,35.69,4032,14.16,1,59,1,0,0,2076,12.64,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.655,0,44.31,48
74288,35.69,4032,14.00,1,59,1,0,0,2076,12.57,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,99.610,0,44.31,48
74392,35.69,4032,14.24,1,59,1,0,0,2111,12.60,0.00,0.00,7.68,1.0000,2,16.00,0,0,0,0,98.975,0,44.31,48
